mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,sigma =0.250000,data are below
cA11,cA12,cA21,cA22,cB11,cB12,cB21,cB22,rho,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.100000,1.000000,1.000000,1.000000,1.000000,0.794296,0.794296,0.794296,0.794296,15.493741,15.493741,15.493741,15.493741,15.493741,15.493741,15.493741,15.493741,0.782410,0.806395,0.806395,0.782410,15.363660,15.624396,15.363660,15.624396,15.624396,15.363660,15.624396,15.363660,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.762230,0.762230,0.762230,0.762230,15.138807,15.138807,15.138807,15.138807,15.138807,15.138807,15.138807,15.138807,0.762228,0.762228,0.762228,0.762228,15.138782,15.138782,15.138782,15.138782,15.138782,15.138782,15.138782,15.138782,
1.000000,0.900000,0.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.762505,0.762505,0.762505,0.762505,15.141897,15.141897,15.141897,15.141897,15.141897,15.141897,15.141897,15.141897,0.761468,0.763337,0.763337,0.761468,15.130206,15.151265,15.130206,15.151265,15.151265,15.130206,15.151265,15.130206,
1.000000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.762799,0.762799,0.762799,0.762799,15.145216,15.145216,15.145216,15.145216,15.145216,15.145216,15.145216,15.145216,0.760397,0.764989,0.764989,0.760397,15.118116,15.169849,15.118116,15.169849,15.169849,15.118116,15.169849,15.118116,
1.000000,0.700000,0.700000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.763114,0.763114,0.763114,0.763114,15.148760,15.148760,15.148760,15.148760,15.148760,15.148760,15.148760,15.148760,0.759223,0.766844,0.766844,0.759223,15.104859,15.190669,15.104859,15.190669,15.190669,15.104859,15.190669,15.104859,
1.000000,0.600000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.763447,0.763447,0.763447,0.763447,15.152512,15.152512,15.152512,15.152512,15.152512,15.152512,15.152512,15.152512,0.757916,0.768928,0.768928,0.757916,15.090057,15.214001,15.090057,15.214001,15.214001,15.090057,15.214001,15.090057,
1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.763793,0.763793,0.763793,0.763793,15.156401,15.156401,15.156401,15.156401,15.156401,15.156401,15.156401,15.156401,0.756452,0.771262,0.771262,0.756452,15.073464,15.240072,15.073464,15.240072,15.240072,15.073464,15.240072,15.073464,
1.000000,0.400000,0.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.764242,0.764242,0.764242,0.764242,15.161453,15.161453,15.161453,15.161453,15.161453,15.161453,15.161453,15.161453,0.754778,0.773898,0.773898,0.754778,15.054452,15.269439,15.054452,15.269439,15.269439,15.054452,15.269439,15.054452,
1.000000,0.300000,0.300000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.764756,0.764756,0.764756,0.764756,15.167235,15.167235,15.167235,15.167235,15.167235,15.167235,15.167235,15.167235,0.753134,0.777073,0.777073,0.753134,15.035748,15.304690,15.035748,15.304690,15.304690,15.035748,15.304690,15.035748,
1.000000,0.200000,0.200000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.765302,0.765302,0.765302,0.765302,15.173364,15.173364,15.173364,15.173364,15.173364,15.173364,15.173364,15.173364,0.751128,0.780695,0.780695,0.751128,15.012888,15.344754,15.012888,15.344754,15.344754,15.012888,15.344754,15.012888,
1.000000,0.100000,0.100000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.766053,0.766053,0.766053,0.766053,15.181791,15.181791,15.181791,15.181791,15.181791,15.181791,15.181791,15.181791,0.748961,0.785041,0.785041,0.748961,14.988124,15.392605,14.988124,15.392605,15.392605,14.988124,15.392605,14.988124,
1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.766750,0.766750,0.766750,0.766750,15.189619,15.189619,15.189619,15.189619,15.189619,15.189619,15.189619,15.189619,0.746309,0.790078,0.790078,0.746309,14.957728,15.447781,14.957728,15.447781,15.447781,14.957728,15.447781,14.957728,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.735116,0.735116,0.735116,0.735116,14.828441,14.828441,14.828441,14.828441,14.828441,14.828441,14.828441,14.828441,0.735114,0.735114,0.735114,0.735114,14.828415,14.828415,14.828415,14.828415,14.828415,14.828415,14.828415,14.828415,
1.000000,0.900000,0.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.735411,0.735411,0.735411,0.735411,14.831867,14.831867,14.831867,14.831867,14.831867,14.831867,14.831867,14.831867,0.734277,0.736345,0.736345,0.734277,14.818684,14.842716,14.818684,14.842716,14.842716,14.818684,14.842716,14.818684,
1.000000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.735695,0.735695,0.735695,0.735695,14.835170,14.835170,14.835170,14.835170,14.835170,14.835170,14.835170,14.835170,0.733091,0.738135,0.738135,0.733091,14.804873,14.863469,14.804873,14.863469,14.863469,14.804873,14.863469,14.804873,
1.000000,0.700000,0.700000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.736004,0.736004,0.736004,0.736004,14.838762,14.838762,14.838762,14.838762,14.838762,14.838762,14.838762,14.838762,0.731804,0.740179,0.740179,0.731804,14.789863,14.887131,14.789863,14.887131,14.887131,14.789863,14.887131,14.789863,
1.000000,0.600000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.736350,0.736350,0.736350,0.736350,14.842771,14.842771,14.842771,14.842771,14.842771,14.842771,14.842771,14.842771,0.730382,0.742534,0.742534,0.730382,14.773253,14.914309,14.773253,14.914309,14.914309,14.773253,14.914309,14.773253,
1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.736712,0.736712,0.736712,0.736712,14.846977,14.846977,14.846977,14.846977,14.846977,14.846977,14.846977,14.846977,0.728799,0.745263,0.745263,0.728799,14.754733,14.945711,14.754733,14.945711,14.945711,14.754733,14.945711,14.754733,
1.000000,0.400000,0.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.737093,0.737093,0.737093,0.737093,14.851395,14.851395,14.851395,14.851395,14.851395,14.851395,14.851395,14.851395,0.727021,0.748447,0.748447,0.727021,14.733891,14.982233,14.733891,14.982233,14.982233,14.733891,14.982233,14.733891,
1.000000,0.300000,0.300000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.737459,0.737459,0.737459,0.737459,14.855634,14.855634,14.855634,14.855634,14.855634,14.855634,14.855634,14.855634,0.724987,0.752196,0.752196,0.724987,14.709993,15.025063,14.709993,15.025063,15.025063,14.709993,15.025063,14.709993,
1.000000,0.200000,0.200000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.737997,0.737997,0.737997,0.737997,14.861874,14.861874,14.861874,14.861874,14.861874,14.861874,14.861874,14.861874,0.722591,0.756615,0.756615,0.722591,14.681770,15.075318,14.681770,15.075318,15.075318,14.681770,15.075318,14.681770,
1.000000,0.100000,0.100000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.738343,0.738343,0.738343,0.738343,14.865879,14.865879,14.865879,14.865879,14.865879,14.865879,14.865879,14.865879,0.720092,0.762227,0.762227,0.720092,14.652246,15.138773,14.652246,15.138773,15.138773,14.652246,15.138773,14.652246,
1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,0.739112,0.739112,0.739112,0.739112,14.874791,14.874791,14.874791,14.874791,14.874791,14.874791,14.874791,14.874791,0.717333,0.769362,0.769362,0.717333,14.619560,15.218856,14.619560,15.218856,15.218856,14.619560,15.218856,14.619560,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.715536,0.715536,0.715536,0.715536,14.598214,14.598214,14.598214,14.598214,14.598214,14.598214,14.598214,14.598214,0.715534,0.715534,0.715534,0.715534,14.598187,14.598187,14.598187,14.598187,14.598187,14.598187,14.598187,14.598187,
1.000000,0.900000,0.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.715675,0.715675,0.715675,0.715675,14.599869,14.599869,14.599869,14.599869,14.599869,14.599869,14.599869,14.599869,0.715006,0.716174,0.716174,0.715006,14.591906,14.605799,14.591906,14.605799,14.605799,14.591906,14.605799,14.591906,
1.000000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.715836,0.715836,0.715836,0.715836,14.601779,14.601779,14.601779,14.601779,14.601779,14.601779,14.601779,14.601779,0.714174,0.717338,0.717338,0.714174,14.582008,14.619620,14.582008,14.619620,14.619620,14.582008,14.619620,14.582008,
1.000000,0.700000,0.700000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.716144,0.716144,0.716144,0.716144,14.605440,14.605440,14.605440,14.605440,14.605440,14.605440,14.605440,14.605440,0.713412,0.718850,0.718850,0.713412,14.572919,14.637543,14.572919,14.637543,14.637543,14.572919,14.637543,14.572919,
1.000000,0.600000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.716364,0.716364,0.716364,0.716364,14.608060,14.608060,14.608060,14.608060,14.608060,14.608060,14.608060,14.608060,0.712457,0.720536,0.720536,0.712457,14.561527,14.657503,14.561527,14.657503,14.657503,14.561527,14.657503,14.561527,
1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.716550,0.716550,0.716550,0.716550,14.610262,14.610262,14.610262,14.610262,14.610262,14.610262,14.610262,14.610262,0.711334,0.722515,0.722515,0.711334,14.548113,14.680868,14.548113,14.680868,14.680868,14.548113,14.680868,14.548113,
1.000000,0.400000,0.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.716793,0.716793,0.716793,0.716793,14.613157,14.613157,14.613157,14.613157,14.613157,14.613157,14.613157,14.613157,0.710117,0.724993,0.724993,0.710117,14.533560,14.710067,14.533560,14.710067,14.710067,14.533560,14.710067,14.533560,
1.000000,0.300000,0.300000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.717066,0.717066,0.717066,0.717066,14.616391,14.616391,14.616391,14.616391,14.616391,14.616391,14.616391,14.616391,0.708740,0.728087,0.728087,0.708740,14.517073,14.746393,14.517073,14.746393,14.746393,14.517073,14.746393,14.517073,
1.000000,0.200000,0.200000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.717268,0.717268,0.717268,0.717268,14.618793,14.618793,14.618793,14.618793,14.618793,14.618793,14.618793,14.618793,0.707097,0.732007,0.732007,0.707097,14.497361,14.792235,14.497361,14.792235,14.792235,14.497361,14.792235,14.497361,
1.000000,0.100000,0.100000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.717715,0.717715,0.717715,0.717715,14.624091,14.624091,14.624091,14.624091,14.624091,14.624091,14.624091,14.624091,0.705422,0.737331,0.737331,0.705422,14.477223,14.854156,14.477223,14.854156,14.854156,14.477223,14.854156,14.477223,
1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,0.717586,0.717586,0.717586,0.717586,14.622558,14.622558,14.622558,14.622558,14.622558,14.622558,14.622558,14.622558,0.702999,0.744146,0.744146,0.702999,14.448017,14.932867,14.448017,14.932867,14.932867,14.448017,14.932867,14.448017,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708411,0.708411,0.708411,0.708411,14.513124,14.513124,14.513124,14.513124,14.513124,14.513124,14.513124,14.513124,0.708409,0.708409,0.708409,0.708409,14.513097,14.513097,14.513097,14.513097,14.513097,14.513097,14.513097,14.513097,
1.000000,0.900000,0.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708496,0.708496,0.708496,0.708496,14.514150,14.514150,14.514150,14.514150,14.514150,14.514150,14.514150,14.514150,0.708494,0.708494,0.708494,0.708494,14.514120,14.514125,14.514120,14.514125,14.514125,14.514120,14.514125,14.514120,
1.000000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708493,0.708493,0.708493,0.708493,14.514108,14.514108,14.514108,14.514108,14.514108,14.514108,14.514108,14.514108,0.708490,0.708491,0.708491,0.708490,14.514070,14.514092,14.514070,14.514092,14.514092,14.514070,14.514092,14.514070,
1.000000,0.700000,0.700000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708480,0.708480,0.708480,0.708480,14.513960,14.513960,14.513960,14.513960,14.513960,14.513960,14.513960,14.513960,0.708476,0.708480,0.708480,0.708476,14.513907,14.513959,14.513907,14.513959,14.513959,14.513907,14.513959,14.513907,
1.000000,0.600000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708468,0.708468,0.708468,0.708468,14.513809,14.513809,14.513809,14.513809,14.513809,14.513809,14.513809,14.513809,0.708461,0.708470,0.708470,0.708461,14.513730,14.513833,14.513730,14.513833,14.513833,14.513730,14.513833,14.513730,
1.000000,0.500000,0.500000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708434,0.708434,0.708434,0.708434,14.513398,14.513398,14.513398,14.513398,14.513398,14.513398,14.513398,14.513398,0.708238,0.708547,0.708547,0.708238,14.511053,14.514759,14.511053,14.514759,14.514759,14.511053,14.514759,14.511053,
1.000000,0.400000,0.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708271,0.708271,0.708271,0.708271,14.511445,14.511445,14.511445,14.511445,14.511445,14.511445,14.511445,14.511445,0.707758,0.708691,0.708691,0.707758,14.505292,14.516478,14.505292,14.516478,14.516478,14.505292,14.516478,14.505292,
1.000000,0.300000,0.300000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708330,0.708330,0.708330,0.708330,14.512159,14.512159,14.512159,14.512159,14.512159,14.512159,14.512159,14.512159,0.707461,0.709240,0.709240,0.707461,14.501729,14.523063,14.501729,14.523063,14.523063,14.501729,14.523063,14.501729,
1.000000,0.200000,0.200000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.708150,0.708150,0.708150,0.708150,14.509999,14.509999,14.509999,14.509999,14.509999,14.509999,14.509999,14.509999,0.706815,0.709875,0.709875,0.706815,14.493974,14.530663,14.493974,14.530663,14.530663,14.493974,14.530663,14.493974,
1.000000,0.100000,0.100000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.707787,0.707787,0.707787,0.707787,14.505642,14.505642,14.505642,14.505642,14.505642,14.505642,14.505642,14.505642,0.705845,0.710983,0.710983,0.705845,14.482310,14.543918,14.482310,14.543918,14.543918,14.482310,14.543918,14.482310,
1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,0.707406,0.707406,0.707406,0.707406,14.501071,14.501071,14.501071,14.501071,14.501071,14.501071,14.501071,14.501071,0.704709,0.713196,0.713196,0.704709,14.468631,14.570345,14.468631,14.570345,14.570345,14.468631,14.570345,14.468631,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.715536,0.715536,0.715536,0.715536,14.598214,14.598214,14.598214,14.598214,14.598214,14.598214,14.598214,14.598214,0.715534,0.715534,0.715534,0.715534,14.598187,14.598187,14.598187,14.598187,14.598187,14.598187,14.598187,14.598187,
1.000000,0.900000,0.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.715373,0.715373,0.715373,0.715373,14.596279,14.596279,14.596279,14.596279,14.596279,14.596279,14.596279,14.596279,0.715839,0.714706,0.714706,0.715839,14.601814,14.588334,14.601814,14.588334,14.588334,14.601814,14.588334,14.601814,
1.000000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.715078,0.715078,0.715078,0.715078,14.592764,14.592764,14.592764,14.592764,14.592764,14.592764,14.592764,14.592764,0.716405,0.713377,0.713377,0.716405,14.608537,14.572501,14.608537,14.572501,14.572501,14.608537,14.572501,14.608537,
1.000000,0.700000,0.700000,1.000000,1.000000,1.000000,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.715113,0.715113,0.715113,0.715113,14.593178,14.593178,14.593178,14.593178,14.593178,14.593178,14.593178,14.593178,0.717326,0.712214,0.712214,0.717326,14.619473,14.558628,14.619473,14.558628,14.558628,14.619473,14.558628,14.619473,
1.000000,0.600000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.714548,0.714548,0.714548,0.714548,14.586451,14.586451,14.586451,14.586451,14.586451,14.586451,14.586451,14.586451,0.717690,0.710159,0.710159,0.717690,14.623793,14.534063,14.623793,14.534063,14.534063,14.623793,14.534063,14.623793,
