mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,rhoA = 0.100000,rhoB = 0.900000,data are below
sigma,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
0.100000,0.762500,0.525000,0.525000,0.762500,0.581289,0.581289,0.581289,0.581289,15.140110,15.140110,18.390414,18.390414,18.390414,18.390414,15.140110,15.140110,0.586974,0.567030,0.567030,0.586974,15.223778,14.927117,18.475335,18.173539,18.173539,18.475335,14.927117,15.223778,
0.100000,0.762500,0.537500,0.537500,0.762500,0.583780,0.583780,0.583780,0.583780,15.176851,15.176851,18.222292,18.222292,18.222292,18.222292,15.176851,15.176851,0.589050,0.570336,0.570336,0.589050,15.254150,14.976901,18.300783,18.018690,18.018690,18.300783,14.976901,15.254150,
0.100000,0.762500,0.550000,0.550000,0.762500,0.586176,0.586176,0.586176,0.586176,15.212080,15.212080,18.057208,18.057208,18.057208,18.057208,15.212080,15.212080,0.591089,0.573581,0.573581,0.591089,15.283894,15.025532,18.130147,17.867274,17.867274,18.130147,15.025532,15.283894,
0.100000,0.762500,0.562500,0.562500,0.762500,0.588466,0.588466,0.588466,0.588466,15.245617,15.245617,17.894803,17.894803,17.894803,17.894803,15.245617,15.245617,0.593003,0.576692,0.576692,0.593003,15.311741,15.071934,17.961970,17.718010,17.718010,17.961970,15.071934,15.311741,
0.100000,0.762500,0.575000,0.575000,0.762500,0.590696,0.590696,0.590696,0.590696,15.278175,15.278175,17.735641,17.735641,17.735641,17.735641,15.278175,15.278175,0.594875,0.579741,0.579741,0.594875,15.338886,15.117214,17.797304,17.571856,17.571856,17.797304,15.117214,15.338886,
0.100000,0.762500,0.587500,0.587500,0.762500,0.592939,0.592939,0.592939,0.592939,15.310802,15.310802,17.580628,17.580628,17.580628,17.580628,15.310802,15.310802,0.596769,0.582798,0.582798,0.596769,15.366280,15.162386,17.636963,17.429687,17.429687,17.636963,15.162386,15.366280,
0.100000,0.762500,0.600000,0.600000,0.762500,0.595033,0.595033,0.595033,0.595033,15.341171,15.341171,17.427256,17.427256,17.427256,17.427256,15.341171,15.341171,0.598521,0.585707,0.585707,0.598521,15.391553,15.205193,17.478399,17.289050,17.289050,17.478399,15.205193,15.391553,
0.100000,0.762500,0.612500,0.612500,0.762500,0.597064,0.597064,0.597064,0.597064,15.370552,15.370552,17.276679,17.276679,17.276679,17.276679,15.370552,15.370552,0.600229,0.588553,0.588553,0.600229,15.416140,15.246883,17.322931,17.151073,17.151073,17.322931,15.246883,15.416140,
0.100000,0.762500,0.625000,0.625000,0.762500,0.599098,0.599098,0.599098,0.599098,15.399872,15.399872,17.129702,17.129702,17.129702,17.129702,15.399872,15.399872,0.601933,0.591377,0.591377,0.601933,15.440598,15.288087,17.170995,17.016262,17.016262,17.170995,15.288087,15.440598,
0.100000,0.762500,0.637500,0.637500,0.762500,0.601031,0.601031,0.601031,0.601031,15.427649,15.427649,16.984701,16.984701,16.984701,16.984701,15.427649,15.427649,0.603569,0.594123,0.594123,0.603569,15.464012,15.327997,17.021541,16.883667,16.883667,17.021541,15.327997,15.464012,
0.100000,0.762500,0.650000,0.650000,0.762500,0.602906,0.602906,0.602906,0.602906,15.454533,15.454533,16.842214,16.842214,16.842214,16.842214,15.454533,15.454533,0.605140,0.596794,0.596794,0.605140,15.486463,15.366649,16.874536,16.753203,16.753203,16.874536,15.366649,15.486463,
0.100000,0.762500,0.662500,0.662500,0.762500,0.604737,0.604737,0.604737,0.604737,15.480706,15.480706,16.702317,16.702317,16.702317,16.702317,15.480706,15.480706,0.606675,0.599403,0.599403,0.606675,15.508338,15.404254,16.730261,16.624971,16.624971,16.730261,15.404254,15.508338,
0.100000,0.762500,0.675000,0.675000,0.762500,0.606522,0.606522,0.606522,0.606522,15.506157,15.506157,16.564889,16.564889,16.564889,16.564889,15.506157,15.506157,0.608183,0.601984,0.601984,0.608183,15.529773,15.441318,16.588746,16.499371,16.499371,16.588746,15.441318,15.529773,
0.100000,0.762500,0.687500,0.687500,0.762500,0.608249,0.608249,0.608249,0.608249,15.530712,15.530712,16.429654,16.429654,16.429654,16.429654,15.530712,15.530712,0.609631,0.604482,0.604482,0.609631,15.550320,15.477070,16.449439,16.375519,16.375519,16.449439,15.477070,15.550320,
0.100000,0.762500,0.700000,0.700000,0.762500,0.609929,0.609929,0.609929,0.609929,15.554555,15.554555,16.296701,16.296701,16.296701,16.296701,15.554555,15.554555,0.611039,0.606932,0.606932,0.611039,15.570259,15.511993,16.312527,16.253806,16.253806,16.312527,15.511993,15.570259,
0.100000,0.762500,0.712500,0.712500,0.762500,0.611567,0.611567,0.611567,0.611567,15.577725,15.577725,16.165979,16.165979,16.165979,16.165979,15.577725,15.577725,0.612419,0.609332,0.609332,0.612419,15.589763,15.546088,16.178092,16.134138,16.134138,16.178092,15.546088,15.589763,
0.100000,0.762500,0.725000,0.725000,0.762500,0.613151,0.613151,0.613151,0.613151,15.600096,15.600096,16.037269,16.037269,16.037269,16.037269,15.600096,15.600096,0.613741,0.611648,0.611648,0.613741,15.608416,15.578877,16.045629,16.015946,16.015946,16.045629,15.578877,15.608416,
0.100000,0.762500,0.737500,0.737500,0.762500,0.614708,0.614708,0.614708,0.614708,15.622025,15.622025,15.910850,15.910850,15.910850,15.910850,15.622025,15.622025,0.615036,0.613911,0.613911,0.615036,15.626635,15.610804,15.915474,15.899591,15.899591,15.915474,15.610804,15.626635,
0.100000,0.762500,0.750000,0.750000,0.762500,0.616204,0.616204,0.616204,0.616204,15.643054,15.643054,15.786179,15.786179,15.786179,15.786179,15.643054,15.643054,0.616267,0.616059,0.616059,0.616267,15.643934,15.641014,15.787060,15.784136,15.784136,15.787060,15.641014,15.643934,
0.100000,0.762500,0.762500,0.762500,0.762500,0.617666,0.617666,0.617666,0.617666,15.663565,15.663565,15.663565,15.663565,15.663565,15.663565,15.663565,15.663565,0.617663,0.617665,0.617665,0.617663,15.663518,15.663550,15.663518,15.663550,15.663550,15.663518,15.663550,15.663518,
0.100000,0.762500,0.775000,0.775000,0.762500,0.619092,0.619092,0.619092,0.619092,15.683516,15.683516,15.542891,15.542891,15.542891,15.542891,15.683516,15.683516,0.618904,0.619237,0.619237,0.618904,15.680891,15.685541,15.540271,15.544913,15.544913,15.540271,15.685541,15.680891,
0.100000,0.762500,0.787500,0.787500,0.762500,0.620478,0.620478,0.620478,0.620478,15.702875,15.702875,15.424056,15.424056,15.424056,15.424056,15.702875,15.702875,0.620007,0.621116,0.621116,0.620007,15.696300,15.711769,15.417504,15.432918,15.432918,15.417504,15.711769,15.696300,
0.100000,0.762500,0.800000,0.800000,0.762500,0.621834,0.621834,0.621834,0.621834,15.721778,15.721778,15.307126,15.307126,15.307126,15.307126,15.721778,15.721778,0.621120,0.623070,0.623070,0.621120,15.711825,15.738973,15.297227,15.324228,15.324228,15.297227,15.738973,15.711825,
0.100000,0.762500,0.812500,0.812500,0.762500,0.623147,0.623147,0.623147,0.623147,15.740045,15.740045,15.191858,15.191858,15.191858,15.191858,15.740045,15.740045,0.622210,0.625034,0.625034,0.622210,15.727011,15.766230,15.178921,15.217853,15.217853,15.178921,15.766230,15.727011,
0.100000,0.762500,0.825000,0.825000,0.762500,0.624432,0.624432,0.624432,0.624432,15.757895,15.757895,15.078409,15.078409,15.078409,15.078409,15.757895,15.757895,0.623286,0.626993,0.626993,0.623286,15.741969,15.793351,15.062633,15.113538,15.113538,15.062633,15.793351,15.741969,
0.100000,0.762500,0.837500,0.837500,0.762500,0.625685,0.625685,0.625685,0.625685,15.775251,15.775251,14.966642,14.966642,14.966642,14.966642,15.775251,15.775251,0.624346,0.628929,0.628929,0.624346,15.756698,15.820074,14.948301,15.010961,15.010961,14.948301,15.820074,15.756698,
0.100000,0.762500,0.850000,0.850000,0.762500,0.626901,0.626901,0.626901,0.626901,15.792087,15.792087,14.856474,14.856474,14.856474,14.856474,15.792087,15.792087,0.625370,0.630832,0.630832,0.625370,15.770897,15.846272,14.835570,14.909941,14.909941,14.835570,15.846272,15.770897,
0.100000,0.762500,0.862500,0.862500,0.762500,0.628094,0.628094,0.628094,0.628094,15.808554,15.808554,14.748000,14.748000,14.748000,14.748000,15.808554,15.808554,0.626376,0.632694,0.632694,0.626376,15.784824,15.871843,14.724640,14.810319,14.810319,14.724640,15.871843,15.784824,
0.100000,0.762500,0.875000,0.875000,0.762500,0.629265,0.629265,0.629265,0.629265,15.824703,15.824703,14.641215,14.641215,14.641215,14.641215,15.824703,15.824703,0.627366,0.634545,0.634545,0.627366,15.798514,15.897178,14.615492,14.712428,14.712428,14.615492,15.897178,15.798514,
0.100000,0.762500,0.887500,0.887500,0.762500,0.630394,0.630394,0.630394,0.630394,15.840248,15.840248,14.535789,14.535789,14.535789,14.535789,15.840248,15.840248,0.628321,0.636339,0.636339,0.628321,15.811693,15.921673,14.507804,14.615623,14.615623,14.507804,15.921673,15.811693,
0.100000,0.762500,0.900000,0.900000,0.762500,0.631460,0.631460,0.631460,0.631460,15.854907,15.854907,14.431397,14.431397,14.431397,14.431397,15.854907,15.854907,0.629227,0.638078,0.638078,0.629227,15.824190,15.945373,14.401363,14.519900,14.519900,14.401363,15.945373,15.824190,
0.100000,0.762500,0.912500,0.912500,0.762500,0.632536,0.632536,0.632536,0.632536,15.869672,15.869672,14.328963,14.328963,14.328963,14.328963,15.869672,15.869672,0.630139,0.639814,0.639814,0.630139,15.836741,15.968951,14.296840,14.425872,14.425872,14.296840,15.968951,15.836741,
0.100000,0.762500,0.925000,0.925000,0.762500,0.633591,0.633591,0.633591,0.633591,15.884122,15.884122,14.228029,14.228029,14.228029,14.228029,15.884122,15.884122,0.631033,0.641518,0.641518,0.631033,15.849042,15.992055,14.193891,14.333147,14.333147,14.193891,15.992055,15.849042,
0.100000,0.762500,0.937500,0.937500,0.762500,0.634622,0.634622,0.634622,0.634622,15.898228,15.898228,14.128524,14.128524,14.128524,14.128524,15.898228,15.898228,0.631909,0.643199,0.643199,0.631909,15.861065,16.014777,14.092446,14.241772,14.241772,14.092446,16.014777,15.861065,
0.100000,0.762500,0.950000,0.950000,0.762500,0.635619,0.635619,0.635619,0.635619,15.911860,15.911860,14.030277,14.030277,14.030277,14.030277,15.911860,15.911860,0.632765,0.644853,0.644853,0.632765,15.872805,16.037092,13.992455,14.151679,14.151679,13.992455,16.037092,15.872805,
0.100000,0.762500,0.962500,0.962500,0.762500,0.636603,0.636603,0.636603,0.636603,15.925272,15.925272,13.933496,13.933496,13.933496,13.933496,15.925272,15.925272,0.633601,0.646472,0.646472,0.633601,15.884263,16.058889,13.893880,14.062722,14.062722,13.893880,16.058889,15.884263,
0.100000,0.762500,0.975000,0.975000,0.762500,0.637562,0.637562,0.637562,0.637562,15.938345,15.938345,13.838023,13.838023,13.838023,13.838023,15.938345,15.938345,0.634418,0.648066,0.648066,0.634418,15.895445,16.080291,13.796685,13.974978,13.974978,13.796685,16.080291,15.895445,
0.100000,0.762500,0.987500,0.987500,0.762500,0.638499,0.638499,0.638499,0.638499,15.951089,15.951089,13.743833,13.743833,13.743833,13.743833,15.951089,15.951089,0.635217,0.649624,0.649624,0.635217,15.906358,16.101169,13.700840,13.888287,13.888287,13.700840,16.101169,15.906358,
0.100000,0.762500,1.000000,1.000000,0.762500,0.639412,0.639412,0.639412,0.639412,15.963503,15.963503,13.650887,13.650887,13.650887,13.650887,15.963503,15.963503,0.635997,0.651167,0.651167,0.635997,15.917008,16.121794,13.606313,13.802873,13.802873,13.606313,16.121794,15.917008,
0.100000,0.762500,1.012500,1.012500,0.762500,0.640299,0.640299,0.640299,0.640299,15.975531,15.975531,13.559095,13.559095,13.559095,13.559095,15.975531,15.975531,0.636690,0.652590,0.652590,0.636690,15.926461,16.140780,13.512175,13.717371,13.717371,13.512175,16.140780,15.926461,
0.100000,0.762500,1.025000,1.025000,0.762500,0.641098,0.641098,0.641098,0.641098,15.986369,15.986369,13.467657,13.467657,13.467657,13.467657,15.986369,15.986369,0.637438,0.654084,0.654084,0.637438,15.936661,16.160663,13.420253,13.634182,13.634182,13.420253,16.160663,15.936661,
0.100000,0.762500,1.037500,1.037500,0.762500,0.641954,0.641954,0.641954,0.641954,15.997954,15.997954,13.378390,13.378390,13.378390,13.378390,15.997954,15.997954,0.638171,0.655537,0.655537,0.638171,15.946627,16.179974,13.329572,13.551861,13.551861,13.329572,16.179974,15.946627,
0.100000,0.762500,1.050000,1.050000,0.762500,0.642789,0.642789,0.642789,0.642789,16.009249,16.009249,13.290270,13.290270,13.290270,13.290270,16.009249,16.009249,0.638886,0.656976,0.656976,0.638886,15.956355,16.199054,13.240096,13.470704,13.470704,13.240096,16.199054,15.956355,
0.100000,0.762500,1.062500,1.062500,0.762500,0.643605,0.643605,0.643605,0.643605,16.020262,16.020262,13.203273,13.203273,13.203273,13.203273,16.020262,16.020262,0.639585,0.658382,0.658382,0.639585,15.965848,16.217647,13.151797,13.390437,13.390437,13.151797,16.217647,15.965848,
0.100000,0.762500,1.075000,1.075000,0.762500,0.644401,0.644401,0.644401,0.644401,16.031000,16.031000,13.117376,13.117376,13.117376,13.117376,16.031000,16.031000,0.640268,0.659763,0.659763,0.640268,15.975115,16.235891,13.064652,13.311160,13.311160,13.064652,16.235891,15.975115,
0.100000,0.762500,1.087500,1.087500,0.762500,0.645128,0.645128,0.645128,0.645128,16.040796,16.040796,13.031921,13.031921,13.031921,13.031921,16.040796,16.040796,0.640935,0.661125,0.661125,0.640935,15.984160,16.253838,12.978637,13.232894,13.232894,12.978637,16.253838,15.984160,
0.100000,0.762500,1.100000,1.100000,0.762500,0.645929,0.645929,0.645929,0.645929,16.051578,16.051578,12.948698,12.948698,12.948698,12.948698,16.051578,16.051578,0.641587,0.662457,0.662457,0.641587,15.992991,16.271359,12.893730,13.155490,13.155490,12.893730,16.271359,15.992991,
0.100000,0.762500,1.112500,1.112500,0.762500,0.646669,0.646669,0.646669,0.646669,16.061534,16.061534,12.865970,12.865970,12.865970,12.865970,16.061534,16.061534,0.642225,0.663763,0.663763,0.642225,16.001620,16.288515,12.809914,13.078979,13.078979,12.809914,16.288515,16.001620,
0.100000,0.762500,1.125000,1.125000,0.762500,0.647435,0.647435,0.647435,0.647435,16.071828,16.071828,12.784804,12.784804,12.784804,12.784804,16.071828,16.071828,0.642888,0.665109,0.665109,0.642888,16.010586,16.306152,12.727666,13.004129,13.004129,12.727666,16.306152,16.010586,
0.100000,0.762500,1.137500,1.137500,0.762500,0.648140,0.648140,0.648140,0.648140,16.081286,16.081286,12.704076,12.704076,12.704076,12.704076,16.081286,16.081286,0.643495,0.666366,0.666366,0.643495,16.018783,16.322606,12.645925,12.929352,12.929352,12.645925,16.322606,16.018783,
0.100000,0.762500,1.150000,1.150000,0.762500,0.648758,0.648758,0.648758,0.648758,16.089568,16.089568,12.623450,12.623450,12.623450,12.623450,16.089568,16.089568,0.644026,0.667538,0.667538,0.644026,16.025948,16.337913,12.564430,12.854663,12.854663,12.564430,16.337913,16.025948,
0.100000,0.762500,1.162500,1.162500,0.762500,0.649430,0.649430,0.649430,0.649430,16.098568,16.098568,12.544663,12.544663,12.544663,12.544663,16.098568,16.098568,0.644608,0.668756,0.668756,0.644608,16.033795,16.353787,12.484745,12.781640,12.781640,12.484745,16.353787,16.033795,
0.100000,0.762500,1.175000,1.175000,0.762500,0.650087,0.650087,0.650087,0.650087,16.107363,16.107363,12.466832,12.466832,12.466832,12.466832,16.107363,16.107363,0.645177,0.669953,0.669953,0.645177,16.041465,16.369373,12.406048,12.709460,12.709460,12.406048,16.369373,16.041465,
0.100000,0.762500,1.187500,1.187500,0.762500,0.650740,0.650740,0.650740,0.650740,16.116083,16.116083,12.390053,12.390053,12.390053,12.390053,16.116083,16.116083,0.645735,0.671137,0.671137,0.645735,16.048971,16.384758,12.328328,12.638183,12.638183,12.328328,16.384758,16.048971,
0.100000,0.762500,1.200000,1.200000,0.762500,0.651362,0.651362,0.651362,0.651362,16.124390,16.124390,12.313994,12.313994,12.313994,12.313994,16.124390,16.124390,0.646290,0.672311,0.672311,0.646290,16.056437,16.399995,12.251676,12.567835,12.567835,12.251676,16.399995,16.056437,
0.100000,0.762500,1.212500,1.212500,0.762500,0.651977,0.651977,0.651977,0.651977,16.132603,16.132603,12.238926,12.238926,12.238926,12.238926,16.132603,16.132603,0.646824,0.673452,0.673452,0.646824,16.063619,16.414772,12.175847,12.498105,12.498105,12.175847,16.414772,16.063619,
0.100000,0.762500,1.225000,1.225000,0.762500,0.652578,0.652578,0.652578,0.652578,16.140617,16.140617,12.164731,12.164731,12.164731,12.164731,16.140617,16.140617,0.647347,0.674574,0.674574,0.647347,16.070640,16.429283,12.100932,12.429153,12.429153,12.100932,16.429283,16.070640,
0.100000,0.762500,1.237500,1.237500,0.762500,0.653165,0.653165,0.653165,0.653165,16.148439,16.148439,12.091397,12.091397,12.091397,12.091397,16.148439,16.148439,0.647862,0.675681,0.675681,0.647862,16.077551,16.443577,12.026956,12.361005,12.361005,12.026956,16.443577,16.077551,
0.100000,0.762500,1.250000,1.250000,0.762500,0.653743,0.653743,0.653743,0.653743,16.156124,16.156124,12.018952,12.018952,12.018952,12.018952,16.156124,16.156124,0.648362,0.676767,0.676767,0.648362,16.084263,16.457578,11.953819,12.293573,12.293573,11.953819,16.457578,16.084263,
0.100000,0.762500,1.262500,1.262500,0.762500,0.654303,0.654303,0.654303,0.654303,16.163572,16.163572,11.947287,11.947287,11.947287,11.947287,16.163572,16.163572,0.648851,0.677834,0.677834,0.648851,16.090815,16.471308,11.881538,12.226856,12.226856,11.881538,16.471308,16.090815,
0.100000,0.762500,1.275000,1.275000,0.762500,0.654849,0.654849,0.654849,0.654849,16.170838,16.170838,11.876433,11.876433,11.876433,11.876433,16.170838,16.170838,0.649329,0.678873,0.678873,0.649329,16.097219,16.484662,11.810102,12.160741,12.160741,11.810102,16.484662,16.097219,
0.100000,0.762500,1.287500,1.287500,0.762500,0.655384,0.655384,0.655384,0.655384,16.177940,16.177940,11.806388,11.806388,11.806388,11.806388,16.177940,16.177940,0.649798,0.679904,0.679904,0.649798,16.103487,16.497908,11.739506,12.095457,12.095457,11.739506,16.497908,16.103487,
0.100000,0.762500,1.300000,1.300000,0.762500,0.655907,0.655907,0.655907,0.655907,16.184878,16.184878,11.737135,11.737135,11.737135,11.737135,16.184878,16.184878,0.650256,0.680920,0.680920,0.650256,16.109620,16.510922,11.669731,12.030871,12.030871,11.669731,16.510922,16.109620,
0.100000,0.762500,1.312500,1.312500,0.762500,0.656409,0.656409,0.656409,0.656409,16.191535,16.191535,11.668551,11.668551,11.668551,11.668551,16.191535,16.191535,0.650705,0.681908,0.681908,0.650705,16.115622,16.523576,11.600764,11.966853,11.966853,11.600764,16.523576,16.115622,
0.100000,0.762500,1.325000,1.325000,0.762500,0.656909,0.656909,0.656909,0.656909,16.198159,16.198159,11.600841,11.600841,11.600841,11.600841,16.198159,16.198159,0.651145,0.682891,0.682891,0.651145,16.121496,16.536141,11.532591,11.903629,11.903629,11.532591,16.536141,16.121496,
0.100000,0.762500,1.337500,1.337500,0.762500,0.657398,0.657398,0.657398,0.657398,16.204631,16.204631,11.533883,11.533883,11.533883,11.533883,16.204631,16.204631,0.651576,0.683858,0.683858,0.651576,16.127246,16.548487,11.465198,11.841068,11.841068,11.465198,16.548487,16.127246,
0.100000,0.762500,1.350000,1.350000,0.762500,0.657875,0.657875,0.657875,0.657875,16.210952,16.210952,11.467663,11.467663,11.467663,11.467663,16.210952,16.210952,0.651997,0.684800,0.684800,0.651997,16.132874,16.560494,11.398570,11.779046,11.779046,11.398570,16.560494,16.132874,
0.100000,0.762500,1.362500,1.362500,0.762500,0.658347,0.658347,0.658347,0.658347,16.217195,16.217195,11.402227,11.402227,11.402227,11.402227,16.217195,16.217195,0.652356,0.685660,0.685660,0.652356,16.137658,16.571443,11.332057,11.716907,11.716907,11.332057,16.571443,16.137658,
0.100000,0.762500,1.375000,1.375000,0.762500,0.658738,0.658738,0.658738,0.658738,16.222351,16.222351,11.336671,11.336671,11.336671,11.336671,16.222351,16.222351,0.652762,0.686578,0.686578,0.652762,16.143071,16.583122,11.266942,11.656235,11.656235,11.266942,16.583122,16.143071,
0.100000,0.762500,1.387500,1.387500,0.762500,0.659186,0.659186,0.659186,0.659186,16.228276,16.228276,11.272620,11.272620,11.272620,11.272620,16.228276,16.228276,0.653160,0.687477,0.687477,0.653160,16.148371,16.594531,11.202554,11.596122,11.596122,11.202554,16.594531,16.148371,
0.100000,0.762500,1.400000,1.400000,0.762500,0.659625,0.659625,0.659625,0.659625,16.234067,16.234067,11.209260,11.209260,11.209260,11.209260,16.234067,16.234067,0.653550,0.688370,0.688370,0.653550,16.153562,16.605869,11.138882,11.536729,11.536729,11.138882,16.605869,16.153562,
0.100000,0.762500,1.412500,1.412500,0.762500,0.660054,0.660054,0.660054,0.660054,16.239727,16.239727,11.146580,11.146580,11.146580,11.146580,16.239727,16.239727,0.653932,0.689240,0.689240,0.653932,16.158644,16.616887,11.075913,11.477823,11.477823,11.075913,16.616887,16.158644,
0.100000,0.762500,1.425000,1.425000,0.762500,0.660474,0.660474,0.660474,0.660474,16.245261,16.245261,11.084570,11.084570,11.084570,11.084570,16.245261,16.245261,0.654306,0.690096,0.690096,0.654306,16.163621,16.627717,11.013635,11.419507,11.419507,11.013635,16.627717,16.163621,
0.100000,0.762500,1.437500,1.437500,0.762500,0.660884,0.660884,0.660884,0.660884,16.250671,16.250671,11.023219,11.023219,11.023219,11.023219,16.250671,16.250671,0.654673,0.690938,0.690938,0.654673,16.168496,16.638361,10.952037,11.361771,11.361771,10.952037,16.638361,16.168496,
0.100000,0.762500,1.450000,1.450000,0.762500,0.661277,0.661277,0.661277,0.661277,16.255840,16.255840,10.962413,10.962413,10.962413,10.962413,16.255840,16.255840,0.655033,0.691776,0.691776,0.655033,16.173272,16.648942,10.891109,11.304710,11.304710,10.891109,16.648942,16.173272,
0.100000,0.762500,1.462500,1.462500,0.762500,0.661670,0.661670,0.661670,0.661670,16.261011,16.261011,10.902349,10.902349,10.902349,10.902349,16.261011,16.261011,0.655385,0.692591,0.692591,0.655385,16.177950,16.659225,10.830840,11.248105,11.248105,10.830840,16.659225,16.177950,
0.100000,0.762500,1.475000,1.475000,0.762500,0.662054,0.662054,0.662054,0.662054,16.266068,16.266068,10.842914,10.842914,10.842914,10.842914,16.266068,16.266068,0.655730,0.693394,0.693394,0.655730,16.182533,16.669333,10.771217,11.192053,11.192053,10.771217,16.669333,16.182533,
0.100000,0.762500,1.487500,1.487500,0.762500,0.662430,0.662430,0.662430,0.662430,16.271013,16.271013,10.784098,10.784098,10.784098,10.784098,16.271013,16.271013,0.656069,0.694183,0.694183,0.656069,16.187024,16.679270,10.712232,11.136545,11.136545,10.712232,16.679270,16.187024,
0.100000,0.762500,1.500000,1.500000,0.762500,0.662798,0.662798,0.662798,0.662798,16.275849,16.275849,10.725891,10.725891,10.725891,10.725891,16.275849,16.275849,0.656401,0.694960,0.694960,0.656401,16.191424,16.689038,10.653874,11.081572,11.081572,10.653874,16.689038,16.191424,
0.100000,0.775000,0.500000,0.500000,0.775000,0.578968,0.578968,0.578968,0.578968,14.966291,14.966291,18.780798,18.780798,18.780798,18.780798,14.966291,14.966291,0.585817,0.562345,0.562345,0.585817,15.067123,14.717275,18.883105,18.527008,18.527008,18.883105,14.717275,15.067123,
0.100000,0.775000,0.512500,0.512500,0.775000,0.581674,0.581674,0.581674,0.581674,15.006248,15.006248,18.606352,18.606352,18.606352,18.606352,15.006248,15.006248,0.588093,0.565881,0.565881,0.588093,15.100403,14.770769,18.701967,18.366275,18.366275,18.701967,14.770769,15.100403,
0.100000,0.775000,0.525000,0.525000,0.775000,0.584248,0.584248,0.584248,0.584248,15.044109,15.044109,18.434720,18.434720,18.434720,18.434720,15.044109,15.044109,0.590254,0.569280,0.569280,0.590254,15.131901,14.821918,18.523931,18.208143,18.208143,18.523931,14.821918,15.131901,
0.100000,0.775000,0.537500,0.537500,0.775000,0.586793,0.586793,0.586793,0.586793,15.081408,15.081408,18.267263,18.267263,18.267263,18.267263,15.081408,15.081408,0.592389,0.572651,0.572651,0.592389,15.162920,14.872382,18.350131,18.054104,18.054104,18.350131,14.872382,15.162920,
0.100000,0.775000,0.550000,0.550000,0.775000,0.589208,0.589208,0.589208,0.589208,15.116674,15.116674,18.102301,18.102301,18.102301,18.102301,15.116674,15.116674,0.594431,0.575902,0.575902,0.594431,15.192501,14.920823,18.179412,17.902597,17.902597,18.179412,14.920823,15.192501,
0.100000,0.775000,0.562500,0.562500,0.775000,0.591529,0.591529,0.591529,0.591529,15.150445,15.150445,17.940209,17.940209,17.940209,17.940209,15.150445,15.150445,0.596379,0.579042,0.579042,0.596379,15.220644,14.967390,18.011605,17.753595,17.753595,18.011605,14.967390,15.220644,
0.100000,0.775000,0.575000,0.575000,0.775000,0.593878,0.593878,0.593878,0.593878,15.184509,15.184509,17.782642,17.782642,17.782642,17.782642,15.184509,15.184509,0.598344,0.582198,0.582198,0.598344,15.248933,15.013967,17.848160,17.608851,17.608851,17.848160,15.013967,15.248933,
0.100000,0.775000,0.587500,0.587500,0.775000,0.596076,0.596076,0.596076,0.596076,15.216262,15.216262,17.626796,17.626796,17.626796,17.626796,15.216262,15.216262,0.600207,0.585233,0.585233,0.600207,15.275699,15.058566,17.687231,17.466174,17.466174,17.687231,15.058566,15.275699,
0.100000,0.775000,0.600000,0.600000,0.775000,0.598206,0.598206,0.598206,0.598206,15.246948,15.246948,17.473791,17.473791,17.473791,17.473791,15.246948,15.246948,0.601989,0.588160,0.588160,0.601989,15.301226,15.101387,17.528962,17.325618,17.325618,17.528962,15.101387,15.301226,
0.100000,0.775000,0.612500,0.612500,0.775000,0.600275,0.600275,0.600275,0.600275,15.276666,15.276666,17.323591,17.323591,17.323591,17.323591,15.276666,15.276666,0.603729,0.591045,0.591045,0.603729,15.326081,15.143408,17.373794,17.188038,17.188038,17.373794,15.143408,15.326081,
0.100000,0.775000,0.625000,0.625000,0.775000,0.602353,0.602353,0.602353,0.602353,15.306428,15.306428,17.177092,17.177092,17.177092,17.177092,15.306428,15.306428,0.605477,0.593922,0.593922,0.605477,15.350992,15.185140,17.222339,17.053816,17.053816,17.222339,15.185140,15.350992,
0.100000,0.775000,0.637500,0.637500,0.775000,0.604320,0.604320,0.604320,0.604320,15.334507,15.334507,17.032414,17.032414,17.032414,17.032414,15.334507,15.334507,0.607127,0.596686,0.596686,0.607127,15.374457,15.225070,17.072947,16.921286,16.921286,17.072947,15.225070,15.374457,
0.100000,0.775000,0.650000,0.650000,0.775000,0.606219,0.606219,0.606219,0.606219,15.361555,15.361555,16.890105,16.890105,16.890105,16.890105,15.361555,15.361555,0.608727,0.599377,0.599377,0.608727,15.397146,15.263781,16.926185,16.790921,16.790921,16.926185,15.263781,15.397146,
0.100000,0.775000,0.662500,0.662500,0.775000,0.608087,0.608087,0.608087,0.608087,15.388070,15.388070,16.750557,16.750557,16.750557,16.750557,15.388070,15.388070,0.610293,0.602031,0.602031,0.610293,15.419299,15.301819,16.782185,16.663158,16.663158,16.782185,15.301819,15.419299,
