mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,rhoA = 0.100000,rhoB = 0.900000,data are below
sigma,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
2.000000,1.375000,0.750000,0.750000,1.375000,0.691052,0.691052,0.691052,0.691052,11.706777,11.706777,16.784136,16.784136,16.784136,16.784136,11.706777,11.706777,0.691047,0.691052,0.691052,0.691047,11.706724,11.706780,16.784076,16.784138,16.784138,16.784076,11.706780,11.706724,
2.000000,1.375000,0.762500,0.762500,1.375000,0.694964,0.694964,0.694964,0.694964,11.750807,11.750807,16.689089,16.689089,16.689089,16.689089,11.750807,11.750807,0.694960,0.694965,0.694965,0.694960,11.750754,11.750810,16.689030,16.689092,16.689092,16.689030,11.750810,11.750754,
2.000000,1.375000,0.775000,0.775000,1.375000,0.698807,0.698807,0.698807,0.698807,11.793883,11.793883,16.595279,16.595279,16.595279,16.595279,11.793883,11.793883,0.698802,0.698807,0.698807,0.698802,11.793830,11.793885,16.595221,16.595282,16.595282,16.595221,11.793885,11.793830,
2.000000,1.375000,0.787500,0.787500,1.375000,0.702585,0.702585,0.702585,0.702585,11.836088,11.836088,16.502735,16.502735,16.502735,16.502735,11.836088,11.836088,0.702581,0.702585,0.702585,0.702581,11.836036,11.836090,16.502678,16.502738,16.502738,16.502678,11.836090,11.836036,
2.000000,1.375000,0.800000,0.800000,1.375000,0.706312,0.706312,0.706312,0.706312,11.877565,11.877565,16.411553,16.411553,16.411553,16.411553,11.877565,11.877565,0.706307,0.706312,0.706312,0.706307,11.877513,11.877566,16.411495,16.411554,16.411554,16.411495,11.877566,11.877513,
2.000000,1.375000,0.812500,0.812500,1.375000,0.709971,0.709971,0.709971,0.709971,11.918145,11.918145,16.321484,16.321484,16.321484,16.321484,11.918145,11.918145,0.709966,0.709971,0.709971,0.709966,11.918093,11.918146,16.321427,16.321485,16.321485,16.321427,11.918146,11.918093,
2.000000,1.375000,0.825000,0.825000,1.375000,0.713565,0.713565,0.713565,0.713565,11.957860,11.957860,16.232508,16.232508,16.232508,16.232508,11.957860,11.957860,0.713560,0.713565,0.713565,0.713560,11.957809,11.957861,16.232452,16.232509,16.232509,16.232452,11.957861,11.957809,
2.000000,1.375000,0.837500,0.837500,1.375000,0.717384,0.717384,0.717384,0.717384,11.999921,11.999921,16.148112,16.148112,16.148112,16.148112,11.999921,11.999921,0.717379,0.717384,0.717384,0.717379,11.999870,11.999921,16.148056,16.148112,16.148112,16.148056,11.999921,11.999870,
2.000000,1.375000,0.850000,0.850000,1.375000,0.720860,0.720860,0.720860,0.720860,12.038067,12.038067,16.061331,16.061331,16.061331,16.061331,12.038067,12.038067,0.720856,0.720860,0.720860,0.720856,12.038017,12.038067,16.061276,16.061331,16.061331,16.061276,12.038067,12.038017,
2.000000,1.375000,0.862500,0.862500,1.375000,0.724287,0.724287,0.724287,0.724287,12.075545,12.075545,15.975702,15.975702,15.975702,15.975702,12.075545,12.075545,0.724282,0.724287,0.724287,0.724282,12.075495,12.075545,15.975648,15.975702,15.975702,15.975648,12.075545,12.075495,
2.000000,1.375000,0.875000,0.875000,1.375000,0.727828,0.727828,0.727828,0.727828,12.114158,12.114158,15.893152,15.893152,15.893152,15.893152,12.114158,12.114158,0.727824,0.727828,0.727828,0.727824,12.114108,12.114157,15.893098,15.893150,15.893150,15.893098,12.114157,12.114108,
2.000000,1.375000,0.887500,0.887500,1.375000,0.731154,0.731154,0.731154,0.731154,12.150298,12.150298,15.809677,15.809677,15.809677,15.809677,12.150298,12.150298,0.731150,0.731154,0.731154,0.731150,12.150249,12.150296,15.809624,15.809676,15.809676,15.809624,12.150296,12.150249,
2.000000,1.375000,0.900000,0.900000,1.375000,0.734530,0.734530,0.734530,0.734530,12.186864,12.186864,15.728408,15.728408,15.728408,15.728408,12.186864,12.186864,0.734526,0.734530,0.734530,0.734526,12.186815,12.186862,15.728355,15.728405,15.728405,15.728355,12.186862,12.186815,
2.000000,1.375000,0.912500,0.912500,1.375000,0.737747,0.737747,0.737747,0.737747,12.221594,12.221594,15.646832,15.646832,15.646832,15.646832,12.221594,12.221594,0.737742,0.737746,0.737746,0.737742,12.221547,12.221592,15.646780,15.646830,15.646830,15.646780,12.221592,12.221547,
2.000000,1.375000,0.925000,0.925000,1.375000,0.740922,0.740922,0.740922,0.740922,12.255779,12.255779,15.566319,15.566319,15.566319,15.566319,12.255779,12.255779,0.740918,0.740922,0.740922,0.740918,12.255732,12.255777,15.566267,15.566316,15.566316,15.566267,12.255777,12.255732,
2.000000,1.375000,0.937500,0.937500,1.375000,0.744146,0.744146,0.744146,0.744146,12.290381,12.290381,15.487868,15.487868,15.487868,15.487868,12.290381,12.290381,0.744142,0.744146,0.744146,0.744142,12.290334,12.290377,15.487817,15.487864,15.487864,15.487817,12.290377,12.290334,
2.000000,1.375000,0.950000,0.950000,1.375000,0.747234,0.747234,0.747234,0.747234,12.323425,12.323425,15.409302,15.409302,15.409302,15.409302,12.323425,12.323425,0.747230,0.747234,0.747234,0.747230,12.323379,12.323422,15.409253,15.409299,15.409299,15.409253,12.323422,12.323379,
2.000000,1.375000,0.962500,0.962500,1.375000,0.750277,0.750277,0.750277,0.750277,12.355897,12.355897,15.331653,15.331653,15.331653,15.331653,12.355897,12.355897,0.750273,0.750277,0.750277,0.750273,12.355852,12.355894,15.331605,15.331650,15.331650,15.331605,12.355894,12.355852,
2.000000,1.375000,0.975000,0.975000,1.375000,0.753306,0.753306,0.753306,0.753306,12.388121,12.388121,15.255234,15.255234,15.255234,15.255234,12.388121,12.388121,0.753302,0.753306,0.753306,0.753302,12.388076,12.388117,15.255186,15.255230,15.255230,15.255186,12.388117,12.388076,
2.000000,1.375000,0.987500,0.987500,1.375000,0.756258,0.756258,0.756258,0.756258,12.419439,12.419439,15.179302,15.179302,15.179302,15.179302,12.419439,12.419439,0.756254,0.756257,0.756257,0.756254,12.419394,12.419434,15.179253,15.179296,15.179296,15.179253,12.419434,12.419394,
2.000000,1.375000,1.000000,1.000000,1.375000,0.759150,0.759150,0.759150,0.759150,12.450039,12.450039,15.104028,15.104028,15.104028,15.104028,12.450039,12.450039,0.759146,0.759150,0.759150,0.759146,12.449995,12.450034,15.103981,15.104023,15.104023,15.103981,12.450034,12.449995,
2.000000,1.375000,1.012500,1.012500,1.375000,0.762024,0.762024,0.762024,0.762024,12.480363,12.480363,15.029854,15.029854,15.029854,15.029854,12.480363,12.480363,0.762020,0.762023,0.762023,0.762020,12.480320,12.480358,15.029807,15.029848,15.029848,15.029807,12.480358,12.480320,
2.000000,1.375000,1.025000,1.025000,1.375000,0.764881,0.764881,0.764881,0.764881,12.510433,12.510433,14.956769,14.956769,14.956769,14.956769,12.510433,12.510433,0.764877,0.764881,0.764881,0.764877,12.510390,12.510427,14.956724,14.956763,14.956763,14.956724,12.510427,12.510390,
2.000000,1.375000,1.037500,1.037500,1.375000,0.767668,0.767668,0.767668,0.767668,12.539688,12.539688,14.884148,14.884148,14.884148,14.884148,12.539688,12.539688,0.767664,0.767668,0.767668,0.767664,12.539646,12.539681,14.884103,14.884141,14.884141,14.884103,12.539681,12.539646,
2.000000,1.375000,1.050000,1.050000,1.375000,0.770404,0.770404,0.770404,0.770404,12.568324,12.568324,14.812170,14.812170,14.812170,14.812170,12.568324,12.568324,0.770400,0.770403,0.770403,0.770400,12.568283,12.568318,14.812126,14.812163,14.812163,14.812126,12.568318,12.568283,
2.000000,1.375000,1.062500,1.062500,1.375000,0.773114,0.773114,0.773114,0.773114,12.596623,12.596623,14.741108,14.741108,14.741108,14.741108,12.596623,12.596623,0.773110,0.773113,0.773113,0.773110,12.596582,12.596616,14.741064,14.741100,14.741100,14.741064,12.596616,12.596582,
2.000000,1.375000,1.075000,1.075000,1.375000,0.775769,0.775769,0.775769,0.775769,12.624281,12.624281,14.670611,14.670611,14.670611,14.670611,12.624281,12.624281,0.775765,0.775768,0.775768,0.775765,12.624241,12.624273,14.670569,14.670603,14.670603,14.670569,12.624273,12.624241,
2.000000,1.375000,1.087500,1.087500,1.375000,0.778387,0.778387,0.778387,0.778387,12.651483,12.651483,14.600852,14.600852,14.600852,14.600852,12.651483,12.651483,0.778383,0.778386,0.778386,0.778383,12.651443,12.651475,14.600810,14.600843,14.600843,14.600810,12.651475,12.651443,
2.000000,1.375000,1.100000,1.100000,1.375000,0.780967,0.780967,0.780967,0.780967,12.678227,12.678227,14.531802,14.531802,14.531802,14.531802,12.678227,12.678227,0.780963,0.780966,0.780966,0.780963,12.678187,12.678218,14.531760,14.531792,14.531792,14.531760,12.678218,12.678187,
2.000000,1.375000,1.112500,1.112500,1.375000,0.783508,0.783508,0.783508,0.783508,12.704511,12.704511,14.463434,14.463434,14.463434,14.463434,12.704511,12.704511,0.783505,0.783508,0.783508,0.783505,12.704473,12.704502,14.463395,14.463425,14.463425,14.463395,12.704502,12.704473,
2.000000,1.375000,1.125000,1.125000,1.375000,0.786022,0.786022,0.786022,0.786022,12.730445,12.730445,14.395842,14.395842,14.395842,14.395842,12.730445,12.730445,0.786018,0.786021,0.786021,0.786018,12.730406,12.730435,14.395802,14.395832,14.395832,14.395802,12.730435,12.730406,
2.000000,1.375000,1.137500,1.137500,1.375000,0.788473,0.788473,0.788473,0.788473,12.755678,12.755678,14.328635,14.328635,14.328635,14.328635,12.755678,12.755678,0.788470,0.788472,0.788472,0.788470,12.755641,12.755668,14.328596,14.328624,14.328624,14.328596,12.755668,12.755641,
2.000000,1.375000,1.150000,1.150000,1.375000,0.790901,0.790901,0.790901,0.790901,12.780605,12.780605,14.262204,14.262204,14.262204,14.262204,12.780605,12.780605,0.790897,0.790900,0.790900,0.790897,12.780568,12.780594,14.262166,14.262193,14.262193,14.262166,12.780594,12.780568,
2.000000,1.375000,1.162500,1.162500,1.375000,0.793344,0.793344,0.793344,0.793344,12.805640,12.805640,14.196957,14.196957,14.196957,14.196957,12.805640,12.805640,0.793340,0.793343,0.793343,0.793340,12.805604,12.805628,14.196919,14.196945,14.196945,14.196919,12.805628,12.805604,
2.000000,1.375000,1.175000,1.175000,1.375000,0.795700,0.795700,0.795700,0.795700,12.829736,12.829736,14.131784,14.131784,14.131784,14.131784,12.829736,12.829736,0.795697,0.795699,0.795699,0.795697,12.829700,12.829724,14.131747,14.131771,14.131771,14.131747,12.829724,12.829700,
2.000000,1.375000,1.187500,1.187500,1.375000,0.798010,0.798010,0.798010,0.798010,12.853299,12.853299,14.067090,14.067090,14.067090,14.067090,12.853299,12.853299,0.798006,0.798009,0.798009,0.798006,12.853265,12.853287,14.067054,14.067077,14.067077,14.067054,12.853287,12.853265,
2.000000,1.375000,1.200000,1.200000,1.375000,0.800295,0.800295,0.800295,0.800295,12.876562,12.876562,14.003095,14.003095,14.003095,14.003095,12.876562,12.876562,0.800291,0.800294,0.800294,0.800291,12.876528,12.876549,14.003060,14.003082,14.003082,14.003060,12.876549,12.876528,
2.000000,1.375000,1.212500,1.212500,1.375000,0.802547,0.802547,0.802547,0.802547,12.899449,12.899449,13.939702,13.939702,13.939702,13.939702,12.899449,12.899449,0.802544,0.802546,0.802546,0.802544,12.899415,12.899435,13.939667,13.939688,13.939688,13.939667,12.899435,12.899415,
2.000000,1.375000,1.225000,1.225000,1.375000,0.804758,0.804758,0.804758,0.804758,12.921860,12.921860,13.876791,13.876791,13.876791,13.876791,12.921860,12.921860,0.804755,0.804757,0.804757,0.804755,12.921828,12.921847,13.876758,13.876777,13.876777,13.876758,12.921847,12.921828,
2.000000,1.375000,1.237500,1.237500,1.375000,0.806954,0.806954,0.806954,0.806954,12.944086,12.944086,13.814642,13.814642,13.814642,13.814642,12.944086,12.944086,0.806951,0.806953,0.806953,0.806951,12.944053,12.944071,13.814608,13.814626,13.814626,13.814608,12.944071,12.944053,
2.000000,1.375000,1.250000,1.250000,1.375000,0.809111,0.809111,0.809111,0.809111,12.965863,12.965863,13.752967,13.752967,13.752967,13.752967,12.965863,12.965863,0.809108,0.809109,0.809109,0.809108,12.965832,12.965848,13.752934,13.752951,13.752951,13.752934,12.965848,12.965832,
2.000000,1.375000,1.262500,1.262500,1.375000,0.811243,0.811243,0.811243,0.811243,12.987349,12.987349,13.691909,13.691909,13.691909,13.691909,12.987349,12.987349,0.811240,0.811241,0.811241,0.811240,12.987318,12.987333,13.691877,13.691893,13.691893,13.691877,12.987333,12.987318,
2.000000,1.375000,1.275000,1.275000,1.375000,0.813483,0.813483,0.813483,0.813483,13.009885,13.009885,13.632820,13.632820,13.632820,13.632820,13.009885,13.009885,0.813480,0.813482,0.813482,0.813480,13.009855,13.009869,13.632789,13.632803,13.632803,13.632789,13.009869,13.009855,
2.000000,1.375000,1.287500,1.287500,1.375000,0.815568,0.815568,0.815568,0.815568,13.030814,13.030814,13.572972,13.572972,13.572972,13.572972,13.030814,13.030814,0.815565,0.815566,0.815566,0.815565,13.030784,13.030797,13.572942,13.572955,13.572955,13.572942,13.030797,13.030784,
2.000000,1.375000,1.300000,1.300000,1.375000,0.817615,0.817615,0.817615,0.817615,13.051327,13.051327,13.513568,13.513568,13.513568,13.513568,13.051327,13.051327,0.817613,0.817614,0.817614,0.817613,13.051298,13.051309,13.513539,13.513550,13.513550,13.513539,13.051309,13.051298,
2.000000,1.375000,1.312500,1.312500,1.375000,0.819640,0.819640,0.819640,0.819640,13.071570,13.071570,13.454740,13.454740,13.454740,13.454740,13.071570,13.071570,0.819637,0.819638,0.819638,0.819637,13.071542,13.071552,13.454712,13.454723,13.454723,13.454712,13.071552,13.071542,
2.000000,1.375000,1.325000,1.325000,1.375000,0.821636,0.821636,0.821636,0.821636,13.091502,13.091502,13.396433,13.396433,13.396433,13.396433,13.091502,13.091502,0.821634,0.821634,0.821634,0.821634,13.091475,13.091484,13.396405,13.396414,13.396414,13.396405,13.091484,13.091475,
2.000000,1.375000,1.337500,1.337500,1.375000,0.823632,0.823632,0.823632,0.823632,13.111385,13.111385,13.338894,13.338894,13.338894,13.338894,13.111385,13.111385,0.823629,0.823630,0.823630,0.823629,13.111358,13.111365,13.338867,13.338874,13.338874,13.338867,13.111365,13.111358,
2.000000,1.375000,1.350000,1.350000,1.375000,0.825583,0.825583,0.825583,0.825583,13.130795,13.130795,13.281683,13.281683,13.281683,13.281683,13.130795,13.130795,0.825580,0.825581,0.825581,0.825580,13.130768,13.130775,13.281656,13.281663,13.281663,13.281656,13.130775,13.130768,
2.000000,1.375000,1.362500,1.362500,1.375000,0.827498,0.827498,0.827498,0.827498,13.149813,13.149813,13.224869,13.224869,13.224869,13.224869,13.149813,13.149813,0.827496,0.827496,0.827496,0.827496,13.149788,13.149793,13.224844,13.224849,13.224849,13.224844,13.149793,13.149788,
2.000000,1.375000,1.375000,1.375000,1.375000,0.829398,0.829398,0.829398,0.829398,13.168641,13.168641,13.168641,13.168641,13.168641,13.168641,13.168641,13.168641,0.829395,0.829396,0.829396,0.829395,13.168616,13.168620,13.168616,13.168620,13.168620,13.168616,13.168620,13.168616,
2.000000,1.375000,1.387500,1.387500,1.375000,0.831272,0.831272,0.831272,0.831272,13.187187,13.187187,13.112894,13.112894,13.112894,13.112894,13.187187,13.187187,0.831270,0.831270,0.831270,0.831270,13.187163,13.187166,13.112870,13.112872,13.112872,13.112870,13.187166,13.187163,
2.000000,1.375000,1.400000,1.400000,1.375000,0.833122,0.833122,0.833122,0.833122,13.205460,13.205460,13.057624,13.057624,13.057624,13.057624,13.205460,13.205460,0.833119,0.833120,0.833120,0.833119,13.205437,13.205438,13.057600,13.057601,13.057601,13.057600,13.205438,13.205437,
2.000000,1.375000,1.412500,1.412500,1.375000,0.834948,0.834948,0.834948,0.834948,13.223467,13.223467,13.002826,13.002826,13.002826,13.002826,13.223467,13.223467,0.834945,0.834945,0.834945,0.834945,13.223444,13.223444,13.002803,13.002802,13.002802,13.002803,13.223444,13.223444,
2.000000,1.375000,1.425000,1.425000,1.375000,0.836741,0.836741,0.836741,0.836741,13.241119,13.241119,12.948399,12.948399,12.948399,12.948399,13.241119,13.241119,0.836738,0.836738,0.836738,0.836738,13.241098,13.241096,12.948378,12.948376,12.948376,12.948378,13.241096,13.241098,
2.000000,1.375000,1.437500,1.437500,1.375000,0.838520,0.838520,0.838520,0.838520,13.258609,13.258609,12.894525,12.894525,12.894525,12.894525,13.258609,13.258609,0.838518,0.838517,0.838517,0.838518,13.258588,13.258585,12.894504,12.894501,12.894501,12.894504,13.258585,13.258588,
2.000000,1.375000,1.450000,1.450000,1.375000,0.840276,0.840276,0.840276,0.840276,13.275845,13.275845,12.841099,12.841099,12.841099,12.841099,13.275845,13.275845,0.840274,0.840274,0.840274,0.840274,13.275825,13.275820,12.841079,12.841075,12.841075,12.841079,13.275820,13.275825,
2.000000,1.375000,1.462500,1.462500,1.375000,0.842014,0.842014,0.842014,0.842014,13.292873,13.292873,12.788156,12.788156,12.788156,12.788156,13.292873,13.292873,0.842012,0.842011,0.842011,0.842012,13.292853,13.292847,12.788137,12.788131,12.788131,12.788137,13.292847,13.292853,
2.000000,1.375000,1.475000,1.475000,1.375000,0.843736,0.843736,0.843736,0.843736,13.309723,13.309723,12.735715,12.735715,12.735715,12.735715,13.309723,13.309723,0.843734,0.843733,0.843733,0.843734,13.309703,13.309696,12.735696,12.735689,12.735689,12.735696,13.309696,13.309703,
2.000000,1.375000,1.487500,1.487500,1.375000,0.845483,0.845483,0.845483,0.845483,13.326792,13.326792,12.684154,12.684154,12.684154,12.684154,13.326792,13.326792,0.845482,0.845481,0.845481,0.845482,13.326773,13.326765,12.684135,12.684127,12.684127,12.684135,13.326765,13.326773,
2.000000,1.375000,1.500000,1.500000,1.375000,0.847098,0.847098,0.847098,0.847098,13.342537,13.342537,12.631950,12.631950,12.631950,12.631950,13.342537,13.342537,0.847096,0.847095,0.847095,0.847096,13.342519,13.342509,12.631932,12.631923,12.631923,12.631932,13.342509,13.342519,
2.000000,1.387500,0.500000,0.500000,1.387500,0.594668,0.594668,0.594668,0.594668,10.500314,10.500314,19.013422,19.013422,19.013422,19.013422,10.500314,10.500314,0.594663,0.594669,0.594669,0.594663,10.500253,10.500323,19.013350,19.013432,19.013432,19.013350,10.500323,10.500253,
2.000000,1.387500,0.512500,0.512500,1.387500,0.600496,0.600496,0.600496,0.600496,10.572132,10.572132,18.883587,18.883587,18.883587,18.883587,10.572132,10.572132,0.600491,0.600497,0.600497,0.600491,10.572071,10.572140,18.883516,18.883597,18.883597,18.883516,10.572140,10.572071,
2.000000,1.387500,0.525000,0.525000,1.387500,0.606176,0.606176,0.606176,0.606176,10.641732,10.641732,18.755847,18.755847,18.755847,18.755847,10.641732,10.641732,0.606171,0.606177,0.606177,0.606171,10.641671,10.641740,18.755775,18.755856,18.755856,18.755775,10.641740,10.641671,
2.000000,1.387500,0.537500,0.537500,1.387500,0.611784,0.611784,0.611784,0.611784,10.710057,10.710057,18.631116,18.631116,18.631116,18.631116,10.710057,10.710057,0.611779,0.611785,0.611785,0.611779,10.709996,10.710064,18.631045,18.631124,18.631124,18.631045,10.710064,10.709996,
2.000000,1.387500,0.550000,0.550000,1.387500,0.617237,0.617237,0.617237,0.617237,10.776127,10.776127,18.508066,18.508066,18.508066,18.508066,10.776127,10.776127,0.617232,0.617238,0.617238,0.617232,10.776066,10.776134,18.507995,18.508074,18.508074,18.507995,10.776134,10.776066,
2.000000,1.387500,0.562500,0.562500,1.387500,0.622551,0.622551,0.622551,0.622551,10.840161,10.840161,18.386786,18.386786,18.386786,18.386786,10.840161,10.840161,0.622546,0.622551,0.622551,0.622546,10.840101,10.840168,18.386716,18.386794,18.386794,18.386716,10.840168,10.840101,
2.000000,1.387500,0.575000,0.575000,1.387500,0.627872,0.627872,0.627872,0.627872,10.903953,10.903953,18.269210,18.269210,18.269210,18.269210,10.903953,10.903953,0.627867,0.627873,0.627873,0.627867,10.903892,10.903959,18.269139,18.269217,18.269217,18.269139,10.903959,10.903892,
2.000000,1.387500,0.587500,0.587500,1.387500,0.632976,0.632976,0.632976,0.632976,10.964825,10.964825,18.152068,18.152068,18.152068,18.152068,10.964825,10.964825,0.632971,0.632977,0.632977,0.632971,10.964765,10.964831,18.151999,18.152075,18.152075,18.151999,10.964831,10.964765,
2.000000,1.387500,0.600000,0.600000,1.387500,0.637963,0.637963,0.637963,0.637963,11.023998,11.023998,18.036647,18.036647,18.036647,18.036647,11.023998,11.023998,0.637958,0.637963,0.637963,0.637958,11.023939,11.024004,18.036578,18.036654,18.036654,18.036578,11.024004,11.023939,
2.000000,1.387500,0.612500,0.612500,1.387500,0.642853,0.642853,0.642853,0.642853,11.081746,11.081746,17.923131,17.923131,17.923131,17.923131,11.081746,11.081746,0.642848,0.642854,0.642854,0.642848,11.081686,11.081751,17.923062,17.923137,17.923137,17.923062,11.081751,11.081686,
2.000000,1.387500,0.625000,0.625000,1.387500,0.647877,0.647877,0.647877,0.647877,11.140783,11.140783,17.814520,17.814520,17.814520,17.814520,11.140783,11.140783,0.647872,0.647877,0.647877,0.647872,11.140724,11.140788,17.814453,17.814527,17.814527,17.814453,11.140788,11.140724,
2.000000,1.387500,0.637500,0.637500,1.387500,0.652585,0.652585,0.652585,0.652585,11.195842,11.195842,17.704625,17.704625,17.704625,17.704625,11.195842,11.195842,0.652580,0.652585,0.652585,0.652580,11.195783,11.195847,17.704557,17.704631,17.704631,17.704557,11.195847,11.195783,
2.000000,1.387500,0.650000,0.650000,1.387500,0.657343,0.657343,0.657343,0.657343,11.251232,11.251232,17.598291,17.598291,17.598291,17.598291,11.251232,11.251232,0.657338,0.657343,0.657343,0.657338,11.251173,11.251236,17.598225,17.598297,17.598297,17.598225,11.251236,11.251173,
2.000000,1.387500,0.662500,0.662500,1.387500,0.661905,0.661905,0.661905,0.661905,11.304097,11.304097,17.492137,17.492137,17.492137,17.492137,11.304097,11.304097,0.661900,0.661905,0.661905,0.661900,11.304039,11.304101,17.492070,17.492142,17.492142,17.492070,11.304101,11.304039,
2.000000,1.387500,0.675000,0.675000,1.387500,0.666451,0.666451,0.666451,0.666451,11.356545,11.356545,17.388474,17.388474,17.388474,17.388474,11.356545,11.356545,0.666446,0.666451,0.666451,0.666446,11.356487,11.356549,17.388409,17.388479,17.388479,17.388409,11.356549,11.356487,
2.000000,1.387500,0.687500,0.687500,1.387500,0.670845,0.670845,0.670845,0.670845,11.407013,11.407013,17.285424,17.285424,17.285424,17.285424,11.407013,11.407013,0.670840,0.670845,0.670845,0.670840,11.406956,11.407017,17.285359,17.285429,17.285429,17.285359,11.407017,11.406956,
2.000000,1.387500,0.700000,0.700000,1.387500,0.675240,0.675240,0.675240,0.675240,11.457286,11.457286,17.184929,17.184929,17.184929,17.184929,11.457286,11.457286,0.675235,0.675240,0.675240,0.675235,11.457229,11.457290,17.184864,17.184933,17.184933,17.184864,11.457290,11.457229,
2.000000,1.387500,0.712500,0.712500,1.387500,0.679514,0.679514,0.679514,0.679514,11.505968,11.505968,17.085313,17.085313,17.085313,17.085313,11.505968,11.505968,0.679509,0.679515,0.679515,0.679509,11.505912,11.505972,17.085250,17.085318,17.085318,17.085250,11.505972,11.505912,
2.000000,1.387500,0.725000,0.725000,1.387500,0.683610,0.683610,0.683610,0.683610,11.552428,11.552428,16.985787,16.985787,16.985787,16.985787,11.552428,11.552428,0.683605,0.683610,0.683610,0.683605,11.552373,11.552432,16.985725,16.985792,16.985792,16.985725,11.552432,11.552373,
2.000000,1.387500,0.737500,0.737500,1.387500,0.687840,0.687840,0.687840,0.687840,11.600219,11.600219,16.890285,16.890285,16.890285,16.890285,11.600219,11.600219,0.687835,0.687840,0.687840,0.687835,11.600164,11.600223,16.890223,16.890289,16.890289,16.890223,11.600223,11.600164,
2.000000,1.387500,0.750000,0.750000,1.387500,0.691885,0.691885,0.691885,0.691885,11.645738,11.645738,16.794664,16.794664,16.794664,16.794664,11.645738,11.645738,0.691880,0.691885,0.691885,0.691880,11.645683,11.645741,16.794602,16.794667,16.794667,16.794602,11.645741,11.645683,
2.000000,1.387500,0.762500,0.762500,1.387500,0.695818,0.695818,0.695818,0.695818,11.689829,11.689829,16.699808,16.699808,16.699808,16.699808,11.689829,11.689829,0.695813,0.695818,0.695818,0.695813,11.689775,11.689832,16.699747,16.699811,16.699811,16.699747,11.689832,11.689775,
2.000000,1.387500,0.775000,0.775000,1.387500,0.699683,0.699683,0.699683,0.699683,11.732995,11.732995,16.606218,16.606218,16.606218,16.606218,11.732995,11.732995,0.699678,0.699683,0.699683,0.699678,11.732942,11.732998,16.606158,16.606221,16.606221,16.606158,11.732998,11.732942,
2.000000,1.387500,0.787500,0.787500,1.387500,0.703485,0.703485,0.703485,0.703485,11.775296,11.775296,16.513895,16.513895,16.513895,16.513895,11.775296,11.775296,0.703480,0.703485,0.703485,0.703480,11.775243,11.775299,16.513836,16.513898,16.513898,16.513836,11.775299,11.775243,
2.000000,1.387500,0.800000,0.800000,1.387500,0.707226,0.707226,0.707226,0.707226,11.816773,11.816773,16.422822,16.422822,16.422822,16.422822,11.816773,11.816773,0.707221,0.707226,0.707226,0.707221,11.816721,11.816776,16.422763,16.422825,16.422825,16.422763,11.816776,11.816721,
2.000000,1.387500,0.812500,0.812500,1.387500,0.710912,0.710912,0.710912,0.710912,11.857498,11.857498,16.333019,16.333019,16.333019,16.333019,11.857498,11.857498,0.710907,0.710912,0.710912,0.710907,11.857445,11.857500,16.332960,16.333021,16.333021,16.332960,11.857500,11.857445,
2.000000,1.387500,0.825000,0.825000,1.387500,0.714804,0.714804,0.714804,0.714804,11.900342,11.900342,16.247612,16.247612,16.247612,16.247612,11.900342,11.900342,0.714799,0.714804,0.714804,0.714799,11.900291,11.900344,16.247555,16.247614,16.247614,16.247555,11.900344,11.900291,
2.000000,1.387500,0.837500,0.837500,1.387500,0.718358,0.718358,0.718358,0.718358,11.939326,11.939326,16.159911,16.159911,16.159911,16.159911,11.939326,11.939326,0.718353,0.718358,0.718358,0.718353,11.939276,11.939328,16.159855,16.159913,16.159913,16.159855,11.939328,11.939276,
2.000000,1.387500,0.850000,0.850000,1.387500,0.721866,0.721866,0.721866,0.721866,11.977679,11.977679,16.073450,16.073450,16.073450,16.073450,11.977679,11.977679,0.721861,0.721866,0.721866,0.721861,11.977628,11.977680,16.073393,16.073450,16.073450,16.073393,11.977680,11.977628,
2.000000,1.387500,0.862500,0.862500,1.387500,0.725311,0.725311,0.725311,0.725311,12.015214,12.015214,15.987972,15.987972,15.987972,15.987972,12.015214,12.015214,0.725306,0.725311,0.725311,0.725306,12.015163,12.015214,15.987916,15.987972,15.987972,15.987916,12.015214,12.015163,
2.000000,1.387500,0.875000,0.875000,1.387500,0.728872,0.728872,0.728872,0.728872,12.053895,12.053895,15.905587,15.905587,15.905587,15.905587,12.053895,12.053895,0.728868,0.728872,0.728872,0.728868,12.053846,12.053896,15.905532,15.905587,15.905587,15.905532,12.053896,12.053846,
2.000000,1.387500,0.887500,0.887500,1.387500,0.732319,0.732319,0.732319,0.732319,12.091205,12.091205,15.823475,15.823475,15.823475,15.823475,12.091205,12.091205,0.732314,0.732319,0.732319,0.732314,12.091155,12.091204,15.823420,15.823474,15.823474,15.823420,12.091204,12.091155,
