mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,sigma =0.250000,data are below
drho,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,HOa11,HOa12,HOa21,HOa22,HOb111,HOb112,HOb211,HOb212,HOb121,HOb122,HOb221,HOb222,
0.276667,0.625000,0.625000,1.125000,1.125000,0.645478,0.645478,0.645478,0.645478,17.782074,17.782074,12.760246,12.760246,17.782074,17.782074,12.760246,12.760246,0.633107,0.658089,0.633107,0.658089,17.612762,17.951302,12.603748,12.917538,17.612762,17.951302,12.603748,12.917538,
0.276667,0.625000,0.625000,1.250000,1.250000,0.661303,0.661303,0.661303,0.661303,17.993892,17.993892,12.109851,12.109851,17.993892,17.993892,12.109851,12.109851,0.646289,0.676781,0.646289,0.676781,17.793061,18.196103,11.928627,12.293739,17.793061,18.196103,11.928627,12.293739,
0.276667,0.625000,0.625000,1.375000,1.375000,0.675608,0.675608,0.675608,0.675608,18.180938,18.180938,11.531346,11.531346,18.180938,18.180938,11.531346,11.531346,0.658113,0.693827,0.658113,0.693827,17.951619,18.413294,11.329403,11.738029,17.951619,18.413294,11.329403,11.738029,
0.276667,0.625000,0.625000,1.500000,1.500000,0.688626,0.688626,0.688626,0.688626,18.347618,18.347618,11.012346,11.012346,18.347618,18.347618,11.012346,11.012346,0.668815,0.709478,0.668815,0.709478,18.092638,18.607819,10.793234,11.238728,18.092638,18.607819,10.793234,11.238728,
0.276667,0.750000,0.750000,0.500000,0.500000,0.553450,0.553450,0.553450,0.553450,14.861130,14.861130,18.387908,18.387908,14.861130,14.861130,18.387908,18.387908,0.560563,0.546343,0.560563,0.546343,14.970434,14.750736,18.499324,18.275090,14.970434,14.750736,18.499324,18.275090,
0.276667,0.750000,0.750000,0.625000,0.625000,0.585611,0.585611,0.585611,0.585611,15.346069,15.346069,16.930607,16.930607,15.346069,15.346069,16.930607,16.930607,0.588877,0.582204,0.588877,0.582204,15.394020,15.295809,16.979232,16.879615,15.394020,15.295809,16.979232,16.879615,
0.276667,0.750000,0.750000,0.750000,0.750000,0.613010,0.613010,0.613010,0.613010,15.741151,15.741151,15.741151,15.741151,15.741151,15.741151,15.741151,15.741151,0.613006,0.613006,0.613006,0.613006,15.741092,15.741092,15.741092,15.741092,15.741092,15.741092,15.741092,15.741092,
0.276667,0.750000,0.750000,0.875000,0.875000,0.636893,0.636893,0.636893,0.636893,16.072804,16.072804,14.743940,14.743940,16.072804,16.072804,14.743940,14.743940,0.633722,0.639893,0.633722,0.639893,16.029432,16.113658,14.701369,14.784055,16.029432,16.113658,14.701369,14.784055,
0.276667,0.750000,0.750000,1.000000,1.000000,0.657917,0.657917,0.657917,0.657917,16.355441,16.355441,13.889178,13.889178,16.355441,16.355441,13.889178,13.889178,0.651758,0.663956,0.651758,0.663956,16.273512,16.435071,13.810452,13.965795,16.273512,16.435071,13.810452,13.965795,
0.276667,0.750000,0.750000,1.125000,1.125000,0.676752,0.676752,0.676752,0.676752,16.601572,16.601572,13.146275,13.146275,16.601572,16.601572,13.146275,13.146275,0.667738,0.685745,0.667738,0.685745,16.484595,16.716810,13.036394,13.254807,16.484595,16.716810,13.036394,13.254807,
0.276667,0.750000,0.750000,1.250000,1.250000,0.693645,0.693645,0.693645,0.693645,16.816865,16.816865,12.490751,12.490751,16.816865,16.816865,12.490751,12.490751,0.681987,0.705444,0.681987,0.705444,16.668834,16.964273,12.354925,12.626570,16.668834,16.964273,12.354925,12.626570,
0.276667,0.750000,0.750000,1.375000,1.375000,0.709031,0.709031,0.709031,0.709031,17.008604,17.008604,11.907730,11.907730,17.008604,17.008604,11.907730,11.907730,0.694852,0.723548,0.694852,0.723548,16.832046,17.185854,11.749543,12.067478,16.832046,17.185854,11.749543,12.067478,
0.276667,0.750000,0.750000,1.500000,1.500000,0.723063,0.723063,0.723063,0.723063,17.179983,17.179983,11.383931,11.383931,17.179983,17.179983,11.383931,11.383931,0.706493,0.740186,0.706493,0.740186,16.977253,17.384754,11.206584,11.564450,16.977253,17.384754,11.206584,11.564450,
0.276667,0.875000,0.875000,0.500000,0.500000,0.574405,0.574405,0.574405,0.574405,13.870647,13.870647,18.711922,18.711922,13.870647,13.870647,18.711922,18.711922,0.584841,0.564126,0.584841,0.564126,14.021690,13.719724,18.868606,18.554580,14.021690,13.719724,18.868606,18.554580,
0.276667,0.875000,0.875000,0.625000,0.625000,0.608069,0.608069,0.608069,0.608069,14.350250,14.350250,17.259709,17.259709,14.350250,14.350250,17.259709,17.259709,0.614598,0.601478,0.614598,0.601478,14.440765,14.258073,17.353154,17.164377,14.440765,14.258073,17.353154,17.164377,
0.276667,0.875000,0.875000,0.750000,0.750000,0.636893,0.636893,0.636893,0.636893,14.743940,14.743940,16.072804,16.072804,14.743940,14.743940,16.072804,16.072804,0.639893,0.633722,0.639893,0.633722,14.784055,14.701369,16.113658,16.029432,14.784055,14.701369,16.113658,16.029432,
0.276667,0.875000,0.875000,0.875000,0.875000,0.661982,0.661982,0.661982,0.661982,15.074592,15.074592,15.074592,15.074592,15.074592,15.074592,15.074592,15.074592,0.661978,0.661978,0.661978,0.661978,15.074535,15.074535,15.074535,15.074535,15.074535,15.074535,15.074535,15.074535,
0.276667,0.875000,0.875000,1.000000,1.000000,0.684265,0.684265,0.684265,0.684265,15.359330,15.359330,14.219416,14.219416,15.359330,15.359330,14.219416,14.219416,0.681289,0.687023,0.681289,0.687023,15.321779,15.394011,14.182640,14.253391,15.321779,15.394011,14.182640,14.253391,
0.276667,0.875000,0.875000,1.125000,1.125000,0.704171,0.704171,0.704171,0.704171,15.606918,15.606918,13.473860,13.473860,15.606918,15.606918,13.473860,13.473860,0.698345,0.709824,0.698345,0.709824,15.535106,15.676084,13.405078,13.540173,15.535106,15.676084,13.405078,13.540173,
0.276667,0.875000,0.875000,1.250000,1.250000,0.722128,0.722128,0.722128,0.722128,15.824956,15.824956,12.815842,12.815842,15.824956,15.824956,12.815842,12.815842,0.713600,0.730568,0.713600,0.730568,15.722023,15.925749,12.719498,12.910374,15.722023,15.925749,12.719498,12.910374,
0.276667,0.875000,0.875000,1.375000,1.375000,0.738443,0.738443,0.738443,0.738443,16.018854,16.018854,12.229102,12.229102,16.018854,16.018854,12.229102,12.229102,0.727373,0.749559,0.727373,0.749559,15.887718,16.148731,12.109197,12.348241,15.887718,16.148731,12.109197,12.348241,
0.276667,0.875000,0.875000,1.500000,1.500000,0.753369,0.753369,0.753369,0.753369,16.192832,16.192832,11.701547,11.701547,16.192832,16.192832,11.701547,11.701547,0.739877,0.767065,0.739877,0.767065,16.035709,16.349700,11.561215,11.842302,16.035709,16.349700,11.561215,11.842302,
0.276667,1.000000,1.000000,0.500000,0.500000,0.592798,0.592798,0.592798,0.592798,13.026096,13.026096,18.986068,18.986068,13.026096,13.026096,18.986068,18.986068,0.606426,0.579557,0.606426,0.579557,13.212509,12.841890,19.183313,18.789649,13.212509,12.841890,19.183313,18.789649,
0.276667,1.000000,1.000000,0.625000,0.625000,0.627874,0.627874,0.627874,0.627874,13.499560,13.499560,17.540139,17.540139,13.499560,13.499560,17.540139,17.540139,0.637521,0.618297,0.637521,0.618297,13.626230,13.372331,17.673558,17.405658,13.626230,13.372331,17.673558,17.405658,
0.276667,1.000000,1.000000,0.750000,0.750000,0.657917,0.657917,0.657917,0.657917,13.889178,13.889178,16.355441,16.355441,13.889178,13.889178,16.355441,16.355441,0.663956,0.651758,0.663956,0.651758,13.965795,13.810452,16.435071,16.273512,13.965795,13.810452,16.435071,16.273512,
0.276667,1.000000,1.000000,0.875000,0.875000,0.684265,0.684265,0.684265,0.684265,14.219416,14.219416,15.359330,15.359330,14.219416,14.219416,15.359330,15.359330,0.687023,0.681289,0.687023,0.681289,14.253391,14.182640,15.394011,15.321779,14.253391,14.182640,15.394011,15.321779,
0.276667,1.000000,1.000000,1.000000,1.000000,0.707596,0.707596,0.707596,0.707596,14.503348,14.503348,14.503348,14.503348,14.503348,14.503348,14.503348,14.503348,0.707592,0.707592,0.707592,0.707592,14.503295,14.503295,14.503295,14.503295,14.503295,14.503295,14.503295,14.503295,
0.276667,1.000000,1.000000,1.125000,1.125000,0.728522,0.728522,0.728522,0.728522,14.751488,14.751488,13.756660,13.756660,14.751488,14.751488,13.756660,13.756660,0.725714,0.731067,0.725714,0.731067,14.718534,14.781261,13.724422,13.785792,14.718534,14.781261,13.724422,13.785792,
0.276667,1.000000,1.000000,1.250000,1.250000,0.747417,0.747417,0.747417,0.747417,14.970440,14.970440,13.096715,13.096715,14.970440,14.970440,13.096715,13.096715,0.741896,0.752715,0.741896,0.752715,14.906958,15.030986,13.036007,13.154660,14.906958,15.030986,13.036007,13.154660,
0.276667,1.000000,1.000000,1.375000,1.375000,0.764674,0.764674,0.764674,0.764674,15.166311,15.166311,12.508259,12.508259,15.166311,15.166311,12.508259,12.508259,0.756555,0.772633,0.756555,0.772633,15.074633,15.255356,12.422584,12.591605,15.074633,15.255356,12.422584,12.591605,
0.276667,1.000000,1.000000,1.500000,1.500000,0.780463,0.780463,0.780463,0.780463,15.342193,15.342193,11.978360,11.978360,15.342193,15.342193,11.978360,11.978360,0.769889,0.791007,0.769889,0.791007,15.224752,15.457917,11.871119,12.084309,15.224752,15.457917,11.871119,12.084309,
0.276667,1.125000,1.125000,0.500000,0.500000,0.609069,0.609069,0.609069,0.609069,12.293295,12.293295,19.221004,19.221004,12.293295,12.293295,19.221004,19.221004,0.625698,0.593061,0.625698,0.593061,12.508973,12.081725,19.454092,18.989918,12.508973,12.081725,19.454092,18.989918,
0.276667,1.125000,1.125000,0.625000,0.625000,0.645478,0.645478,0.645478,0.645478,12.760246,12.760246,17.782074,17.782074,12.760246,12.760246,17.782074,17.782074,0.658089,0.633107,0.658089,0.633107,12.917538,12.603748,17.951302,17.612762,12.917538,12.603748,17.951302,17.612762,
0.276667,1.125000,1.125000,0.750000,0.750000,0.676752,0.676752,0.676752,0.676752,13.146275,13.146275,16.601572,16.601572,13.146275,13.146275,16.601572,16.601572,0.685745,0.667738,0.685745,0.667738,13.254807,13.036394,16.716810,16.484595,13.254807,13.036394,16.716810,16.484595,
0.276667,1.125000,1.125000,0.875000,0.875000,0.704171,0.704171,0.704171,0.704171,13.473860,13.473860,15.606918,15.606918,13.473860,13.473860,15.606918,15.606918,0.709824,0.698345,0.709824,0.698345,13.540173,13.405078,15.676084,15.535106,13.540173,13.405078,15.676084,15.535106,
0.276667,1.125000,1.125000,1.000000,1.000000,0.728522,0.728522,0.728522,0.728522,13.756660,13.756660,14.751488,14.751488,13.756660,13.756660,14.751488,14.751488,0.731067,0.725714,0.731067,0.725714,13.785792,13.724422,14.781261,14.718534,13.785792,13.724422,14.781261,14.718534,
0.276667,1.125000,1.125000,1.125000,1.125000,0.750372,0.750372,0.750372,0.750372,14.004164,14.004164,14.004164,14.004164,14.004164,14.004164,14.004164,14.004164,0.750367,0.750367,0.750367,0.750367,14.004112,14.004112,14.004112,14.004112,14.004112,14.004112,14.004112,14.004112,
0.276667,1.125000,1.125000,1.250000,1.250000,0.770186,0.770186,0.770186,0.770186,14.223675,14.223675,13.343578,13.343578,14.223675,14.223675,13.343578,13.343578,0.767537,0.772534,0.767537,0.772534,14.194593,14.249387,13.315143,13.368723,14.194593,14.249387,13.315143,13.368723,
0.276667,1.125000,1.125000,1.375000,1.375000,0.788287,0.788287,0.788287,0.788287,14.420232,14.420232,12.753759,12.753759,14.420232,14.420232,12.753759,12.753759,0.783010,0.793288,0.783010,0.793288,14.363321,14.473888,12.699367,12.805073,14.363321,14.473888,12.699367,12.805073,
0.276667,1.125000,1.125000,1.500000,1.500000,0.804878,0.804878,0.804878,0.804878,14.597152,14.597152,12.222218,12.222218,14.597152,14.597152,12.222218,12.222218,0.797118,0.812431,0.797118,0.812431,14.514789,14.676694,12.145279,12.296619,14.514789,14.676694,12.145279,12.296619,
0.276667,1.250000,1.250000,0.500000,0.500000,0.623615,0.623615,0.623615,0.623615,11.649423,11.649423,19.425276,19.425276,11.649423,11.649423,19.425276,19.425276,0.643303,0.605075,0.643303,0.605075,11.892234,11.416046,19.693470,19.163969,11.892234,11.416046,19.693470,19.163969,
0.276667,1.250000,1.250000,0.625000,0.625000,0.661303,0.661303,0.661303,0.661303,12.109851,12.109851,17.993892,17.993892,12.109851,12.109851,17.993892,17.993892,0.676781,0.646289,0.676781,0.646289,12.293739,11.928627,18.196103,17.793061,12.293739,11.928627,18.196103,17.793061,
0.276667,1.250000,1.250000,0.750000,0.750000,0.693645,0.693645,0.693645,0.693645,12.490751,12.490751,16.816865,16.816865,12.490751,12.490751,16.816865,16.816865,0.705444,0.681987,0.705444,0.681987,12.626570,12.354925,16.964273,16.668834,12.626570,12.354925,16.964273,16.668834,
0.276667,1.250000,1.250000,0.875000,0.875000,0.722128,0.722128,0.722128,0.722128,12.815842,12.815842,15.824956,15.824956,12.815842,12.815842,15.824956,15.824956,0.730568,0.713600,0.730568,0.713600,12.910374,12.719498,15.925749,15.722023,12.910374,12.719498,15.925749,15.722023,
0.276667,1.250000,1.250000,1.000000,1.000000,0.747417,0.747417,0.747417,0.747417,13.096715,13.096715,14.970440,14.970440,13.096715,13.096715,14.970440,14.970440,0.752715,0.741896,0.752715,0.741896,13.154660,13.036007,15.030986,14.906958,13.154660,13.036007,15.030986,14.906958,
0.276667,1.250000,1.250000,1.125000,1.125000,0.770186,0.770186,0.770186,0.770186,13.343578,13.343578,14.223675,14.223675,13.343578,13.343578,14.223675,14.223675,0.772534,0.767537,0.772534,0.767537,13.368723,13.315143,14.249387,14.194593,13.368723,13.315143,14.249387,14.194593,
0.276667,1.250000,1.250000,1.250000,1.250000,0.790860,0.790860,0.790860,0.790860,13.562962,13.562962,13.562962,13.562962,13.562962,13.562962,13.562962,13.562962,0.790856,0.790856,0.790856,0.790856,13.562913,13.562913,13.562913,13.562913,13.562913,13.562913,13.562913,13.562913,
0.276667,1.250000,1.250000,1.375000,1.375000,0.809735,0.809735,0.809735,0.809735,13.759399,13.759399,12.972153,12.972153,13.759399,13.759399,12.972153,12.972153,0.807213,0.811919,0.807213,0.811919,13.733362,13.781904,12.946697,12.994158,13.733362,13.781904,12.946697,12.994158,
0.276667,1.250000,1.250000,1.500000,1.500000,0.827075,0.827075,0.827075,0.827075,13.936721,13.936721,12.439485,12.439485,13.936721,13.936721,12.439485,12.439485,0.822040,0.831788,0.822040,0.831788,13.885548,13.984416,12.390575,12.485093,13.885548,13.984416,12.390575,12.485093,
0.276667,1.375000,1.375000,0.500000,0.500000,0.636878,0.636878,0.636878,0.636878,11.079564,11.079564,19.606968,19.606968,11.079564,11.079564,19.606968,19.606968,0.659254,0.615781,0.659254,0.615781,11.342682,10.826074,19.904088,19.315924,11.342682,10.826074,19.904088,19.315924,
0.276667,1.375000,1.375000,0.625000,0.625000,0.675608,0.675608,0.675608,0.675608,11.531346,11.531346,18.180938,18.180938,11.531346,11.531346,18.180938,18.180938,0.693827,0.658113,0.693827,0.658113,11.738029,11.329403,18.413294,17.951619,11.738029,11.329403,18.413294,17.951619,
0.276667,1.375000,1.375000,0.750000,0.750000,0.709031,0.709031,0.709031,0.709031,11.907730,11.907730,17.008604,17.008604,11.907730,11.907730,17.008604,17.008604,0.723548,0.694852,0.723548,0.694852,12.067478,11.749543,17.185854,16.832046,12.067478,11.749543,17.185854,16.832046,
0.276667,1.375000,1.375000,0.875000,0.875000,0.738443,0.738443,0.738443,0.738443,12.229102,12.229102,16.018854,16.018854,12.229102,12.229102,16.018854,16.018854,0.749559,0.727373,0.749559,0.727373,12.348241,12.109197,16.148731,15.887718,12.348241,12.109197,16.148731,15.887718,
0.276667,1.375000,1.375000,1.000000,1.000000,0.764674,0.764674,0.764674,0.764674,12.508259,12.508259,15.166311,15.166311,12.508259,12.508259,15.166311,15.166311,0.772633,0.756555,0.772633,0.756555,12.591605,12.422584,15.255356,15.074633,12.591605,12.422584,15.255356,15.074633,
0.276667,1.375000,1.375000,1.125000,1.125000,0.788287,0.788287,0.788287,0.788287,12.753759,12.753759,14.420232,14.420232,12.753759,12.753759,14.420232,14.420232,0.793288,0.783010,0.793288,0.783010,12.805073,12.699367,14.473888,14.363321,12.805073,12.699367,14.473888,14.363321,
0.276667,1.375000,1.375000,1.250000,1.250000,0.809735,0.809735,0.809735,0.809735,12.972153,12.972153,13.759399,13.759399,12.972153,12.972153,13.759399,13.759399,0.811919,0.807213,0.811919,0.807213,12.994158,12.946697,13.781904,13.733362,12.994158,12.946697,13.781904,13.733362,
0.276667,1.375000,1.375000,1.375000,1.375000,0.829365,0.829365,0.829365,0.829365,13.168314,13.168314,13.168314,13.168314,13.168314,13.168314,13.168314,13.168314,0.829360,0.829360,0.829360,0.829360,13.168268,13.168268,13.168268,13.168268,13.168268,13.168268,13.168268,13.168268,
0.276667,1.375000,1.375000,1.500000,1.500000,0.847416,0.847416,0.847416,0.847416,13.345637,13.345637,12.634982,12.634982,13.345637,13.345637,12.634982,12.634982,0.845015,0.849459,0.845015,0.849459,13.322215,13.365530,12.612080,12.654434,13.322215,13.365530,12.612080,12.654434,
0.276667,1.500000,1.500000,0.500000,0.500000,0.648777,0.648777,0.648777,0.648777,10.567493,10.567493,19.766403,19.766403,10.567493,10.567493,19.766403,19.766403,0.673805,0.625384,0.673805,0.625384,10.848797,10.298581,20.091217,19.449751,10.848797,10.298581,20.091217,19.449751,
0.276667,1.500000,1.500000,0.625000,0.625000,0.688626,0.688626,0.688626,0.688626,11.012346,11.012346,18.347618,18.347618,11.012346,11.012346,18.347618,18.347618,0.709478,0.668815,0.709478,0.668815,11.238728,10.793234,18.607819,18.092638,11.238728,10.793234,18.607819,18.092638,
0.276667,1.500000,1.500000,0.750000,0.750000,0.723063,0.723063,0.723063,0.723063,11.383931,11.383931,17.179983,17.179983,11.383931,11.383931,17.179983,17.179983,0.740186,0.706493,0.740186,0.706493,11.564450,11.206584,17.384754,16.977253,11.564450,11.206584,17.384754,16.977253,
0.276667,1.500000,1.500000,0.875000,0.875000,0.753369,0.753369,0.753369,0.753369,11.701547,11.701547,16.192832,16.192832,11.701547,11.701547,16.192832,16.192832,0.767065,0.739877,0.767065,0.739877,11.842302,11.561215,16.349700,16.035709,11.842302,11.561215,16.349700,16.035709,
0.276667,1.500000,1.500000,1.000000,1.000000,0.780463,0.780463,0.780463,0.780463,11.978360,11.978360,15.342193,15.342193,11.978360,11.978360,15.342193,15.342193,0.791007,0.769889,0.791007,0.769889,12.084309,11.871119,15.457917,15.224752,12.084309,11.871119,15.457917,15.224752,
0.276667,1.500000,1.500000,1.125000,1.125000,0.804878,0.804878,0.804878,0.804878,12.222218,12.222218,14.597152,14.597152,12.222218,12.222218,14.597152,14.597152,0.812431,0.797118,0.812431,0.797118,12.296619,12.145279,14.676694,14.514789,12.296619,12.145279,14.676694,14.514789,
0.276667,1.500000,1.500000,1.250000,1.250000,0.827075,0.827075,0.827075,0.827075,12.439485,12.439485,13.936721,13.936721,12.439485,12.439485,13.936721,13.936721,0.831788,0.822040,0.831788,0.822040,12.485093,12.390575,13.984416,13.885548,12.485093,12.390575,13.984416,13.885548,
0.276667,1.500000,1.500000,1.375000,1.375000,0.847416,0.847416,0.847416,0.847416,12.634982,12.634982,13.345637,13.345637,12.634982,12.634982,13.345637,13.345637,0.849459,0.845015,0.849459,0.845015,12.654434,12.612080,13.365530,13.322215,12.654434,12.612080,13.365530,13.322215,
0.276667,1.500000,1.500000,1.500000,1.500000,0.866161,0.866161,0.866161,0.866161,12.812164,12.812164,12.812164,12.812164,12.812164,12.812164,12.812164,12.812164,0.866157,0.866157,0.866157,0.866157,12.812120,12.812120,12.812120,12.812120,12.812120,12.812120,12.812120,12.812120,
0.330000,0.500000,0.500000,0.500000,0.500000,0.500581,0.500581,0.500581,0.500581,17.510158,17.510158,17.510158,17.510158,17.510158,17.510158,17.510158,17.510158,0.500577,0.500577,0.500577,0.500577,17.510085,17.510085,17.510085,17.510085,17.510085,17.510085,17.510085,17.510085,
0.330000,0.500000,0.500000,0.625000,0.625000,0.529128,0.529128,0.529128,0.529128,17.995309,17.995309,16.046293,16.046293,17.995309,17.995309,16.046293,16.046293,0.523888,0.534308,0.523888,0.534308,17.908285,18.080471,15.959848,16.130981,17.908285,18.080471,15.959848,16.130981,
0.330000,0.500000,0.500000,0.750000,0.750000,0.553294,0.553294,0.553294,0.553294,18.385456,18.385456,14.858727,14.858727,18.385456,18.385456,14.858727,14.858727,0.543254,0.563479,0.543254,0.563479,18.225565,18.544568,14.702366,15.014902,18.225565,18.544568,14.702366,15.014902,
0.330000,0.500000,0.500000,0.875000,0.875000,0.574244,0.574244,0.574244,0.574244,18.709481,18.709481,13.868299,13.868299,18.709481,18.709481,13.868299,13.868299,0.559744,0.589233,0.559744,0.589233,18.486571,18.933643,13.654722,14.084607,18.486571,18.933643,13.654722,14.084607,
0.330000,0.500000,0.500000,1.000000,1.000000,0.592539,0.592539,0.592539,0.592539,18.982260,18.982260,13.022512,13.022512,18.982260,18.982260,13.022512,13.022512,0.573918,0.612051,0.573918,0.612051,18.704524,19.263311,12.762497,13.288527,18.704524,19.263311,12.762497,13.288527,
0.330000,0.500000,0.500000,1.125000,1.125000,0.608808,0.608808,0.608808,0.608808,19.217279,19.217279,12.289867,12.289867,19.217279,19.217279,12.289867,12.289867,0.586307,0.632676,0.586307,0.632676,18.890379,19.549867,11.991275,12.598265,18.890379,19.549867,11.991275,12.598265,
0.330000,0.500000,0.500000,1.250000,1.250000,0.623332,0.623332,0.623332,0.623332,19.421350,19.421350,11.645894,11.645894,19.421350,19.421350,11.645894,11.645894,0.597228,0.651416,0.597228,0.651416,19.050713,19.801323,11.315860,11.990832,19.050713,19.801323,11.315860,11.990832,
0.330000,0.500000,0.500000,1.375000,1.375000,0.636409,0.636409,0.636409,0.636409,19.600621,19.600621,11.073991,11.073991,19.600621,19.600621,11.073991,11.073991,0.606918,0.668541,0.606918,0.668541,19.190338,20.024059,10.717966,11.450191,19.190338,20.024059,10.717966,11.450191,
0.330000,0.500000,0.500000,1.500000,1.500000,0.648324,0.648324,0.648324,0.648324,19.760400,19.760400,10.562346,10.562346,19.760400,19.760400,10.562346,10.562346,0.615588,0.684313,0.615588,0.684313,19.313202,20.223496,10.184201,10.964979,19.313202,20.223496,10.184201,10.964979,
0.330000,0.625000,0.625000,0.500000,0.500000,0.529128,0.529128,0.529128,0.529128,16.046293,16.046293,17.995309,17.995309,16.046293,16.046293,17.995309,17.995309,0.534308,0.523888,0.534308,0.523888,16.130981,15.959848,18.080471,17.908285,16.130981,15.959848,18.080471,17.908285,
0.330000,0.625000,0.625000,0.625000,0.625000,0.559529,0.559529,0.559529,0.559529,16.532739,16.532739,16.532739,16.532739,16.532739,16.532739,16.532739,16.532739,0.559525,0.559525,0.559525,0.559525,16.532674,16.532674,16.532674,16.532674,16.532674,16.532674,16.532674,16.532674,
0.330000,0.625000,0.625000,0.750000,0.750000,0.585492,0.585492,0.585492,0.585492,16.928833,16.928833,15.344320,15.344320,16.928833,16.928833,15.344320,15.344320,0.580657,0.590208,0.580657,0.590208,16.856362,16.998961,15.272899,15.413483,16.856362,16.998961,15.272899,15.413483,
0.330000,0.625000,0.625000,0.875000,0.875000,0.607922,0.607922,0.607922,0.607922,17.257596,17.257596,14.348205,14.348205,17.257596,17.257596,14.348205,14.348205,0.598602,0.617297,0.598602,0.617297,17.122454,17.391489,14.217590,14.477945,17.122454,17.391489,14.217590,14.477945,
0.330000,0.625000,0.625000,1.000000,1.000000,0.627662,0.627662,0.627662,0.627662,17.537187,17.537187,13.496762,13.496762,17.537187,17.537187,13.496762,13.496762,0.614166,0.641473,0.614166,0.641473,17.347000,17.727621,13.316978,13.677687,17.347000,17.727621,13.316978,13.677687,
0.330000,0.625000,0.625000,1.125000,1.125000,0.645259,0.645259,0.645259,0.645259,17.779103,17.779103,12.757492,12.757492,17.779103,17.779103,12.757492,12.757492,0.627838,0.663345,0.627838,0.663345,17.539649,18.020851,12.536436,12.982435,17.539649,18.020851,12.536436,12.982435,
0.330000,0.625000,0.625000,1.250000,1.250000,0.661023,0.661023,0.661023,0.661023,17.990191,17.990191,12.106499,12.106499,17.990191,17.990191,12.106499,12.106499,0.639945,0.683219,0.639945,0.683219,17.706754,18.278796,11.851174,12.369353,17.706754,18.278796,11.851174,12.369353,
0.330000,0.625000,0.625000,1.375000,1.375000,0.675271,0.675271,0.675271,0.675271,18.176580,18.176580,11.527490,11.527490,18.176580,18.176580,11.527490,11.527490,0.650743,0.701416,0.650743,0.701416,17.853125,18.508193,11.243281,11.823047,17.853125,18.508193,11.243281,11.823047,
0.330000,0.625000,0.625000,1.500000,1.500000,0.688247,0.688247,0.688247,0.688247,18.342810,18.342810,11.008190,11.008190,18.342810,18.342810,11.008190,11.008190,0.660450,0.718204,0.660450,0.718204,17.982608,18.714317,10.699503,11.332208,17.982608,18.714317,10.699503,11.332208,
0.330000,0.750000,0.750000,0.500000,0.500000,0.553294,0.553294,0.553294,0.553294,14.858727,14.858727,18.385456,18.385456,14.858727,14.858727,18.385456,18.385456,0.563479,0.543254,0.563479,0.543254,15.014902,14.702366,18.544568,18.225565,15.014902,14.702366,18.544568,18.225565,
0.330000,0.750000,0.750000,0.625000,0.625000,0.585492,0.585492,0.585492,0.585492,15.344320,15.344320,16.928833,16.928833,15.344320,15.344320,16.928833,16.928833,0.590208,0.580657,0.590208,0.580657,15.413483,15.272899,16.998961,16.856362,15.413483,15.272899,16.998961,16.856362,
0.330000,0.750000,0.750000,0.750000,0.750000,0.612911,0.612911,0.612911,0.612911,15.739754,15.739754,15.739754,15.739754,15.739754,15.739754,15.739754,15.739754,0.612907,0.612907,0.612907,0.612907,15.739695,15.739695,15.739695,15.739695,15.739695,15.739695,15.739695,15.739695,
0.330000,0.750000,0.750000,0.875000,0.875000,0.636745,0.636745,0.636745,0.636745,16.070778,16.070778,14.741951,14.741951,16.070778,16.070778,14.741951,14.741951,0.632253,0.641086,0.632253,0.641086,16.009261,16.129855,14.681576,14.799962,16.009261,16.129855,14.681576,14.799962,
0.330000,0.750000,0.750000,1.000000,1.000000,0.657809,0.657809,0.657809,0.657809,16.354008,16.354008,13.887801,13.887801,16.354008,16.354008,13.887801,13.887801,0.649072,0.666521,0.649072,0.666521,16.237559,16.468685,13.775937,13.998167,16.237559,16.468685,13.775937,13.998167,
0.330000,0.750000,0.750000,1.125000,1.125000,0.676591,0.676591,0.676591,0.676591,16.599492,16.599492,13.144318,13.144318,16.599492,16.599492,13.144318,13.144318,0.663884,0.689492,0.663884,0.689492,16.434115,16.764404,12.989065,13.299715,16.434115,16.764404,12.989065,13.299715,
0.330000,0.750000,0.750000,1.250000,1.250000,0.693503,0.693503,0.693503,0.693503,16.815071,16.815071,12.489101,12.489101,16.815071,16.815071,12.489101,12.489101,0.677062,0.710449,0.677062,0.710449,16.605568,17.026077,12.297049,12.683685,16.605568,17.026077,12.297049,12.683685,
0.330000,0.750000,0.750000,1.375000,1.375000,0.708827,0.708827,0.708827,0.708827,17.006090,17.006090,11.905471,11.905471,17.006090,17.006090,11.905471,11.905471,0.688878,0.729647,0.688878,0.729647,16.756623,17.259283,11.682249,12.133933,16.756623,17.259283,11.682249,12.133933,
