mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,rhoA = rhoB = 0.5,sigma =0.250000,data are below
cA11,cA12,cA21,cA22,cB11,cB12,cB21,cB22,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,HOa11,HOa12,HOa21,HOa22,HOb111,HOb112,HOb211,HOb212,HOb121,HOb122,HOb221,HOb222,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.625000,0.625000,1.250000,1.250000,0.660809,0.660809,0.660809,0.660809,17.987358,17.987358,12.103933,12.103933,17.987358,17.987358,12.103933,12.103933,0.593130,0.739957,0.593130,0.739957,17.042148,18.973855,11.263205,13.014601,17.042148,18.973855,11.263205,13.014601,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.625000,0.625000,1.375000,1.375000,0.676484,0.676484,0.676484,0.676484,18.192261,18.192261,11.541370,11.541370,18.192261,18.192261,11.541370,11.541370,0.676479,0.676479,0.676479,0.676479,18.192201,18.192203,11.541317,11.541318,18.192201,18.192203,11.541317,11.541318,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.625000,0.625000,1.375000,1.375000,0.676498,0.676498,0.676498,0.676498,18.192439,18.192439,11.541528,11.541528,18.192439,18.192439,11.541528,11.541528,0.676364,0.676545,0.676364,0.676545,18.190709,18.193053,11.539996,11.542071,18.190709,18.193053,11.539996,11.542071,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.625000,0.625000,1.375000,1.375000,0.676377,0.676377,0.676377,0.676377,18.190881,18.190881,11.540148,11.540148,18.190881,18.190881,11.540148,11.540148,0.675307,0.677249,0.675307,0.677249,18.177056,18.202132,11.527911,11.550112,18.177056,18.202132,11.527911,11.550112,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.625000,0.625000,1.375000,1.375000,0.676251,0.676251,0.676251,0.676251,18.189256,18.189256,11.538709,11.538709,18.189256,18.189256,11.538709,11.538709,0.673432,0.678900,0.673432,0.678900,18.152750,18.223404,11.506415,11.568964,18.152750,18.223404,11.506415,11.568964,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.625000,0.625000,1.375000,1.375000,0.676081,0.676081,0.676081,0.676081,18.187061,18.187061,11.536766,11.536766,18.187061,18.187061,11.536766,11.536766,0.670389,0.681742,0.670389,0.681742,18.113183,18.259896,11.471470,11.601346,18.113183,18.259896,11.471470,11.601346,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.625000,0.625000,1.375000,1.375000,0.675886,0.675886,0.675886,0.675886,18.184537,18.184537,11.534532,11.534532,18.184537,18.184537,11.534532,11.534532,0.665777,0.686249,0.665777,0.686249,18.052848,18.317429,11.418300,11.652502,18.052848,18.317429,11.418300,11.652502,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.625000,0.625000,1.375000,1.375000,0.675657,0.675657,0.675657,0.675657,18.181577,18.181577,11.531912,11.531912,18.181577,18.181577,11.531912,11.531912,0.659044,0.693108,0.659044,0.693108,17.963973,18.404244,11.340231,11.729940,17.963973,18.404244,11.340231,11.729940,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.625000,0.625000,1.375000,1.375000,0.675365,0.675365,0.675365,0.675365,18.177795,18.177795,11.528565,11.528565,18.177795,18.177795,11.528565,11.528565,0.649316,0.703190,0.649316,0.703190,17.833925,18.530212,11.226535,11.842824,17.833925,18.530212,11.226535,11.842824,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.625000,0.625000,1.375000,1.375000,0.674913,0.674913,0.674913,0.674913,18.171946,18.171946,11.523390,11.523390,18.171946,18.171946,11.523390,11.523390,0.636011,0.718327,0.636011,0.718327,17.652806,18.715800,11.069249,12.010277,17.652806,18.715800,11.069249,12.010277,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.625000,0.625000,1.375000,1.375000,0.674731,0.674731,0.674731,0.674731,18.169589,18.169589,11.521305,11.521305,18.169589,18.169589,11.521305,11.521305,0.618163,0.740351,0.618163,0.740351,17.403757,18.978477,10.854962,12.249637,17.403757,18.978477,10.854962,12.249637,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.625000,0.625000,1.375000,1.375000,0.675243,0.675243,0.675243,0.675243,18.176227,18.176227,11.527178,11.527178,18.176227,18.176227,11.527178,11.527178,0.597272,0.768892,0.597272,0.768892,17.103001,19.306531,10.599207,12.552507,17.103001,19.306531,10.599207,12.552507,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.625000,0.625000,1.500000,1.500000,0.689641,0.689641,0.689641,0.689641,18.360479,18.360479,11.023469,11.023469,18.360479,18.360479,11.023469,11.023469,0.689637,0.689637,0.689637,0.689637,18.360422,18.360423,11.023420,11.023421,18.360422,18.360423,11.023420,11.023421,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.625000,0.625000,1.500000,1.500000,0.689596,0.689596,0.689596,0.689596,18.359913,18.359913,11.022979,11.022979,18.359913,18.359913,11.022979,11.022979,0.689434,0.689658,0.689434,0.689658,18.357855,18.360694,11.021199,11.023655,18.357855,18.360694,11.021199,11.023655,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.625000,0.625000,1.500000,1.500000,0.689460,0.689460,0.689460,0.689460,18.358184,18.358184,11.021484,11.021484,18.358184,18.358184,11.021484,11.021484,0.688232,0.690477,0.688232,0.690477,18.342627,18.371050,11.008032,11.032616,18.342627,18.371050,11.008032,11.032616,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.625000,0.625000,1.500000,1.500000,0.689286,0.689286,0.689286,0.689286,18.355979,18.355979,11.019576,11.019576,18.355979,18.355979,11.019576,11.019576,0.686074,0.692347,0.686074,0.692347,18.315204,18.394658,10.984343,11.053062,18.315204,18.394658,10.984343,11.053062,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.625000,0.625000,1.500000,1.500000,0.689082,0.689082,0.689082,0.689082,18.353392,18.353392,11.017339,11.017339,18.353392,18.353392,11.017339,11.017339,0.682592,0.695573,0.682592,0.695573,18.270779,18.435221,10.946034,11.088246,18.270779,18.435221,10.946034,11.088246,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.625000,0.625000,1.500000,1.500000,0.688849,0.688849,0.688849,0.688849,18.350450,18.350450,11.014795,11.014795,18.350450,18.350450,11.014795,11.014795,0.677314,0.700688,0.677314,0.700688,18.202976,18.499134,10.887723,11.143824,18.202976,18.499134,10.887723,11.143824,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.625000,0.625000,1.500000,1.500000,0.688561,0.688561,0.688561,0.688561,18.346800,18.346800,11.011639,11.011639,18.346800,18.346800,11.011639,11.011639,0.669650,0.708517,0.669650,0.708517,18.103547,18.596014,10.802553,11.228396,18.103547,18.596014,10.802553,11.228396,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.625000,0.625000,1.500000,1.500000,0.688204,0.688204,0.688204,0.688204,18.342271,18.342271,11.007724,11.007724,18.342271,18.342271,11.007724,11.007724,0.658664,0.720108,0.658664,0.720108,17.958943,18.737369,10.679407,11.352505,17.958943,18.737369,10.679407,11.352505,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.625000,0.625000,1.500000,1.500000,0.687704,0.687704,0.687704,0.687704,18.335921,18.335921,11.002236,11.002236,18.335921,18.335921,11.002236,11.002236,0.643702,0.737586,0.643702,0.737586,17.757974,18.945969,10.509661,11.537216,17.757974,18.945969,10.509661,11.537216,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.625000,0.625000,1.500000,1.500000,0.687484,0.687484,0.687484,0.687484,18.333127,18.333127,10.999821,10.999821,18.333127,18.333127,10.999821,10.999821,0.623888,0.763213,0.623888,0.763213,17.484416,19.242330,10.281180,11.802889,17.484416,19.242330,10.281180,11.802889,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.625000,0.625000,1.500000,1.500000,0.688453,0.688453,0.688453,0.688453,18.345428,18.345428,11.010452,11.010452,18.345428,18.345428,11.010452,11.010452,0.600918,0.796270,0.600918,0.796270,17.156235,19.608835,10.010929,12.136834,17.156235,19.608835,10.010929,12.136834,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.500000,0.500000,0.553701,0.553701,0.553701,0.553701,14.865022,14.865022,18.391880,18.391880,14.865022,14.865022,18.391880,18.391880,0.553697,0.553697,0.553697,0.553697,14.864958,14.864958,18.391815,18.391814,14.864958,14.864958,18.391815,18.391814,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.750000,0.750000,0.500000,0.500000,0.553745,0.553745,0.553745,0.553745,14.865694,14.865694,18.392566,18.392566,14.865694,14.865694,18.392566,18.392566,0.553748,0.553726,0.553748,0.553726,14.865746,14.865398,18.392619,18.392264,14.865746,14.865398,18.392619,18.392264,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.750000,0.750000,0.500000,0.500000,0.553749,0.553749,0.553749,0.553749,14.865764,14.865764,18.392637,18.392637,14.865764,14.865764,18.392637,18.392637,0.554049,0.553341,0.554049,0.553341,14.870391,14.859456,18.397359,18.386199,14.870391,14.859456,18.397359,18.386199,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.750000,0.750000,0.500000,0.500000,0.553745,0.553745,0.553745,0.553745,14.865697,14.865697,18.392569,18.392569,14.865697,14.865697,18.392569,18.392569,0.554741,0.552616,0.554741,0.552616,14.881069,14.848244,18.408254,18.374754,14.881069,14.848244,18.408254,18.374754,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.750000,0.750000,0.500000,0.500000,0.553708,0.553708,0.553708,0.553708,14.865124,14.865124,18.391984,18.391984,14.865124,14.865124,18.391984,18.391984,0.555894,0.551404,0.555894,0.551404,14.898833,14.829475,18.426372,18.355588,14.898833,14.829475,18.426372,18.355588,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.750000,0.750000,0.500000,0.500000,0.553482,0.553482,0.553482,0.553482,14.861626,14.861626,18.388414,18.388414,14.861626,14.861626,18.388414,18.388414,0.557514,0.549364,0.557514,0.549364,14.923726,14.797805,18.451748,18.323228,14.923726,14.797805,18.451748,18.323228,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.750000,0.750000,0.500000,0.500000,0.553704,0.553704,0.553704,0.553704,14.865055,14.865055,18.391914,18.391914,14.865055,14.865055,18.391914,18.391914,0.560536,0.546890,0.560536,0.546890,14.970030,14.759263,18.498913,18.283814,14.970030,14.759263,18.498913,18.283814,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.750000,0.750000,0.500000,0.500000,0.553443,0.553443,0.553443,0.553443,14.861035,14.861035,18.387811,18.387811,14.861035,14.861035,18.387811,18.387811,0.564343,0.542741,0.564343,0.542741,15.028048,14.694316,18.557936,18.217316,15.028048,14.694316,18.557936,18.217316,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.750000,0.750000,0.500000,0.500000,0.553665,0.553665,0.553665,0.553665,14.864464,14.864464,18.391311,18.391311,14.864464,14.864464,18.391311,18.391311,0.570561,0.537418,0.570561,0.537418,15.122081,14.610347,18.653426,18.131192,15.122081,14.610347,18.653426,18.131192,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.750000,0.750000,0.500000,0.500000,0.553646,0.553646,0.553646,0.553646,14.864171,14.864171,18.391012,18.391012,14.864171,14.864171,18.391012,18.391012,0.579052,0.529624,0.579052,0.529624,15.249079,14.486159,18.782060,18.003502,15.249079,14.486159,18.782060,18.003502,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.500000,0.500000,0.553525,0.553525,0.553525,0.553525,14.862295,14.862295,18.389097,18.389097,14.862295,14.862295,18.389097,18.389097,0.589906,0.519521,0.589906,0.519521,15.409075,14.322917,18.943571,17.835084,15.409075,14.322917,18.943571,17.835084,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.625000,0.625000,0.585960,0.585960,0.585960,0.585960,15.351201,15.351201,16.935812,16.935812,15.351201,15.351201,16.935812,16.935812,0.585955,0.585955,0.585955,0.585955,15.351136,15.351135,16.935746,16.935746,15.351136,15.351135,16.935746,16.935746,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.750000,0.750000,0.625000,0.625000,0.585947,0.585947,0.585947,0.585947,15.351022,15.351022,16.935631,16.935631,15.351022,15.351022,16.935631,16.935631,0.585946,0.585941,0.585946,0.585941,15.350995,15.350922,16.935604,16.935530,15.350995,15.350922,16.935604,16.935530,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.750000,0.750000,0.625000,0.625000,0.585778,0.585778,0.585778,0.585778,15.348525,15.348525,16.933098,16.933098,15.348525,15.348525,16.933098,16.933098,0.585839,0.585636,0.585839,0.585636,15.349423,15.346442,16.934009,16.930985,15.349423,15.346442,16.934009,16.930985,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.750000,0.750000,0.625000,0.625000,0.585942,0.585942,0.585942,0.585942,15.350949,15.350949,16.935556,16.935556,15.350949,15.350949,16.935556,16.935556,0.586311,0.585447,0.586311,0.585447,15.356369,15.343657,16.941054,16.928161,15.356369,15.343657,16.941054,16.928161,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.750000,0.750000,0.625000,0.625000,0.585945,0.585945,0.585945,0.585945,15.350984,15.350984,16.935592,16.935592,15.350984,15.350984,16.935592,16.935592,0.586866,0.584870,0.586866,0.584870,15.364529,15.335157,16.949329,16.919538,15.364529,15.335157,16.949329,16.919538,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.750000,0.750000,0.625000,0.625000,0.585934,0.585934,0.585934,0.585934,15.350821,15.350821,16.935427,16.935427,15.350821,15.350821,16.935427,16.935427,0.587730,0.583989,0.587730,0.583989,15.377208,15.322181,16.962186,16.906374,15.377208,15.322181,16.962186,16.906374,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.750000,0.750000,0.625000,0.625000,0.585924,0.585924,0.585924,0.585924,15.350684,15.350684,16.935288,16.935288,15.350684,15.350684,16.935288,16.935288,0.589036,0.582686,0.589036,0.582686,15.396350,15.302943,16.981594,16.886855,15.396350,15.302943,16.981594,16.886855,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.750000,0.750000,0.625000,0.625000,0.585910,0.585910,0.585910,0.585910,15.350468,15.350468,16.935069,16.935069,15.350468,15.350468,16.935069,16.935069,0.590941,0.580788,0.590941,0.580788,15.424189,15.274851,17.009812,16.858343,15.424189,15.274851,17.009812,16.858343,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.750000,0.750000,0.625000,0.625000,0.585864,0.585864,0.585864,0.585864,15.349791,15.349791,16.934382,16.934382,15.349791,15.349791,16.934382,16.934382,0.593679,0.578038,0.593679,0.578038,15.464089,15.234003,17.050242,16.816871,15.464089,15.234003,17.050242,16.816871,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.750000,0.750000,0.625000,0.625000,0.585729,0.585729,0.585729,0.585729,15.347804,15.347804,16.932367,16.932367,15.347804,15.347804,16.932367,16.932367,0.597498,0.574111,0.597498,0.574111,15.519452,15.175378,17.106311,16.757318,15.519452,15.175378,17.106311,16.757318,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.625000,0.625000,0.585492,0.585492,0.585492,0.585492,15.344318,15.344318,16.928831,16.928831,15.344318,15.344318,16.928831,16.928831,0.602333,0.569000,0.602333,0.569000,15.589096,15.098561,17.176797,16.679231,15.589096,15.098561,17.176797,16.679231,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.750000,0.750000,0.613313,0.613313,0.613313,0.613313,15.745432,15.745432,15.745432,15.745432,15.745432,15.745432,15.745432,15.745432,0.613309,0.613309,0.613309,0.613309,15.745371,15.745371,15.745371,15.745371,15.745371,15.745371,15.745371,15.745371,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.750000,0.750000,0.750000,0.750000,0.613448,0.613448,0.613448,0.613448,15.747345,15.747345,15.747345,15.747345,15.747345,15.747345,15.747345,15.747345,0.613444,0.613444,0.613444,0.613444,15.747285,15.747285,15.747285,15.747285,15.747285,15.747285,15.747285,15.747285,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.750000,0.750000,0.750000,0.750000,0.613447,0.613447,0.613447,0.613447,15.747331,15.747331,15.747331,15.747331,15.747331,15.747331,15.747331,15.747331,0.613443,0.613443,0.613443,0.613443,15.747268,15.747268,15.747268,15.747268,15.747268,15.747268,15.747268,15.747268,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.750000,0.750000,0.750000,0.750000,0.613422,0.613422,0.613422,0.613422,15.746979,15.746979,15.746979,15.746979,15.746979,15.746979,15.746979,15.746979,0.613418,0.613418,0.613418,0.613418,15.746918,15.746918,15.746918,15.746918,15.746918,15.746918,15.746918,15.746918,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.750000,0.750000,0.750000,0.750000,0.613332,0.613332,0.613332,0.613332,15.745695,15.745695,15.745695,15.745695,15.745695,15.745695,15.745695,15.745695,0.613327,0.613327,0.613327,0.613327,15.745637,15.745637,15.745637,15.745637,15.745637,15.745637,15.745637,15.745637,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.750000,0.750000,0.750000,0.750000,0.613249,0.613249,0.613249,0.613249,15.744526,15.744526,15.744526,15.744526,15.744526,15.744526,15.744526,15.744526,0.613244,0.613244,0.613244,0.613244,15.744464,15.744464,15.744464,15.744464,15.744464,15.744464,15.744464,15.744464,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.750000,0.750000,0.750000,0.750000,0.613317,0.613317,0.613317,0.613317,15.745486,15.745486,15.745486,15.745486,15.745486,15.745486,15.745486,15.745486,0.613312,0.613312,0.613312,0.613312,15.745425,15.745425,15.745425,15.745425,15.745425,15.745425,15.745425,15.745425,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.750000,0.750000,0.750000,0.750000,0.613386,0.613386,0.613386,0.613386,15.746467,15.746467,15.746467,15.746467,15.746467,15.746467,15.746467,15.746467,0.613382,0.613382,0.613382,0.613382,15.746405,15.746405,15.746405,15.746405,15.746405,15.746405,15.746405,15.746405,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.750000,0.750000,0.750000,0.750000,0.613290,0.613290,0.613290,0.613290,15.745110,15.745110,15.745110,15.745110,15.745110,15.745110,15.745110,15.745110,0.613286,0.613286,0.613286,0.613286,15.745048,15.745048,15.745048,15.745048,15.745048,15.745048,15.745048,15.745048,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.750000,0.750000,0.750000,0.750000,0.613070,0.613070,0.613070,0.613070,15.741996,15.741996,15.741996,15.741996,15.741996,15.741996,15.741996,15.741996,0.613065,0.613065,0.613065,0.613065,15.741932,15.741932,15.741932,15.741932,15.741932,15.741932,15.741932,15.741932,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,0.750000,0.613154,0.613154,0.613154,0.613154,15.743190,15.743190,15.743190,15.743190,15.743190,15.743190,15.743190,15.743190,0.613150,0.613150,0.613150,0.613150,15.743126,15.743126,15.743126,15.743126,15.743126,15.743126,15.743126,15.743126,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.750000,0.750000,0.875000,0.875000,0.637061,0.637061,0.637061,0.637061,16.075091,16.075091,14.746185,14.746185,16.075091,16.075091,14.746185,14.746185,0.637057,0.637057,0.637057,0.637057,16.075033,16.075034,14.746129,14.746129,16.075033,16.075034,14.746129,14.746129,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.750000,0.750000,0.875000,0.875000,0.637419,0.637419,0.637419,0.637419,16.079978,16.079978,14.750983,14.750983,16.079978,16.079978,14.750983,14.750983,0.637413,0.637417,0.637413,0.637417,16.079894,16.079947,14.750901,14.750952,16.079894,16.079947,14.750901,14.750952,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.750000,0.750000,0.875000,0.875000,0.637410,0.637410,0.637410,0.637410,16.079860,16.079860,14.750868,14.750868,16.079860,16.079860,14.750868,14.750868,0.637311,0.637442,0.637311,0.637442,16.078501,16.080284,14.749533,14.751284,16.078501,16.080284,14.749533,14.751284,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.750000,0.750000,0.875000,0.875000,0.637406,0.637406,0.637406,0.637406,16.079804,16.079804,14.750812,14.750812,16.079804,16.079804,14.750812,14.750812,0.636973,0.637696,0.636973,0.637696,16.073887,16.083749,14.745003,14.754685,16.073887,16.083749,14.745003,14.754685,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.750000,0.750000,0.875000,0.875000,0.637412,0.637412,0.637412,0.637412,16.079880,16.079880,14.750886,14.750886,16.079880,16.079880,14.750886,14.750886,0.636432,0.638211,0.636432,0.638211,16.066502,16.090774,14.737754,14.761583,16.066502,16.090774,14.737754,14.761583,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.750000,0.750000,0.875000,0.875000,0.637363,0.637363,0.637363,0.637363,16.079207,16.079207,14.750226,14.750226,16.079207,16.079207,14.750226,14.750226,0.635568,0.638977,0.635568,0.638977,16.054706,16.101205,14.726174,14.771825,16.054706,16.101205,14.726174,14.771825,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.750000,0.750000,0.875000,0.875000,0.637355,0.637355,0.637355,0.637355,16.079098,16.079098,14.750119,14.750119,16.079098,16.079098,14.750119,14.750119,0.634352,0.640189,0.634352,0.640189,16.038062,16.117680,14.709838,14.788005,16.038062,16.117680,14.709838,14.788005,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.750000,0.750000,0.875000,0.875000,0.637265,0.637265,0.637265,0.637265,16.077878,16.077878,14.748921,14.748921,16.077878,16.077878,14.748921,14.748921,0.632513,0.641887,0.632513,0.641887,16.012837,16.140709,14.685084,14.810624,16.012837,16.140709,14.685084,14.810624,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.750000,0.750000,0.875000,0.875000,0.636955,0.636955,0.636955,0.636955,16.073648,16.073648,14.744768,14.744768,16.073648,16.073648,14.744768,14.744768,0.629693,0.644150,0.629693,0.644150,15.974027,16.171317,14.647010,14.840694,15.974027,16.171317,14.647010,14.840694,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.750000,0.750000,0.875000,0.875000,0.636504,0.636504,0.636504,0.636504,16.067491,16.067491,14.738724,14.738724,16.067491,16.067491,14.738724,14.738724,0.625792,0.647407,0.625792,0.647407,15.920079,16.215202,14.594106,14.883823,15.920079,16.215202,14.594106,14.883823,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.875000,0.875000,0.636304,0.636304,0.636304,0.636304,16.064763,16.064763,14.736046,14.736046,16.064763,16.064763,14.736046,14.736046,0.620992,0.651642,0.620992,0.651642,15.853285,16.271963,14.528638,14.939630,15.853285,16.271963,14.528638,14.939630,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.750000,0.750000,1.000000,1.000000,0.658623,0.658623,0.658623,0.658623,16.364783,16.364783,13.898162,13.898162,16.364783,16.364783,13.898162,13.898162,0.658619,0.658619,0.658619,0.658619,16.364724,16.364724,13.898105,13.898105,16.364724,16.364724,13.898105,13.898105,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.750000,0.750000,1.000000,1.000000,0.658604,0.658604,0.658604,0.658604,16.364532,16.364532,13.897920,13.897920,16.364532,16.364532,13.897920,13.897920,0.658597,0.658603,0.658597,0.658603,16.364429,16.364521,13.897821,13.897910,16.364429,16.364521,13.897821,13.897910,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.750000,0.750000,1.000000,1.000000,0.658589,0.658589,0.658589,0.658589,16.364328,16.364328,13.897724,13.897724,16.364328,16.364328,13.897724,13.897724,0.658280,0.658758,0.658280,0.658758,16.360243,16.366560,13.893795,13.899871,16.360243,16.366560,13.893795,13.899871,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.750000,0.750000,1.000000,1.000000,0.658568,0.658568,0.658568,0.658568,16.364056,16.364056,13.897462,13.897462,16.364056,16.364056,13.897462,13.897462,0.657639,0.659318,0.657639,0.659318,16.351752,16.373974,13.885631,13.907001,16.351752,16.373974,13.885631,13.907001,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.750000,0.750000,1.000000,1.000000,0.658537,0.658537,0.658537,0.658537,16.363644,16.363644,13.897066,13.897066,16.363644,16.363644,13.897066,13.897066,0.656583,0.660305,0.656583,0.660305,16.337752,16.387002,13.872172,13.919533,16.337752,16.387002,13.872172,13.919533,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.750000,0.750000,1.000000,1.000000,0.658492,0.658492,0.658492,0.658492,16.363052,16.363052,13.896497,13.896497,16.363052,16.363052,13.896497,13.896497,0.654970,0.661855,0.654970,0.661855,16.316323,16.407439,13.851577,13.939197,16.316323,16.407439,13.851577,13.939197,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.750000,0.750000,1.000000,1.000000,0.658383,0.658383,0.658383,0.658383,16.361611,16.361611,13.895111,13.895111,16.361611,16.361611,13.895111,13.895111,0.652535,0.664140,0.652535,0.664140,16.283894,16.437484,13.820422,13.968118,16.283894,16.437484,13.820422,13.968118,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.750000,0.750000,1.000000,1.000000,0.658145,0.658145,0.658145,0.658145,16.358451,16.358451,13.892073,13.892073,16.358451,16.358451,13.892073,13.892073,0.648935,0.667396,0.648935,0.667396,16.235730,16.480125,13.774182,14.009188,16.235730,16.480125,13.774182,14.009188,
