mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,data are below
rho,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,HOa11,HOa12,HOa21,HOa22,HOb111,HOb112,HOb211,HOb212,HOb121,HOb122,HOb221,HOb222,dR2da,
0.500000,0.750000,0.625000,1.375000,1.250000,0.689398,0.689398,0.689398,0.689398,16.763208,16.763208,11.688118,11.688118,18.357399,18.357399,12.441452,12.441452,0.689391,0.689400,0.689391,0.689400,16.763126,16.763230,11.688045,11.688138,18.357317,18.357421,12.441377,12.441472,-3.824881,
0.500000,0.750000,0.625000,1.375000,1.375000,0.695548,0.695548,0.695548,0.695548,16.840799,16.840799,11.757363,11.757363,18.434909,18.434909,11.757363,11.757363,0.695259,0.695729,0.695259,0.695729,16.837159,16.843070,11.754111,11.759392,18.431275,18.437177,11.754111,11.759392,-2.896615,
0.500000,0.750000,0.625000,1.375000,1.500000,0.700367,0.700367,0.700367,0.700367,16.901137,16.901137,11.811334,11.811334,18.495142,18.495142,11.140348,11.140348,0.699966,0.700647,0.699966,0.700647,16.896131,16.904632,11.806852,11.814464,18.490146,18.498630,11.135998,11.143385,-2.179979,
0.500000,0.750000,0.625000,1.500000,0.500000,0.593368,0.593368,0.593368,0.593368,15.459561,15.459561,9.920797,9.920797,17.045654,17.045654,18.994410,18.994410,0.609539,0.582603,0.609539,0.582603,15.691981,15.301706,10.113043,9.791159,17.280832,16.885599,19.227681,18.835252,-22.146362,
0.500000,0.750000,0.625000,1.500000,0.625000,0.624088,0.624088,0.624088,0.624088,15.896425,15.896425,10.283514,10.283514,17.487228,17.487228,17.487228,17.487228,0.633972,0.616498,0.633972,0.616498,16.032853,15.790310,10.397990,10.194872,17.624712,17.380154,17.624712,17.380154,-16.214252,
0.500000,0.750000,0.625000,1.500000,0.750000,0.647073,0.647073,0.647073,0.647073,16.210717,16.210717,10.548107,10.548107,17.803660,17.803660,16.210717,16.210717,0.653158,0.642135,0.653158,0.642135,16.292206,16.144067,10.617215,10.491738,17.885534,17.736643,16.292206,16.144067,-12.157678,
0.500000,0.750000,0.625000,1.500000,0.875000,0.664686,0.664686,0.664686,0.664686,16.444650,16.444650,10.747063,10.747063,18.038511,18.038511,15.109585,15.109585,0.668173,0.661605,0.668173,0.661605,16.490274,16.404151,10.786068,10.712495,18.084247,17.997894,15.154530,15.069704,-9.270791,
0.500000,0.750000,0.625000,1.500000,1.000000,0.678375,0.678375,0.678375,0.678375,16.622474,16.622474,10.899468,10.899468,18.216650,18.216650,14.146497,14.146497,0.680148,0.676642,0.680148,0.676642,16.645256,16.600145,10.919066,10.880274,18.239448,18.194300,14.168502,14.124937,-7.152635,
0.500000,0.750000,0.625000,1.500000,1.125000,0.689109,0.689109,0.689109,0.689109,16.759545,16.759545,11.017638,11.017638,18.353738,18.353738,13.295128,13.295128,0.689772,0.688337,0.689772,0.688337,16.767946,16.749762,11.024901,11.009184,18.362134,18.343960,13.303059,13.285894,-5.564016,
0.500000,0.750000,0.625000,1.500000,1.250000,0.697569,0.697569,0.697569,0.697569,16.866146,16.866146,11.109963,11.109963,18.460217,18.460217,12.536095,12.536095,0.697596,0.697504,0.697596,0.697504,16.866483,16.865337,11.110254,11.109260,18.460553,18.459409,12.536404,12.535349,-4.354722,
0.500000,0.750000,0.625000,1.500000,1.375000,0.704249,0.704249,0.704249,0.704249,16.949449,16.949449,11.182367,11.182367,18.543342,18.543342,11.854627,11.854627,0.704243,0.704251,0.704243,0.704251,16.949366,16.949474,11.182295,11.182389,18.543260,18.543367,11.854552,11.854649,-3.423110,
0.500000,0.750000,0.625000,1.500000,1.500000,0.709521,0.709521,0.709521,0.709521,17.014645,17.014645,11.239192,11.239192,18.608349,18.608349,11.239192,11.239192,0.709225,0.709706,0.709225,0.709706,17.011001,17.016924,11.236012,11.241181,18.604716,18.610620,11.236012,11.241181,-2.700049,
0.500000,0.750000,0.750000,0.500000,0.500000,0.554050,0.554050,0.554050,0.554050,14.870407,14.870407,18.397375,18.397375,14.870407,14.870407,18.397375,18.397375,0.554048,0.554048,0.554048,0.554048,14.870373,14.870372,18.397340,18.397340,14.870373,14.870372,18.397340,18.397340,-0.456069,
0.500000,0.750000,0.750000,0.500000,0.625000,0.570279,0.570279,0.570279,0.570279,15.117832,15.117832,18.649116,18.649116,15.117832,15.117832,16.698827,16.698827,0.570569,0.569892,0.570569,0.569892,15.122199,15.112011,18.653547,18.643210,15.122199,15.112011,16.703267,16.692908,5.461592,
0.500000,0.750000,0.750000,0.500000,0.750000,0.581799,0.581799,0.581799,0.581799,15.289815,15.289815,18.823239,18.823239,15.289815,15.289815,15.289815,15.289815,0.583102,0.580279,0.583102,0.580279,15.309078,15.267300,18.842698,18.800484,15.309078,15.267300,15.309078,15.267300,9.360595,
0.500000,0.750000,0.750000,0.500000,0.875000,0.589949,0.589949,0.589949,0.589949,15.409708,15.409708,18.944209,18.944209,15.409708,15.409708,14.094841,14.094841,0.592520,0.586933,0.592520,0.586933,15.447224,15.365505,18.981992,18.899648,15.447224,15.365505,14.131465,14.051705,12.083553,
0.500000,0.750000,0.750000,0.500000,1.000000,0.596003,0.596003,0.596003,0.596003,15.497817,15.497817,19.032893,19.032893,15.497817,15.497817,13.070219,13.070219,0.599926,0.591305,0.599926,0.591305,15.554490,15.429509,19.089839,18.964155,15.554490,15.429509,13.123989,13.005475,13.949232,
0.500000,0.750000,0.750000,0.500000,1.125000,0.600464,0.600464,0.600464,0.600464,15.562235,15.562235,19.097616,19.097616,15.562235,15.562235,12.180050,12.180050,0.605728,0.594022,0.605728,0.594022,15.637709,15.469069,19.173323,19.003977,15.637709,15.469069,12.249458,12.094533,15.261079,
0.500000,0.750000,0.750000,0.500000,1.250000,0.603747,0.603747,0.603747,0.603747,15.609382,15.609382,19.144924,19.144924,15.609382,15.609382,11.399159,11.399159,0.610276,0.595572,0.610276,0.595572,15.702447,15.491571,19.238155,19.026612,15.702447,15.491571,11.481986,11.294615,16.187746,
0.500000,0.750000,0.750000,0.500000,1.375000,0.606054,0.606054,0.606054,0.606054,15.642358,15.642358,19.177982,19.177982,15.642358,15.642358,10.707371,10.707371,0.613764,0.596204,0.613764,0.596204,15.751807,15.500723,19.287521,19.035815,15.751807,15.500723,10.801558,10.585984,16.865195,
0.500000,0.750000,0.750000,0.500000,1.500000,0.607677,0.607677,0.607677,0.607677,15.665506,15.665506,19.201172,19.201172,15.665506,15.665506,10.091061,10.091061,0.616469,0.596247,0.616469,0.596247,15.789903,15.501351,19.325582,19.036446,15.789903,15.501351,10.194533,9.955243,17.343533,
0.500000,0.750000,0.750000,0.625000,0.500000,0.567836,0.567836,0.567836,0.567836,15.080981,15.080981,16.661352,16.661352,15.080981,15.080981,18.611716,18.611716,0.568161,0.567436,0.568161,0.567436,15.085900,15.074930,16.666354,16.655196,15.085900,15.074930,18.616709,18.605571,-6.347189,
0.500000,0.750000,0.750000,0.625000,0.625000,0.586273,0.586273,0.586273,0.586273,15.355810,15.355810,16.940487,16.940487,15.355810,15.355810,16.940487,16.940487,0.586271,0.586271,0.586271,0.586271,15.355778,15.355778,16.940454,16.940454,15.355778,15.355778,16.940454,16.940454,-0.407244,
0.500000,0.750000,0.750000,0.625000,0.750000,0.599488,0.599488,0.599488,0.599488,15.548172,15.548172,17.135384,17.135384,15.548172,15.548172,15.548172,15.548172,0.599640,0.599251,0.599640,0.599251,15.550374,15.544768,17.137612,17.131938,15.550374,15.544768,15.550374,15.544768,3.556188,
0.500000,0.750000,0.750000,0.625000,0.875000,0.609302,0.609302,0.609302,0.609302,15.688618,15.688618,17.277433,17.277433,15.688618,15.688618,14.367407,14.367407,0.610194,0.608229,0.610194,0.608229,15.701286,15.673362,17.290235,17.262013,15.701286,15.673362,14.379802,14.352480,6.257800,
0.500000,0.750000,0.750000,0.625000,1.000000,0.616501,0.616501,0.616501,0.616501,15.790357,15.790357,17.380202,17.380202,15.790357,15.790357,13.348300,13.348300,0.618359,0.614307,0.618359,0.614307,15.816440,15.759468,17.406531,17.349012,15.816440,15.759468,13.373156,13.318876,8.192315,
0.500000,0.750000,0.750000,0.625000,1.125000,0.621875,0.621875,0.621875,0.621875,15.865605,15.865605,17.456141,17.456141,15.865605,15.865605,12.459750,12.459750,0.624783,0.618401,0.624783,0.618401,15.906073,15.817032,17.496956,17.407130,15.906073,15.817032,12.497205,12.414840,9.582977,
0.500000,0.750000,0.750000,0.625000,1.250000,0.625854,0.625854,0.625854,0.625854,15.920947,15.920947,17.511954,17.511954,15.920947,15.920947,11.677295,11.677295,0.629818,0.621035,0.629818,0.621035,15.975748,15.853882,17.567189,17.444315,15.975748,15.853882,11.726467,11.617222,10.599527,
0.500000,0.750000,0.750000,0.625000,1.375000,0.628796,0.628796,0.628796,0.628796,15.961654,15.961654,17.552987,17.552987,15.961654,15.961654,10.983087,10.983087,0.633781,0.622622,0.633781,0.622622,16.030229,15.876016,17.622070,17.466644,16.030229,15.876016,11.042679,10.908855,11.341843,
0.500000,0.750000,0.750000,0.625000,1.500000,0.630949,0.630949,0.630949,0.630949,15.991338,15.991338,17.582897,17.582897,15.991338,15.991338,10.363094,10.363094,0.636894,0.623455,0.636894,0.623455,16.072811,15.887611,17.664943,17.478338,16.072811,15.887611,10.431628,10.276138,11.881023,
0.500000,0.750000,0.750000,0.750000,0.500000,0.578295,0.578295,0.578295,0.578295,15.237825,15.237825,15.237825,15.237825,15.237825,15.237825,18.770676,18.770676,0.579872,0.576738,0.579872,0.576738,15.261262,15.214636,15.261262,15.214636,15.261262,15.214636,18.794380,18.747211,-10.213930,
0.500000,0.750000,0.750000,0.750000,0.625000,0.598770,0.598770,0.598770,0.598770,15.537827,15.537827,15.537827,15.537827,15.537827,15.537827,17.124912,17.124912,0.598942,0.598521,0.598942,0.598521,15.540300,15.534236,15.540300,15.534236,15.540300,15.534236,17.127416,17.121277,-4.289129,
0.500000,0.750000,0.750000,0.750000,0.750000,0.613828,0.613828,0.613828,0.613828,15.752699,15.752699,15.752699,15.752699,15.752699,15.752699,15.752699,15.752699,0.613825,0.613825,0.613825,0.613825,15.752667,15.752667,15.752667,15.752667,15.752667,15.752667,15.752667,15.752667,-0.368553,
0.500000,0.750000,0.750000,0.750000,0.875000,0.624934,0.624934,0.624934,0.624934,15.908176,15.908176,15.908176,15.908176,15.908176,15.908176,14.582436,14.582436,0.625001,0.624807,0.625001,0.624807,15.909100,15.906416,15.909100,15.906416,15.909100,15.906416,14.583342,14.580711,2.375775,
0.500000,0.750000,0.750000,0.750000,1.000000,0.633242,0.633242,0.633242,0.633242,16.022849,16.022849,16.022849,16.022849,16.022849,16.022849,13.570236,13.570236,0.633853,0.632466,0.633853,0.632466,16.031226,16.012189,16.031226,16.012189,16.031226,16.012189,13.578248,13.560041,4.344510,
0.500000,0.750000,0.750000,0.750000,1.125000,0.639510,0.639510,0.639510,0.639510,16.108451,16.108451,16.108451,16.108451,16.108451,16.108451,12.685025,12.685025,0.640876,0.637871,0.640876,0.637871,16.126999,16.086142,16.126999,16.086142,16.126999,16.086142,12.702282,12.664279,5.778973,
0.500000,0.750000,0.750000,0.750000,1.250000,0.644241,0.644241,0.644241,0.644241,16.172558,16.172558,16.172558,16.172558,16.172558,16.172558,11.903683,11.903683,0.646438,0.641604,0.646438,0.641604,16.202177,16.136877,16.202177,16.136877,16.202177,16.136877,11.930439,11.871482,6.838135,
0.500000,0.750000,0.750000,0.750000,1.375000,0.647810,0.647810,0.647810,0.647810,16.220624,16.220624,16.220624,16.220624,16.220624,16.220624,11.208839,11.208839,0.650852,0.644107,0.650852,0.644107,16.261406,16.170744,16.261406,16.170744,16.261406,16.170744,11.244565,11.165207,7.623291,
0.500000,0.750000,0.750000,0.750000,1.500000,0.650476,0.650476,0.650476,0.650476,16.256370,16.256370,16.256370,16.256370,16.256370,16.256370,10.586798,10.586798,0.654347,0.645699,0.654347,0.645699,16.308044,16.192219,16.308044,16.192219,16.308044,16.192219,10.630671,10.532448,8.206729,
0.500000,0.750000,0.750000,0.875000,0.500000,0.586173,0.586173,0.586173,0.586173,15.354342,15.354342,14.040814,14.040814,15.354342,15.354342,18.888388,18.888388,0.589574,0.583101,0.589574,0.583101,15.404214,15.309067,14.089479,13.996652,15.404214,15.309067,18.938673,18.842687,-12.811556,
0.500000,0.750000,0.750000,0.875000,0.625000,0.608830,0.608830,0.608830,0.608830,15.681903,15.681903,14.360836,14.360836,15.681903,15.681903,17.270646,17.270646,0.609894,0.607717,0.609894,0.607717,15.697023,15.666072,14.375630,14.345348,15.697023,15.666072,17.285927,17.254643,-6.992709,
0.500000,0.750000,0.750000,0.875000,0.750000,0.625443,0.625443,0.625443,0.625443,15.915236,15.915236,14.589358,14.589358,15.915236,15.915236,15.915236,15.915236,0.625522,0.625299,0.625522,0.625299,15.916340,15.913245,14.590440,14.587405,15.916340,15.913245,15.916340,15.913245,-3.080806,
0.500000,0.750000,0.750000,0.875000,0.875000,0.637844,0.637844,0.637844,0.637844,16.085770,16.085770,14.756670,14.756670,16.085770,16.085770,14.756670,14.756670,0.637842,0.637842,0.637842,0.637842,16.085739,16.085739,14.756639,14.756639,16.085739,16.085739,14.756639,14.756639,-0.333895,
0.500000,0.750000,0.750000,0.875000,1.000000,0.647217,0.647217,0.647217,0.647217,16.212650,16.212650,14.881315,14.881315,16.212650,16.212650,13.752038,13.752038,0.647236,0.647168,0.647236,0.647168,16.212914,16.211991,14.881574,14.880666,16.212914,16.211991,13.752291,13.751405,1.649742,
0.500000,0.750000,0.750000,0.875000,1.125000,0.654354,0.654354,0.654354,0.654354,16.308127,16.308127,14.975201,14.975201,16.308127,16.308127,12.871178,12.871178,0.654772,0.653788,0.654772,0.653788,16.313693,16.300595,14.980676,14.967791,16.313693,16.300595,12.876379,12.864141,3.110045,
0.500000,0.750000,0.750000,0.875000,1.250000,0.659803,0.659803,0.659803,0.659803,16.380379,16.380379,15.046300,15.046300,16.380379,16.380379,12.091879,12.091879,0.660811,0.658557,0.660811,0.658557,16.393677,16.363913,15.059392,15.030093,16.393677,16.363913,12.103960,12.076928,4.199237,
0.500000,0.750000,0.750000,0.875000,1.375000,0.663965,0.663965,0.663965,0.663965,16.435180,16.435180,15.100259,15.100259,16.435180,16.435180,11.397336,11.397336,0.665641,0.661928,0.665641,0.661928,16.457161,16.408399,15.121908,15.073886,16.457161,16.408399,11.416722,11.373734,5.017129,
0.500000,0.750000,0.750000,0.875000,1.500000,0.667135,0.667135,0.667135,0.667135,16.476709,16.476709,15.141166,15.141166,16.476709,16.476709,10.774465,10.774465,0.669497,0.664251,0.669497,0.664251,16.507529,16.438941,15.171533,15.103962,16.507529,16.438941,10.800838,10.742187,5.631869,
0.500000,0.750000,0.750000,1.000000,0.500000,0.592361,0.592361,0.592361,0.592361,15.444897,15.444897,13.020055,13.020055,15.444897,15.444897,18.979650,18.979650,0.597972,0.587557,0.597972,0.587557,15.526307,15.374668,13.097244,12.953547,15.526307,15.374668,19.061530,18.908889,-14.650328,
0.500000,0.750000,0.750000,1.000000,0.625000,0.616933,0.616933,0.616933,0.616933,15.796419,15.796419,13.354076,13.354076,15.796419,15.796419,17.386322,17.386322,0.619334,0.614657,0.619334,0.614657,15.830095,15.764400,13.386174,13.323572,15.830095,15.764400,17.420312,17.353992,-8.909836,
0.500000,0.750000,0.750000,1.000000,0.750000,0.635010,0.635010,0.635010,0.635010,16.047071,16.047071,13.593406,13.593406,16.047071,16.047071,16.047071,16.047071,0.635739,0.634191,0.635739,0.634191,16.057039,16.035850,13.602944,13.582671,16.057039,16.035850,16.057039,16.035850,-5.019637,
0.500000,0.750000,0.750000,1.000000,0.875000,0.648644,0.648644,0.648644,0.648644,16.231828,16.231828,13.770438,13.770438,16.231828,16.231828,14.900166,14.900166,0.648669,0.648587,0.648669,0.648587,16.232155,16.231056,13.770752,13.769697,16.232155,16.231056,14.900488,14.899408,-2.282420,
0.500000,0.750000,0.750000,1.000000,1.000000,0.659022,0.659022,0.659022,0.659022,16.370058,16.370058,13.903235,13.903235,16.370058,16.370058,13.903235,13.903235,0.659020,0.659020,0.659020,0.659020,16.370028,16.370029,13.903206,13.903206,16.370028,16.370029,13.903206,13.903206,-0.292619,
0.500000,0.750000,0.750000,1.000000,1.125000,0.666997,0.666997,0.666997,0.666997,16.474910,16.474910,14.004164,14.004164,16.474910,16.474910,13.027309,13.027309,0.666999,0.666991,0.666999,0.666991,16.474931,16.474829,14.004183,14.004086,16.474931,16.474829,13.027328,13.027233,1.181094,
0.500000,0.750000,0.750000,1.000000,1.250000,0.673189,0.673189,0.673189,0.673189,16.555507,16.555507,14.081861,14.081861,16.555507,16.555507,12.251326,12.251326,0.673463,0.672788,0.673463,0.672788,16.559056,16.550310,14.085285,14.076848,16.559056,16.550310,12.254566,12.246583,2.280985,
0.500000,0.750000,0.750000,1.000000,1.375000,0.677947,0.677947,0.677947,0.677947,16.616963,16.616963,14.141175,14.141175,16.616963,16.616963,11.558088,11.558088,0.678688,0.676995,0.678688,0.676995,16.626501,16.604700,14.150386,14.129335,16.626501,16.604700,11.566549,11.547213,3.118559,
0.500000,0.750000,0.750000,1.000000,1.500000,0.681609,0.681609,0.681609,0.681609,16.663994,16.663994,14.186606,14.186606,16.663994,16.663994,10.935198,10.935198,0.682890,0.680018,0.682890,0.680018,16.680383,16.643588,14.202446,14.166890,16.680383,16.643588,10.949318,10.917631,3.756302,
0.500000,0.750000,0.750000,1.125000,0.500000,0.597192,0.597192,0.597192,0.597192,15.515029,15.515029,12.136698,12.136698,15.515029,15.515029,19.050196,19.050196,0.605340,0.590620,0.605340,0.590620,15.632163,15.419507,12.244353,12.049113,15.632163,15.419507,19.167764,18.954080,-15.968360,
0.500000,0.750000,0.750000,1.125000,0.625000,0.623443,0.623443,0.623443,0.623443,15.887447,15.887447,12.479962,12.479962,15.887447,15.887447,17.478173,17.478173,0.627506,0.619826,0.627506,0.619826,15.943828,15.836976,12.532179,12.433274,15.943828,15.836976,17.535020,17.427257,-10.283074,
0.500000,0.750000,0.750000,1.125000,0.750000,0.642975,0.642975,0.642975,0.642975,16.155436,16.155436,12.728753,12.728753,16.155436,16.155436,16.155436,16.155436,0.644711,0.641244,0.644711,0.641244,16.178891,16.131996,12.750599,12.706932,16.178891,16.131996,16.178891,16.131996,-6.437051,
0.500000,0.750000,0.750000,1.125000,0.875000,0.657767,0.657767,0.657767,0.657767,16.353447,16.353447,12.913545,12.913545,16.353447,16.353447,15.019793,15.019793,0.658259,0.657164,0.658259,0.657164,16.359962,16.345457,12.919640,12.906073,16.359962,16.345457,15.026205,15.011930,-3.714658,
0.500000,0.750000,0.750000,1.125000,1.000000,0.669117,0.669117,0.669117,0.669117,16.502580,16.502580,13.053269,13.053269,16.502580,16.502580,14.030827,14.030827,0.669119,0.669110,0.669119,0.669110,16.502603,16.502496,13.053290,13.053189,16.502603,16.502496,14.030849,14.030745,-1.728701,
0.500000,0.750000,0.750000,1.125000,1.125000,0.677951,0.677951,0.677951,0.677951,16.617020,16.617020,13.160808,13.160808,16.617020,16.617020,13.160808,13.160808,0.677949,0.677949,0.677949,0.677949,16.616990,16.616990,13.160780,13.160780,16.616990,16.616990,13.160780,13.160780,-0.257786,
0.500000,0.750000,0.750000,1.125000,1.250000,0.684793,0.684793,0.684793,0.684793,16.704682,16.704682,13.243372,13.243372,16.704682,16.704682,12.387765,12.387765,0.684794,0.684788,0.684794,0.684788,16.704690,16.704616,13.243379,13.243310,16.704690,16.704616,12.387773,12.387705,0.858185,
0.500000,0.750000,0.750000,1.125000,1.375000,0.690129,0.690129,0.690129,0.690129,16.772461,16.772461,13.307322,13.307322,16.772461,16.772461,11.696366,11.696366,0.690301,0.689848,0.690301,0.689848,16.774644,16.768906,13.309383,13.303966,16.774644,16.768906,11.698313,11.693197,1.709254,
0.500000,0.750000,0.750000,1.125000,1.500000,0.694279,0.694279,0.694279,0.694279,16.824842,16.824842,13.356811,13.356811,16.824842,16.824842,11.074146,11.074146,0.694819,0.693548,0.694819,0.693548,16.831638,16.815638,13.363237,13.348111,16.831638,16.815638,11.080036,11.066173,2.362522,
0.500000,0.750000,0.750000,1.250000,0.500000,0.600817,0.600817,0.600817,0.600817,15.567312,15.567312,11.361787,11.361787,15.567312,15.567312,19.102713,19.102713,0.611638,0.592392,0.611638,0.592392,15.721754,15.445351,11.499196,11.253693,15.721754,15.445351,19.257471,18.980106,-16.890787,
0.500000,0.750000,0.750000,1.250000,0.625000,0.628728,0.628728,0.628728,0.628728,15.960707,15.960707,11.712964,11.712964,15.960707,15.960707,17.552033,17.552033,0.634698,0.623679,0.634698,0.623679,16.042797,15.890736,11.786731,11.650219,16.042797,15.890736,17.634725,17.481490,-11.284928,
0.500000,0.750000,0.750000,1.250000,0.750000,0.649629,0.649629,0.649629,0.649629,16.245034,16.245034,11.969191,11.969191,16.245034,16.245034,16.245034,16.245034,0.652642,0.646826,0.652642,0.646826,16.285316,16.207392,12.005658,11.935152,16.285316,16.207392,16.285316,16.207392,-7.485674,
0.500000,0.750000,0.750000,1.250000,0.875000,0.665536,0.665536,0.665536,0.665536,16.455789,16.455789,12.160441,12.160441,16.455789,16.455789,15.120557,15.120557,0.666811,0.664197,0.666811,0.664197,16.472482,16.438232,12.175638,12.144465,16.472482,16.438232,15.137001,15.103264,-4.785478,
0.500000,0.750000,0.750000,1.250000,1.000000,0.677871,0.677871,0.677871,0.677871,16.615990,16.615990,12.306576,12.306576,16.615990,16.615990,14.140236,14.140236,0.678197,0.677430,0.678197,0.677430,16.620185,16.610304,12.310412,12.301378,16.620185,16.610304,14.144286,14.134745,-2.816846,
0.500000,0.750000,0.750000,1.250000,1.125000,0.687461,0.687461,0.687461,0.687461,16.738638,16.738638,12.418903,12.418903,16.738638,16.738638,13.275397,13.275397,0.687462,0.687456,0.687462,0.687456,16.738647,16.738569,12.418911,12.418839,16.738647,16.738569,13.275406,13.275332,-1.341602,
0.500000,0.750000,0.750000,1.250000,1.250000,0.694969,0.694969,0.694969,0.694969,16.833522,16.833522,12.506070,12.506070,16.833522,16.833522,12.506070,12.506070,0.694967,0.694967,0.694967,0.694967,16.833493,16.833493,12.506043,12.506043,16.833493,16.833493,12.506043,12.506043,-0.220928,
0.500000,0.750000,0.750000,1.250000,1.375000,0.700855,0.700855,0.700855,0.700855,16.907219,16.907219,12.573934,12.573934,16.907219,16.907219,11.816780,11.816780,0.700855,0.700850,0.700855,0.700850,16.907218,16.907163,12.573933,12.573883,16.907218,16.907163,11.816779,11.816730,0.640299,
0.500000,0.750000,0.750000,1.250000,1.500000,0.705475,0.705475,0.705475,0.705475,16.964645,16.964645,12.626914,12.626914,16.964645,16.964645,11.195599,11.195599,0.705567,0.705298,0.705567,0.705298,16.965797,16.962462,12.627977,12.624898,16.965797,16.962462,11.196602,11.193697,1.305492,
0.500000,0.750000,0.750000,1.375000,0.500000,0.603538,0.603538,0.603538,0.603538,15.606376,15.606376,10.676480,10.676480,15.606376,15.606376,19.141909,19.141909,0.617264,0.593370,0.617264,0.593370,15.801073,15.459589,10.844064,10.550835,15.801073,15.459589,19.336736,18.994437,-17.542282,
0.500000,0.750000,0.750000,1.375000,0.625000,0.633026,0.633026,0.633026,0.633026,16.019880,16.019880,11.033677,11.033677,16.019880,16.019880,17.611647,17.611647,0.641086,0.626515,0.641086,0.626515,16.129845,15.930109,11.129485,10.955719,16.129845,15.930109,17.722337,17.521191,-12.020516,
0.500000,0.750000,0.750000,1.375000,0.750000,0.655227,0.655227,0.655227,0.655227,16.319743,16.319743,11.295753,11.295753,16.319743,16.319743,16.319743,16.319743,0.659713,0.651259,0.659713,0.651259,16.379183,16.266852,11.348011,11.249339,16.379183,16.266852,16.379183,16.266852,-8.270614,
0.500000,0.750000,0.750000,1.375000,0.875000,0.672202,0.672202,0.672202,0.672202,16.542705,16.542705,11.492304,11.492304,16.542705,16.542705,15.206204,15.206204,0.674473,0.669998,0.674473,0.669998,16.572136,16.514057,11.518357,11.466968,16.572136,16.514057,15.235219,15.177967,-5.596796,
0.500000,0.750000,0.750000,1.375000,1.000000,0.685097,0.685097,0.685097,0.685097,16.708556,16.708556,11.639452,11.639452,16.708556,16.708556,14.229685,14.229685,0.686036,0.684062,0.686036,0.684062,16.720518,16.695351,11.650096,11.627706,16.720518,16.695351,14.241253,14.216916,-3.593321,
0.500000,0.750000,0.750000,1.375000,1.125000,0.695795,0.695795,0.695795,0.695795,16.843896,16.843896,11.760131,11.760131,16.843896,16.843896,13.374828,13.374828,0.696005,0.695479,0.696005,0.695479,16.846530,16.839932,11.762484,11.756589,16.846530,16.839932,13.377319,13.371079,-2.172185,
0.500000,0.750000,0.750000,1.375000,1.250000,0.703942,0.703942,0.703942,0.703942,16.945634,16.945634,11.851206,11.851206,16.945634,16.945634,12.609366,12.609366,0.703942,0.703937,0.703942,0.703937,16.945635,16.945576,11.851206,11.851154,16.945635,16.945576,12.609366,12.609312,-1.050000,
0.500000,0.750000,0.750000,1.375000,1.375000,0.710374,0.710374,0.710374,0.710374,17.025155,17.025155,11.922607,11.922607,17.025155,17.025155,11.922607,11.922607,0.710372,0.710372,0.710372,0.710372,17.025126,17.025126,11.922581,11.922581,17.025126,17.025126,11.922581,11.922581,-0.183958,
0.500000,0.750000,0.750000,1.375000,1.500000,0.715459,0.715459,0.715459,0.715459,17.087529,17.087529,11.978745,11.978745,17.087529,17.087529,11.302884,11.302884,0.715459,0.715455,0.715459,0.715455,17.087521,17.087480,11.978738,11.978701,17.087521,17.087480,11.302877,11.302841,0.488643,
0.500000,0.750000,0.750000,1.500000,0.500000,0.605543,0.605543,0.605543,0.605543,15.635060,15.635060,10.065809,10.065809,15.635060,15.635060,19.170668,19.170668,0.622270,0.593701,0.622270,0.593701,15.871115,15.464401,10.262340,9.924784,15.871115,15.464401,19.406608,18.999280,-17.997518,
0.500000,0.750000,0.750000,1.500000,0.625000,0.636525,0.636525,0.636525,0.636525,16.067778,16.067778,10.427389,10.427389,16.067778,16.067778,17.659877,17.659877,0.646806,0.628554,0.646806,0.628554,16.207132,15.958310,10.545071,10.335370,16.207132,15.958310,17.800056,17.549617,-12.561605,
0.500000,0.750000,0.750000,1.500000,0.750000,0.659950,0.659950,0.659950,0.659950,16.382322,16.382322,10.693885,10.693885,16.382322,16.382322,16.382322,16.382322,0.666075,0.654773,0.666075,0.654773,16.462840,16.313711,10.762607,10.635488,16.462840,16.313711,16.462840,16.313711,-8.860977,
0.500000,0.750000,0.750000,1.500000,0.875000,0.677675,0.677675,0.677675,0.677675,16.613458,16.613458,10.891716,10.891716,16.613458,16.613458,15.275971,15.275971,0.681126,0.674532,0.681126,0.674532,16.657797,16.572889,10.929861,10.856869,16.657797,16.572889,15.319714,15.235962,-6.177951,
0.500000,0.750000,0.750000,1.500000,1.000000,0.692070,0.692070,0.692070,0.692070,16.796999,16.796999,11.050034,11.050034,16.796999,16.796999,14.315275,14.315275,0.693795,0.690308,0.693795,0.690308,16.818754,16.774732,11.068872,11.030769,16.818754,16.774732,14.336348,14.293715,-4.279700,
0.500000,0.750000,0.750000,1.500000,1.125000,0.703150,0.703150,0.703150,0.703150,16.935792,16.935792,11.170481,11.170481,16.935792,16.935792,13.461831,13.461831,0.703833,0.702337,0.703833,0.702337,16.944282,16.925679,11.177869,11.161684,16.944282,16.925679,13.469878,13.452247,-2.816814,
