mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,c111 = 1.000000,c112 = 1.000000,c121 = 1.000000,c122 = 1.000000,c211 = 1.000000,c212 = 1.000000,c221 = 1.000000,c222 = 1.000000,data are below
rho,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,HOa11,HOa12,HOa21,HOa22,HOb111,HOb112,HOb211,HOb212,HOb121,HOb122,HOb221,HOb222,dR2da,
0.500000,0.875000,0.625000,1.375000,0.875000,0.670217,0.670217,0.670217,0.670217,15.180779,15.180779,11.469491,11.469491,18.110940,18.110940,15.180779,15.180779,0.671734,0.668774,0.671734,0.668774,15.200213,15.162255,11.486928,11.452879,18.130693,18.092104,15.200213,15.162255,-10.752222,
0.500000,0.875000,0.625000,1.375000,1.000000,0.683642,0.683642,0.683642,0.683642,15.351489,15.351489,11.622942,11.622942,18.284202,18.284202,14.211736,14.211736,0.683776,0.683428,0.683776,0.683428,15.353172,15.348793,11.624458,11.620514,18.285907,18.281471,14.213384,14.209096,-8.568515,
0.500000,0.875000,0.625000,1.375000,1.125000,0.694672,0.694672,0.694672,0.694672,15.489548,15.489548,11.747518,11.747518,18.423905,18.423905,13.361479,13.361479,0.694277,0.694926,0.694277,0.694926,15.484650,15.492713,11.743090,11.750379,18.418955,18.427103,13.356793,13.364507,-6.994956,
0.500000,0.875000,0.625000,1.375000,1.250000,0.703155,0.703155,0.703155,0.703155,15.594429,15.594429,11.842441,11.842441,18.529785,18.529785,12.600345,12.600345,0.702137,0.703956,0.702137,0.703956,15.581897,15.604275,11.831085,11.851364,18.517145,18.539713,12.588658,12.609529,-5.763733,
0.500000,0.875000,0.625000,1.375000,1.375000,0.709867,0.709867,0.709867,0.709867,15.676608,15.676608,11.916989,11.916989,18.612595,18.612595,11.916989,11.916989,0.708463,0.711043,0.708463,0.711043,15.659478,15.690941,11.901437,11.930007,18.595344,18.627025,11.901437,11.930007,-4.812949,
0.500000,0.875000,0.625000,1.375000,1.500000,0.715184,0.715184,0.715184,0.715184,15.741222,15.741222,11.975711,11.975711,18.677614,18.677614,11.299937,11.299937,0.713539,0.716612,0.713539,0.716612,15.721275,15.758499,11.957573,11.991428,18.657551,18.694985,11.282321,11.315203,-4.074047,
0.500000,0.875000,0.625000,1.500000,0.500000,0.601473,0.601473,0.601473,0.601473,14.257995,14.257995,10.017518,10.017518,17.164296,17.164296,19.112177,19.112177,0.617032,0.591434,0.617032,0.591434,14.474303,14.116011,10.201133,9.897611,17.387735,17.017115,19.333486,18.966054,-24.027472,
0.500000,0.875000,0.625000,1.500000,0.625000,0.633422,0.633422,0.633422,0.633422,14.697322,14.697322,10.391645,10.391645,17.617115,17.617115,17.617115,17.617115,0.642954,0.626596,0.642954,0.626596,14.824812,14.605028,10.501103,10.312655,17.747792,17.522310,17.747792,17.522310,-18.102344,
0.500000,0.875000,0.625000,1.500000,0.750000,0.657597,0.657597,0.657597,0.657597,15.017582,15.017582,10.667378,10.667378,17.944764,17.944764,16.351201,16.351201,0.663156,0.653207,0.663156,0.653207,15.089802,14.960179,10.729911,10.617768,18.018367,17.886187,16.424562,16.292856,-14.057022,
0.500000,0.875000,0.625000,1.500000,0.875000,0.676245,0.676245,0.676245,0.676245,15.257796,15.257796,10.875881,10.875881,18.189180,18.189180,15.257796,15.257796,0.679146,0.673715,0.679146,0.673715,15.294645,15.225537,10.907994,10.847795,18.226572,18.156422,15.294645,15.225537,-11.166834,
0.500000,0.875000,0.625000,1.500000,1.000000,0.690824,0.690824,0.690824,0.690824,15.441603,15.441603,11.036409,11.036409,18.375431,18.375431,14.300029,14.300029,0.691927,0.689699,0.691927,0.689699,15.455375,15.427547,11.048472,11.024103,18.389360,18.361212,14.313528,14.286253,-9.036094,
0.500000,0.875000,0.625000,1.500000,1.125000,0.702352,0.702352,0.702352,0.702352,15.584548,15.584548,11.161847,11.161847,18.519818,18.519818,13.452426,13.452426,0.702359,0.702332,0.702359,0.702332,15.584630,15.584299,11.161920,11.161629,18.519901,18.519568,13.452505,13.452188,-7.432603,
0.500000,0.875000,0.625000,1.500000,1.250000,0.711488,0.711488,0.711488,0.711488,15.696352,15.696352,11.260325,11.260325,18.632472,18.632472,12.695501,12.695501,0.711019,0.711801,0.711019,0.711801,15.690647,15.700166,11.255292,11.263689,18.626729,18.636310,12.690170,12.699065,-6.202569,
0.500000,0.875000,0.625000,1.500000,1.375000,0.718763,0.718763,0.718763,0.718763,15.784468,15.784468,11.338165,11.338165,18.721086,18.721086,12.015066,12.015066,0.717707,0.719597,0.717707,0.719597,15.771734,15.794523,11.326903,11.347060,18.708289,18.731187,12.003473,12.024222,-5.249172,
0.500000,0.875000,0.625000,1.500000,1.500000,0.724562,0.724562,0.724562,0.724562,15.854134,15.854134,11.399849,11.399849,18.791037,18.791037,11.399849,11.399849,0.723106,0.725783,0.723106,0.725783,15.836696,15.868733,11.384397,11.412791,18.773537,18.805685,11.384397,11.412791,-4.504340,
0.500000,0.875000,0.750000,0.500000,0.500000,0.562515,0.562515,0.562515,0.562515,13.695871,13.695871,18.529641,18.529641,15.000225,15.000225,18.529641,18.529641,0.562413,0.562569,0.562413,0.562569,13.694357,13.696668,18.528057,18.530474,14.998668,15.001045,18.528057,18.530474,-3.643776,
0.500000,0.875000,0.750000,0.500000,0.625000,0.579685,0.579685,0.579685,0.579685,13.947328,13.947328,18.791565,18.791565,15.258478,15.258478,16.841722,16.841722,0.579912,0.579375,0.579912,0.579375,13.950618,13.942841,18.794977,18.786910,15.261853,15.253875,16.845148,16.837049,2.206345,
0.500000,0.875000,0.750000,0.500000,0.750000,0.591946,0.591946,0.591946,0.591946,14.123295,14.123295,18.973567,18.973567,15.438856,15.438856,15.438856,15.438856,0.593272,0.590450,0.593272,0.590450,14.142147,14.101984,18.993004,18.951581,15.458164,15.417026,15.458164,15.417026,6.088736,
0.500000,0.875000,0.750000,0.500000,0.875000,0.600725,0.600725,0.600725,0.600725,14.247492,14.247492,19.101391,19.101391,15.565996,15.565996,14.247492,14.247492,0.603378,0.597727,0.603378,0.597727,14.284726,14.205243,19.139611,19.057967,15.604085,15.522762,14.284726,14.205243,8.805671,
0.500000,0.875000,0.750000,0.500000,1.000000,0.607317,0.607317,0.607317,0.607317,14.339781,14.339781,19.196039,19.196039,15.660381,15.660381,13.224586,13.224586,0.611360,0.602669,0.611360,0.602669,14.395967,14.274791,19.253520,19.129417,15.717805,15.593923,13.279211,13.161430,10.677661,
0.500000,0.875000,0.750000,0.500000,1.125000,0.612281,0.612281,0.612281,0.612281,14.408736,14.408736,19.266569,19.266569,15.730851,15.730851,12.335275,12.335275,0.617685,0.605939,0.617685,0.605939,14.483284,14.320546,19.342641,19.176336,15.806988,15.640716,12.405559,12.252225,11.989576,
0.500000,0.875000,0.750000,0.500000,1.250000,0.615910,0.615910,0.615910,0.615910,14.458855,14.458855,19.317733,19.317733,15.782044,15.782044,11.552996,11.552996,0.622590,0.607885,0.622590,0.607885,14.550471,14.347697,19.411043,19.204143,15.875564,15.668473,11.636631,11.451724,12.945829,
0.500000,0.875000,0.750000,0.500000,1.375000,0.618495,0.618495,0.618495,0.618495,14.494411,14.494411,19.353979,19.353979,15.818348,15.818348,10.858984,10.858984,0.626363,0.608874,0.626363,0.608874,14.601865,14.361457,19.463264,19.218227,15.927993,15.682538,10.953884,10.741909,13.655537,
0.500000,0.875000,0.750000,0.500000,1.500000,0.620412,0.620412,0.620412,0.620412,14.520699,14.520699,19.380751,19.380751,15.845182,15.845182,10.240665,10.240665,0.629350,0.609270,0.629350,0.609270,14.642369,14.366958,19.504360,19.223855,15.969296,15.688160,10.344588,10.109869,14.151133,
0.500000,0.875000,0.750000,0.625000,0.500000,0.576612,0.576612,0.576612,0.576612,13.902765,13.902765,16.795289,16.795289,15.212753,15.212753,18.745305,18.745305,0.576623,0.576585,0.576623,0.576585,13.902919,13.902366,16.795449,16.794873,15.212911,15.212344,18.745465,18.744891,-9.220117,
0.500000,0.875000,0.750000,0.625000,0.625000,0.596062,0.596062,0.596062,0.596062,14.181702,14.181702,17.085262,17.085262,15.498665,15.498665,17.085262,17.085262,0.595943,0.596124,0.595943,0.596124,14.180029,14.182580,17.083527,17.086172,15.496951,15.499564,17.083527,17.086172,-3.336113,
0.500000,0.875000,0.750000,0.625000,0.750000,0.610143,0.610143,0.610143,0.610143,14.379085,14.379085,17.289495,17.289495,15.700553,15.700553,15.700553,15.700553,0.610157,0.610108,0.610157,0.610108,14.379280,14.378601,17.289697,17.288995,15.700753,15.700059,15.700753,15.700059,0.598859,
0.500000,0.875000,0.750000,0.625000,0.875000,0.620749,0.620749,0.620749,0.620749,14.525308,14.525308,17.440283,17.440283,15.849885,15.849885,14.525308,14.525308,0.621494,0.619860,0.621494,0.619860,14.535495,14.513126,17.450772,17.427737,15.860282,15.837452,14.535495,14.513126,3.278956,
0.500000,0.875000,0.750000,0.625000,1.000000,0.628555,0.628555,0.628555,0.628555,14.631608,14.631608,17.549630,17.549630,15.958324,15.958324,13.508556,13.508556,0.630275,0.626585,0.630275,0.626585,14.654875,14.604886,17.573535,17.522164,15.982046,15.931074,13.531225,13.482528,5.222035,
0.500000,0.875000,0.750000,0.625000,1.125000,0.634408,0.634408,0.634408,0.634408,14.710594,14.710594,17.630734,17.630734,16.038833,16.038833,12.620319,12.620319,0.637171,0.631221,0.637171,0.631221,14.747665,14.667662,17.668755,17.586667,16.076599,15.995080,12.655408,12.579705,6.636545,
0.500000,0.875000,0.750000,0.625000,1.250000,0.638815,0.638815,0.638815,0.638815,14.769660,14.769660,17.691301,17.691301,16.099000,16.099000,11.837334,11.837334,0.642618,0.634363,0.642618,0.634363,14.820344,14.709990,17.743217,17.630114,16.150603,16.038217,11.883866,11.782611,7.674346,
0.500000,0.875000,0.750000,0.625000,1.375000,0.642119,0.642119,0.642119,0.642119,14.813715,14.813715,17.736430,17.736430,16.143855,16.143855,11.141717,11.141717,0.646920,0.636401,0.646920,0.636401,14.877392,14.737342,17.801591,17.658171,16.208659,16.066083,11.198366,11.073890,8.440494,
0.500000,0.875000,0.750000,0.625000,1.500000,0.644582,0.644582,0.644582,0.644582,14.846437,14.846437,17.769926,17.769926,16.177162,16.177162,10.519710,10.519710,0.650318,0.637630,0.650318,0.637630,14.922225,14.753800,17.847421,17.675045,16.254264,16.082847,10.585011,10.440085,9.004078,
0.500000,0.875000,0.750000,0.750000,0.500000,0.587253,0.587253,0.587253,0.587253,14.056295,14.056295,15.370210,15.370210,15.370210,15.370210,18.904393,18.904393,0.588409,0.586116,0.588409,0.586116,14.072834,14.039987,15.387159,15.353495,15.387159,15.353495,18.921484,18.887533,-12.839440,
0.500000,0.875000,0.750000,0.750000,0.625000,0.609011,0.609011,0.609011,0.609011,14.363358,14.363358,15.684481,15.684481,15.684481,15.684481,17.273251,17.273251,0.609010,0.609007,0.609010,0.609007,14.363353,14.363301,15.684475,15.684422,15.684475,15.684422,17.273246,17.273192,-7.011620,
0.500000,0.875000,0.750000,0.750000,0.750000,0.624934,0.624934,0.624934,0.624934,14.582436,14.582436,15.908176,15.908176,15.908176,15.908176,15.908176,15.908176,0.624807,0.625001,0.624807,0.625001,14.580711,14.583342,15.906416,15.909100,15.906416,15.909100,15.906416,15.909100,-3.093509,
0.500000,0.875000,0.750000,0.750000,0.875000,0.636826,0.636826,0.636826,0.636826,14.743039,14.743039,16.071886,16.071886,16.071886,16.071886,14.743039,14.743039,0.636824,0.636824,0.636824,0.636824,14.743009,14.743009,16.071856,16.071856,16.071856,16.071856,14.743009,14.743009,-0.350184,
0.500000,0.875000,0.750000,0.750000,1.000000,0.645808,0.645808,0.645808,0.645808,14.862673,14.862673,16.193683,16.193683,16.193683,16.193683,13.733845,13.733845,0.646155,0.645339,0.646155,0.645339,14.867275,14.856465,16.198366,16.187366,16.198366,16.187366,13.738336,13.727787,1.626623,
0.500000,0.875000,0.750000,0.750000,1.125000,0.652644,0.652644,0.652644,0.652644,14.952784,14.952784,16.285338,16.285338,16.285338,16.285338,12.849890,12.849890,0.653704,0.651378,0.653704,0.651378,14.966691,14.936167,16.299476,16.268442,16.299476,16.268442,12.863096,12.834114,3.077957,
0.500000,0.875000,0.750000,0.750000,1.250000,0.657851,0.657851,0.657851,0.657851,15.020883,15.020883,16.354555,16.354555,16.354555,16.354555,12.068434,12.068434,0.659708,0.655674,0.659708,0.655674,15.045069,14.992472,16.379128,16.325682,16.379128,16.325682,12.090743,12.042242,4.159488,
0.500000,0.875000,0.750000,0.750000,1.375000,0.661816,0.661816,0.661816,0.661816,15.072437,15.072437,16.406927,16.406927,16.406927,16.406927,11.372438,11.372438,0.664482,0.658681,0.664482,0.658681,15.106942,15.031704,16.441966,16.365549,16.441966,16.365549,11.403319,11.336016,4.970702,
0.500000,0.875000,0.750000,0.750000,1.500000,0.664831,0.664831,0.664831,0.664831,15.111459,15.111459,16.446552,16.446552,16.446552,16.446552,10.748689,10.748689,0.668278,0.660725,0.668278,0.660725,15.155876,15.058276,16.491639,16.392543,16.491639,16.392543,10.787237,10.702597,5.578921,
0.500000,0.875000,0.750000,0.875000,0.500000,0.595397,0.595397,0.595397,0.595397,14.172287,14.172287,14.172287,14.172287,15.489026,15.489026,19.024053,19.024053,0.598393,0.592762,0.598393,0.592762,14.214650,14.134894,14.214650,14.134894,15.532389,15.450736,19.067641,18.985527,-15.278492,
0.500000,0.875000,0.750000,0.875000,0.625000,0.619225,0.619225,0.619225,0.619225,14.504427,14.504427,14.504427,14.504427,15.828572,15.828572,17.418776,17.418776,0.619982,0.618412,0.619982,0.618412,14.514807,14.493270,14.514807,14.493270,15.839167,15.817183,17.429468,17.407282,-9.502008,
0.500000,0.875000,0.750000,0.875000,0.750000,0.636825,0.636825,0.636825,0.636825,14.743028,14.743028,14.743028,14.743028,16.071875,16.071875,16.071875,16.071875,0.636823,0.636823,0.636823,0.636823,14.742999,14.742997,14.742999,14.742997,16.071846,16.071843,16.071846,16.071843,-5.603561,
0.500000,0.875000,0.750000,0.875000,0.875000,0.650083,0.650083,0.650083,0.650083,14.919122,14.919122,14.919122,14.919122,16.251108,16.251108,14.919122,14.919122,0.649948,0.650153,0.649948,0.650153,14.917350,14.920047,14.917350,14.920047,16.249306,16.252049,14.917350,14.920047,-2.857827,
0.500000,0.875000,0.750000,0.875000,1.000000,0.660166,0.660166,0.660166,0.660166,15.051019,15.051019,15.051019,15.051019,16.385172,16.385172,13.917773,13.917773,0.660161,0.660167,0.660161,0.660167,15.050948,15.051031,15.050948,15.051031,16.385100,16.385184,13.917703,13.917784,-0.861147,
0.500000,0.875000,0.750000,0.875000,1.125000,0.667902,0.667902,0.667902,0.667902,15.151046,15.151046,15.151046,15.151046,16.486738,16.486738,13.038404,13.038404,0.667983,0.667752,0.667983,0.667752,15.152076,15.149106,15.152076,15.149106,16.487783,16.484768,13.039384,13.036556,0.619274,
0.500000,0.875000,0.750000,0.875000,1.250000,0.673935,0.673935,0.673935,0.673935,15.228354,15.228354,15.228354,15.228354,16.565174,16.565174,12.260150,12.260150,0.674522,0.673180,0.674522,0.673180,15.235838,15.218713,15.235838,15.218713,16.572764,16.555394,12.267080,12.251223,1.719236,
0.500000,0.875000,0.750000,0.875000,1.375000,0.678558,0.678558,0.678558,0.678558,15.287180,15.287180,15.287180,15.287180,16.624821,16.624821,11.565059,11.565059,0.679748,0.677116,0.679748,0.677116,15.302270,15.268876,15.302270,15.268876,16.640118,16.606265,11.578633,11.548601,2.558954,
0.500000,0.875000,0.750000,0.875000,1.500000,0.682153,0.682153,0.682153,0.682153,15.332700,15.332700,15.332700,15.332700,16.670956,16.670956,10.941195,10.941195,0.683964,0.679975,0.683964,0.679975,15.355542,15.305148,15.355542,15.305148,16.694099,16.643034,10.961141,10.917153,3.191644,
0.500000,0.875000,0.750000,1.000000,0.500000,0.601630,0.601630,0.601630,0.601630,14.260203,14.260203,13.147258,13.147258,15.579000,15.579000,19.114444,19.114444,0.606928,0.597275,0.606928,0.597275,14.334352,14.198864,13.219309,13.087686,15.654830,15.516233,19.190478,19.051406,-16.952600,
0.500000,0.875000,0.750000,1.000000,0.625000,0.627408,0.627408,0.627408,0.627408,14.616053,14.616053,13.493404,13.493404,15.942462,15.942462,17.533643,17.533643,0.629554,0.625414,0.629554,0.625414,14.645131,14.588963,13.521731,13.467021,15.972112,15.914834,17.563525,17.505790,-11.242973,
0.500000,0.875000,0.750000,1.000000,0.750000,0.646601,0.646601,0.646601,0.646601,14.873167,14.873167,13.744086,13.744086,16.204361,16.204361,16.204361,16.204361,0.647096,0.646015,0.647096,0.646015,14.879714,14.865416,13.750475,13.736521,16.211021,16.196474,16.211021,16.196474,-7.377676,
0.500000,0.875000,0.750000,1.000000,0.875000,0.661116,0.661116,0.661116,0.661116,15.063359,15.063359,13.929832,13.929832,16.397707,16.397707,15.063359,15.063359,0.661113,0.661115,0.661113,0.661115,15.063318,15.063343,13.929792,13.929816,16.397665,16.397690,15.063318,15.063343,-4.634617,
0.500000,0.875000,0.750000,1.000000,1.000000,0.672247,0.672247,0.672247,0.672247,15.206778,15.206778,14.070075,14.070075,16.543288,16.543288,14.070075,14.070075,0.672106,0.672322,0.672106,0.672322,15.204977,15.207734,14.068313,14.071011,16.541461,16.544258,14.068313,14.071011,-2.630178,
0.500000,0.875000,0.750000,1.000000,1.125000,0.680966,0.680966,0.680966,0.680966,15.317697,15.317697,14.178643,14.178643,16.655753,16.655753,13.197268,13.197268,0.680917,0.680985,0.680917,0.680985,15.317077,15.317938,14.178036,14.178878,16.655125,16.655997,13.196676,13.197497,-1.152627,
0.500000,0.875000,0.750000,1.000000,1.250000,0.687744,0.687744,0.687744,0.687744,15.403064,15.403064,14.262261,14.262261,16.742233,16.742233,12.422202,12.422202,0.687744,0.687740,0.687744,0.687740,15.403059,15.403011,14.262257,14.262209,16.742229,16.742179,12.422197,12.422152,-0.033543,
0.500000,0.875000,0.750000,1.000000,1.375000,0.693006,0.693006,0.693006,0.693006,15.468831,15.468831,14.326718,14.326718,16.808813,16.808813,11.728796,11.728796,0.693244,0.692645,0.693244,0.692645,15.471783,15.464332,14.329612,14.322309,16.811801,16.804261,11.731463,11.724733,0.825186,
0.500000,0.875000,0.750000,1.000000,1.500000,0.697107,0.697107,0.697107,0.697107,15.519775,15.519775,14.376670,14.376670,16.860361,16.860361,11.104943,11.104943,0.697793,0.696221,0.697793,0.696221,15.528270,15.508791,14.385001,14.365899,16.868954,16.849249,11.112399,11.095304,1.484999,
0.500000,0.875000,0.750000,1.125000,0.500000,0.606369,0.606369,0.606369,0.606369,14.326559,14.326559,12.257884,12.257884,15.646863,15.646863,19.182496,19.182496,0.614313,0.600204,0.614313,0.600204,14.436826,14.240161,12.361750,12.176613,15.759546,15.558495,19.295255,19.093860,-18.112668,
0.500000,0.875000,0.750000,1.125000,0.625000,0.633980,0.633980,0.633980,0.633980,14.704839,14.704839,12.614872,12.614872,16.032968,16.032968,17.624828,17.624828,0.637893,0.630610,0.637893,0.630610,14.757329,14.659412,12.664558,12.571902,16.086442,15.986670,17.678663,17.578194,-12.476310,
0.500000,0.875000,0.750000,1.125000,0.750000,0.654683,0.654683,0.654683,0.654683,14.979511,14.979511,12.875272,12.875272,16.312508,16.312508,16.312508,16.312508,0.656272,0.653126,0.656272,0.653126,15.000288,14.959111,12.895010,12.855898,16.333626,16.291771,16.333626,16.291771,-8.652063,
0.500000,0.875000,0.750000,1.125000,0.875000,0.670401,0.670401,0.670401,0.670401,15.183132,15.183132,13.068962,13.068962,16.519298,16.519298,15.183132,15.183132,0.670722,0.669981,0.670722,0.669981,15.187252,15.177753,13.072886,13.063838,16.523478,16.513840,15.187252,15.177753,-5.921926,
0.500000,0.875000,0.750000,1.125000,1.000000,0.682659,0.682659,0.682659,0.682659,15.339081,15.339081,13.217679,13.217679,16.677422,16.677422,14.199584,14.199584,0.682655,0.682658,0.682655,0.682658,15.339031,15.339073,13.217631,13.217671,16.677371,16.677413,14.199535,14.199575,-3.937693,
0.500000,0.875000,0.750000,1.125000,1.125000,0.692220,0.692220,0.692220,0.692220,15.459026,15.459026,13.332284,13.332284,16.798890,16.798890,13.332284,13.332284,0.692070,0.692296,0.692070,0.692296,15.457163,15.459971,13.330503,13.333188,16.797004,16.799846,13.330503,13.333188,-2.451308,
0.500000,0.875000,0.750000,1.125000,1.250000,0.699690,0.699690,0.699690,0.699690,15.551728,15.551728,13.420993,13.420993,16.892681,16.892681,12.560536,12.560536,0.699576,0.699744,0.699576,0.699744,15.550323,15.552393,13.419647,13.421629,16.891260,16.893354,12.559226,12.561155,-1.316588,
0.500000,0.875000,0.750000,1.125000,1.375000,0.705561,0.705561,0.705561,0.705561,15.623964,15.623964,13.490196,13.490196,16.965712,16.965712,11.869215,11.869215,0.705556,0.705560,0.705556,0.705560,15.623912,15.623960,13.490147,13.490192,16.965659,16.965707,11.869168,11.869211,-0.443508,
0.500000,0.875000,0.750000,1.125000,1.500000,0.710180,0.710180,0.710180,0.710180,15.680422,15.680422,13.544334,13.544334,17.022759,17.022759,11.246274,11.246274,0.710192,0.710145,0.710192,0.710145,15.680575,15.680001,13.544481,13.543930,17.022914,17.022333,11.246409,11.245902,0.232194,
0.500000,0.875000,0.750000,1.250000,0.500000,0.609979,0.609979,0.609979,0.609979,14.376816,14.376816,11.478232,11.478232,15.698235,15.698235,19.233940,19.233940,0.620798,0.601970,0.620798,0.601970,14.525975,14.264983,11.614255,11.376508,15.850567,15.583890,19.386121,19.119351,-18.924171,
0.500000,0.875000,0.750000,1.250000,0.625000,0.639298,0.639298,0.639298,0.639298,14.776107,14.776107,11.843251,11.843251,16.105565,16.105565,17.697908,17.697908,0.645252,0.634447,0.645252,0.634447,14.855314,14.711107,11.915999,11.783634,16.186195,16.039355,17.779008,17.631260,-13.361199,
0.500000,0.875000,0.750000,1.250000,0.750000,0.661402,0.661402,0.661402,0.661402,15.067072,15.067072,12.111048,12.111048,16.401478,16.401478,16.401478,16.401478,0.664389,0.658712,0.664389,0.658712,15.105749,15.032111,12.146761,12.078789,16.440755,16.365963,16.440755,16.365963,-9.578074,
0.500000,0.875000,0.750000,1.250000,0.875000,0.678363,0.678363,0.678363,0.678363,15.284717,15.284717,12.312368,12.312368,16.622325,16.622325,15.284717,15.284717,0.679557,0.677128,0.679557,0.677128,15.299853,15.269030,12.326401,12.297829,16.637667,16.606421,15.299853,15.269030,-6.881531,
0.500000,0.875000,0.750000,1.250000,1.000000,0.691596,0.691596,0.691596,0.691596,15.451242,15.451242,12.466987,12.466987,16.791011,16.791011,14.309477,14.309477,0.691790,0.691304,0.691790,0.691304,15.453672,15.447596,12.469248,12.463597,16.793471,16.787321,14.311859,14.305903,-4.904144,
0.500000,0.875000,0.750000,1.250000,1.125000,0.701952,0.701952,0.701952,0.701952,15.579630,15.579630,12.586544,12.586544,16.920896,16.920896,13.447715,13.447715,0.701948,0.701952,0.701948,0.701952,15.579575,15.579627,12.586493,12.586541,16.920840,16.920892,13.447662,13.447712,-3.413642,
0.500000,0.875000,0.750000,1.250000,1.250000,0.710121,0.710121,0.710121,0.710121,15.679712,15.679712,12.679953,12.679953,17.022042,17.022042,12.679953,12.679953,0.709965,0.710200,0.709965,0.710200,15.677812,15.680671,12.678178,12.680849,17.020122,17.023010,12.678178,12.680849,-2.273670,
0.500000,0.875000,0.750000,1.250000,1.375000,0.716585,0.716585,0.716585,0.716585,15.758180,15.758180,12.753318,12.753318,17.101281,17.101281,11.991138,11.991138,0.716421,0.716673,0.716421,0.716673,15.756186,15.759239,12.751453,12.754309,17.099268,17.102350,11.989324,11.992102,-1.391825,
0.500000,0.875000,0.750000,1.250000,1.500000,0.721715,0.721715,0.721715,0.721715,15.819995,15.819995,12.811193,12.811193,17.163665,17.163665,11.369605,11.369605,0.721694,0.721722,0.721694,0.721722,15.819747,15.820074,12.810961,12.811268,17.163415,17.163745,11.369386,11.369676,-0.705650,
0.500000,0.875000,0.750000,1.375000,0.500000,0.612645,0.612645,0.612645,0.612645,14.413771,14.413771,10.787930,10.787930,15.735995,15.735995,19.271713,19.271713,0.626520,0.602834,0.626520,0.602834,14.604001,14.277102,10.955773,10.667825,15.930171,15.596287,19.465433,19.131790,-19.477199,
0.500000,0.875000,0.750000,1.375000,0.625000,0.643593,0.643593,0.643593,0.643593,14.833300,14.833300,11.159131,11.159131,16.163791,16.163791,17.756481,17.756481,0.651800,0.637213,0.651800,0.637213,14.941708,14.748217,11.255674,11.083541,16.274076,16.077161,17.867324,17.669322,-13.995573,
0.500000,0.875000,0.750000,1.375000,0.750000,0.667027,0.667027,0.667027,0.667027,15.139782,15.139782,11.432735,11.432735,16.475305,16.475305,16.475305,16.475305,0.671643,0.663100,0.671643,0.663100,15.199055,15.089075,11.485889,11.387325,16.535453,16.423824,16.535453,16.423824,-10.257213,
0.500000,0.875000,0.750000,1.375000,0.875000,0.685139,0.685139,0.685139,0.685139,15.370338,15.370338,11.639925,11.639925,16.709088,16.709088,15.370338,15.370338,0.687457,0.682933,0.687457,0.682933,15.399462,15.342541,11.666181,11.614883,16.738585,16.680928,15.399462,15.342541,-7.590987,
0.500000,0.875000,0.750000,1.375000,1.000000,0.699303,0.699303,0.699303,0.699303,15.546951,15.546951,11.799439,11.799439,16.887849,16.887849,14.403324,14.403324,0.700215,0.698305,0.700215,0.698305,15.558204,15.534604,11.809627,11.788265,16.899230,16.875362,14.414363,14.391214,-5.624942,
0.500000,0.875000,0.750000,1.375000,1.125000,0.710455,0.710455,0.710455,0.710455,15.683776,15.683776,11.923499,11.923499,17.026147,17.026147,13.547551,13.547551,0.710558,0.710269,0.710558,0.710269,15.685037,15.681511,11.924644,11.921442,17.027420,17.023859,13.548761,13.545378,-4.138717,
0.500000,0.875000,0.750000,1.375000,1.250000,0.719299,0.719299,0.719299,0.719299,15.790932,15.790932,12.020952,12.020952,17.134339,17.134339,12.783974,12.783974,0.719294,0.719299,0.719294,0.719299,15.790875,15.790934,12.020900,12.020954,17.134281,17.134341,12.783921,12.783976,-2.997443,
0.500000,0.875000,0.750000,1.375000,1.375000,0.726349,0.726349,0.726349,0.726349,15.875494,15.875494,12.098041,12.098041,17.219646,17.219646,12.098041,12.098041,0.726193,0.726427,0.726193,0.726427,15.873635,15.876433,12.096344,12.098898,17.217771,17.220593,12.096344,12.098898,-2.111680,
0.500000,0.875000,0.750000,1.375000,1.500000,0.731972,0.731972,0.731972,0.731972,15.942419,15.942419,12.159166,12.159166,17.287116,17.287116,11.478200,11.478200,0.731763,0.732088,0.731763,0.732088,15.939935,15.943790,12.156895,12.160419,17.284612,17.288497,11.475993,11.479419,-1.418090,
0.500000,0.875000,0.750000,1.500000,0.500000,0.614553,0.614553,0.614553,0.614553,14.440141,14.440141,10.172058,10.172058,15.762931,15.762931,19.298638,19.298638,0.631580,0.602990,0.631580,0.602990,14.672503,14.279285,10.370382,10.035540,16.000014,15.598520,19.534897,19.134029,-19.843738,
0.500000,0.875000,0.750000,1.500000,0.625000,0.647052,0.647052,0.647052,0.647052,14.879135,14.879135,10.547866,10.547866,16.210433,16.210433,17.803374,17.803374,0.657664,0.639148,0.657664,0.639148,15.018458,14.774101,10.668136,10.457516,16.352091,16.103522,17.945657,17.695852,-14.446683,
0.500000,0.875000,0.750000,1.500000,0.750000,0.671806,0.671806,0.671806,0.671806,15.201132,15.201132,10.826566,10.826566,16.537561,16.537561,16.537561,16.537561,0.678220,0.666585,0.678220,0.666585,15.282891,15.134084,10.897747,10.768319,16.620473,16.469522,16.620473,16.469522,-10.762819,
