mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,sigma =0.250000,data are below
cA11,cA12,cA21,cA22,cB11,cB12,cB21,cB22,rho,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.600000,1.000000,1.000000,1.000000,1.000000,0.714761,0.714761,0.714761,0.714761,14.588987,14.588987,14.588987,14.588987,14.588987,14.588987,14.588987,14.588987,0.726893,0.698826,0.698826,0.726893,14.732384,14.397537,14.732384,14.397537,14.397537,14.732384,14.397537,14.732384,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.600000,1.000000,1.000000,1.000000,1.000000,0.714718,0.714718,0.714718,0.714718,14.588485,14.588485,14.588485,14.588485,14.588485,14.588485,14.588485,14.588485,0.729093,0.693638,0.693638,0.729093,14.758179,14.334425,14.758179,14.334425,14.334425,14.758179,14.334425,14.758179,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.600000,1.000000,1.000000,1.000000,1.000000,0.713930,0.713930,0.713930,0.713930,14.579094,14.579094,14.579094,14.579094,14.579094,14.579094,14.579094,14.579094,0.731127,0.687279,0.687279,0.731127,14.781959,14.256537,14.781959,14.256537,14.256537,14.781959,14.256537,14.781959,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.600000,1.000000,1.000000,1.000000,1.000000,0.714190,0.714190,0.714190,0.714190,14.582190,14.582190,14.582190,14.582190,14.582190,14.582190,14.582190,14.582190,0.734185,0.679728,0.679728,0.734185,14.817608,14.163288,14.817608,14.163288,14.163288,14.817608,14.163288,14.817608,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.600000,1.000000,1.000000,1.000000,1.000000,0.714196,0.714196,0.714196,0.714196,14.582267,14.582267,14.582267,14.582267,14.582267,14.582267,14.582267,14.582267,0.736725,0.669823,0.669823,0.736725,14.847126,14.039694,14.847126,14.039694,14.039694,14.847126,14.039694,14.847126,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.700000,1.000000,1.000000,1.000000,1.000000,0.735116,0.735116,0.735116,0.735116,14.828441,14.828441,14.828441,14.828441,14.828441,14.828441,14.828441,14.828441,0.735114,0.735114,0.735114,0.735114,14.828415,14.828415,14.828415,14.828415,14.828415,14.828415,14.828415,14.828415,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.700000,1.000000,1.000000,1.000000,1.000000,0.735108,0.735108,0.735108,0.735108,14.828342,14.828342,14.828342,14.828342,14.828342,14.828342,14.828342,14.828342,0.737291,0.732568,0.732568,0.737291,14.853689,14.798775,14.853689,14.798775,14.798775,14.853689,14.798775,14.853689,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.700000,1.000000,1.000000,1.000000,1.000000,0.735083,0.735083,0.735083,0.735083,14.828057,14.828057,14.828057,14.828057,14.828057,14.828057,14.828057,14.828057,0.739986,0.729310,0.729310,0.739986,14.884900,14.760717,14.884900,14.760717,14.760717,14.884900,14.760717,14.884900,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.700000,1.000000,1.000000,1.000000,1.000000,0.734972,0.734972,0.734972,0.734972,14.826760,14.826760,14.826760,14.826760,14.826760,14.826760,14.826760,14.826760,0.742710,0.725312,0.725312,0.742710,14.916337,14.713818,14.916337,14.713818,14.713818,14.916337,14.713818,14.916337,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.700000,1.000000,1.000000,1.000000,1.000000,0.734920,0.734920,0.734920,0.734920,14.826162,14.826162,14.826162,14.826162,14.826162,14.826162,14.826162,14.826162,0.745609,0.720478,0.720478,0.745609,14.949695,14.656820,14.949695,14.656820,14.656820,14.949695,14.656820,14.949695,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.700000,1.000000,1.000000,1.000000,1.000000,0.734786,0.734786,0.734786,0.734786,14.824605,14.824605,14.824605,14.824605,14.824605,14.824605,14.824605,14.824605,0.748523,0.714327,0.714327,0.748523,14.983105,14.583824,14.983105,14.583824,14.583824,14.983105,14.583824,14.983105,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.700000,1.000000,1.000000,1.000000,1.000000,0.734827,0.734827,0.734827,0.734827,14.825074,14.825074,14.825074,14.825074,14.825074,14.825074,14.825074,14.825074,0.751590,0.706550,0.706550,0.751590,15.018160,14.490791,15.018160,14.490791,14.490791,15.018160,14.490791,15.018160,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.700000,1.000000,1.000000,1.000000,1.000000,0.734335,0.734335,0.734335,0.734335,14.819354,14.819354,14.819354,14.819354,14.819354,14.819354,14.819354,14.819354,0.753993,0.695374,0.695374,0.753993,15.045531,14.355585,15.045531,14.355585,14.355585,15.045531,14.355585,15.045531,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.700000,1.000000,1.000000,1.000000,1.000000,0.734054,0.734054,0.734054,0.734054,14.816085,14.816085,14.816085,14.816085,14.816085,14.816085,14.816085,14.816085,0.756869,0.680611,0.680611,0.756869,15.078193,14.174244,15.078193,14.174244,14.174244,15.078193,14.174244,15.078193,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.700000,1.000000,1.000000,1.000000,1.000000,0.734233,0.734233,0.734233,0.734233,14.818162,14.818162,14.818162,14.818162,14.818162,14.818162,14.818162,14.818162,0.759868,0.659006,0.659006,0.759868,15.112142,13.903034,15.112142,13.903034,13.903034,15.112142,13.903034,15.112142,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.700000,1.000000,1.000000,1.000000,1.000000,0.735048,0.735048,0.735048,0.735048,14.827643,14.827643,14.827643,14.827643,14.827643,14.827643,14.827643,14.827643,0.762243,0.624057,0.624057,0.762243,15.138950,13.449036,15.138950,13.449036,13.449036,15.138950,13.449036,15.138950,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.800000,1.000000,1.000000,1.000000,1.000000,0.762230,0.762230,0.762230,0.762230,15.138807,15.138807,15.138807,15.138807,15.138807,15.138807,15.138807,15.138807,0.762228,0.762228,0.762228,0.762228,15.138782,15.138782,15.138782,15.138782,15.138782,15.138782,15.138782,15.138782,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.800000,1.000000,1.000000,1.000000,1.000000,0.762229,0.762229,0.762229,0.762229,15.138788,15.138788,15.138788,15.138788,15.138788,15.138788,15.138788,15.138788,0.764216,0.759860,0.759860,0.764216,15.161160,15.112051,15.161160,15.112051,15.112051,15.161160,15.112051,15.161160,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,0.762155,0.762155,0.762155,0.762155,15.137955,15.137955,15.137955,15.137955,15.137955,15.137955,15.137955,15.137955,0.766613,0.756708,0.756708,0.766613,15.188080,15.076368,15.188080,15.076368,15.076368,15.188080,15.076368,15.188080,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.800000,1.000000,1.000000,1.000000,1.000000,0.762052,0.762052,0.762052,0.762052,15.136798,15.136798,15.136798,15.136798,15.136798,15.136798,15.136798,15.136798,0.769006,0.752780,0.752780,0.769006,15.214879,15.031718,15.214879,15.031718,15.031718,15.214879,15.031718,15.214879,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.800000,1.000000,1.000000,1.000000,1.000000,0.761985,0.761985,0.761985,0.761985,15.136036,15.136036,15.136036,15.136036,15.136036,15.136036,15.136036,15.136036,0.771452,0.747822,0.747822,0.771452,15.242194,14.975082,15.242194,14.975082,14.975082,15.242194,14.975082,15.242194,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.800000,1.000000,1.000000,1.000000,1.000000,0.761974,0.761974,0.761974,0.761974,15.135915,15.135915,15.135915,15.135915,15.135915,15.135915,15.135915,15.135915,0.773951,0.741336,0.741336,0.773951,15.270028,14.900486,15.270028,14.900486,14.900486,15.270028,14.900486,15.270028,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.800000,1.000000,1.000000,1.000000,1.000000,0.761814,0.761814,0.761814,0.761814,15.134107,15.134107,15.134107,15.134107,15.134107,15.134107,15.134107,15.134107,0.776041,0.731847,0.731847,0.776041,15.293252,14.790361,15.293252,14.790361,14.790361,15.293252,14.790361,15.293252,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.800000,1.000000,1.000000,1.000000,1.000000,0.761394,0.761394,0.761394,0.761394,15.129371,15.129371,15.129371,15.129371,15.129371,15.129371,15.129371,15.129371,0.778316,0.718443,0.718443,0.778316,15.318455,14.632720,15.318455,14.632720,14.632720,15.318455,14.632720,15.318455,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.800000,1.000000,1.000000,1.000000,1.000000,0.761827,0.761827,0.761827,0.761827,15.134258,15.134258,15.134258,15.134258,15.134258,15.134258,15.134258,15.134258,0.780960,0.697615,0.697615,0.780960,15.347681,14.382837,15.347681,14.382837,14.382837,15.347681,14.382837,15.347681,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.800000,1.000000,1.000000,1.000000,1.000000,0.761881,0.761881,0.761881,0.761881,15.134870,15.134870,15.134870,15.134870,15.134870,15.134870,15.134870,15.134870,0.782722,0.658371,0.658371,0.782722,15.367107,13.894952,15.367107,13.894952,13.894952,15.367107,13.894952,15.367107,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.800000,1.000000,1.000000,1.000000,1.000000,0.761498,0.761498,0.761498,0.761498,15.130551,15.130551,15.130551,15.130551,15.130551,15.130551,15.130551,15.130551,0.784194,0.566974,0.566974,0.784194,15.383300,12.663953,15.383300,12.663953,12.663953,15.383300,12.663953,15.383300,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.900000,1.000000,1.000000,1.000000,1.000000,0.791301,0.791301,0.791301,0.791301,15.461126,15.461126,15.461126,15.461126,15.461126,15.461126,15.461126,15.461126,0.791298,0.791298,0.791298,0.791298,15.461101,15.461101,15.461101,15.461101,15.461101,15.461101,15.461101,15.461101,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,0.900000,1.000000,1.000000,1.000000,1.000000,0.791202,0.791202,0.791202,0.791202,15.460044,15.460044,15.460044,15.460044,15.460044,15.460044,15.460044,15.460044,0.792222,0.789895,0.789895,0.792222,15.471172,15.445778,15.471172,15.445778,15.445778,15.471172,15.445778,15.471172,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,0.900000,1.000000,1.000000,1.000000,1.000000,0.791101,0.791101,0.791101,0.791101,15.458944,15.458944,15.458944,15.458944,15.458944,15.458944,15.458944,15.458944,0.793598,0.787914,0.787914,0.793598,15.486148,15.424119,15.486148,15.424119,15.424119,15.486148,15.424119,15.486148,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790927,0.790927,0.790927,0.790927,15.457046,15.457046,15.457046,15.457046,15.457046,15.457046,15.457046,15.457046,0.794894,0.785416,0.785416,0.794894,15.500242,15.396726,15.500242,15.396726,15.396726,15.500242,15.396726,15.500242,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790585,0.790585,0.790585,0.790585,15.453316,15.453316,15.453316,15.453316,15.453316,15.453316,15.453316,15.453316,0.796031,0.782014,0.782014,0.796031,15.512584,15.359299,15.512584,15.359299,15.359299,15.512584,15.359299,15.512584,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790543,0.790543,0.790543,0.790543,15.452862,15.452862,15.452862,15.452862,15.452862,15.452862,15.452862,15.452862,0.797410,0.777764,0.777764,0.797410,15.527534,15.312348,15.527534,15.312348,15.312348,15.527534,15.312348,15.527534,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790465,0.790465,0.790465,0.790465,15.452005,15.452005,15.452005,15.452005,15.452005,15.452005,15.452005,15.452005,0.798717,0.771504,0.771504,0.798717,15.541685,15.242773,15.541685,15.242773,15.242773,15.541685,15.242773,15.541685,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790290,0.790290,0.790290,0.790290,15.450093,15.450093,15.450093,15.450093,15.450093,15.450093,15.450093,15.450093,0.800286,0.761960,0.761960,0.800286,15.558640,15.135759,15.558640,15.135759,15.135759,15.558640,15.135759,15.558640,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790103,0.790103,0.790103,0.790103,15.448050,15.448050,15.448050,15.448050,15.448050,15.448050,15.448050,15.448050,0.800984,0.743321,0.743321,0.800984,15.566174,14.923380,15.566174,14.923380,14.923380,15.566174,14.923380,15.566174,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790209,0.790209,0.790209,0.790209,15.449214,15.449214,15.449214,15.449214,15.449214,15.449214,15.449214,15.449214,0.801874,0.700504,0.700504,0.801874,15.575778,14.417872,15.575778,14.417872,14.417872,15.575778,14.417872,15.575778,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.900000,1.000000,1.000000,1.000000,1.000000,0.790541,0.790541,0.790541,0.790541,15.452839,15.452839,15.452839,15.452839,15.452839,15.452839,15.452839,15.452839,0.801552,0.497252,0.497252,0.801552,15.572311,11.623847,15.572311,11.623847,11.623847,15.572311,11.623847,15.572311,
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.817884,0.817884,0.817884,0.817884,15.746846,15.746846,15.746846,15.746846,15.746846,15.746846,15.746846,15.746846,0.817882,0.817882,0.817882,0.817882,15.746821,15.746821,15.746821,15.746821,15.746821,15.746821,15.746821,15.746821,
1.000000,0.900000,0.900000,1.000000,0.900000,1.000000,1.000000,0.900000,1.000000,1.000000,1.000000,1.000000,1.000000,0.817679,0.817679,0.817679,0.817679,15.744678,15.744678,15.744678,15.744678,15.744678,15.744678,15.744678,15.744678,0.817680,0.817674,0.817674,0.817680,15.744686,15.744621,15.744686,15.744621,15.744621,15.744686,15.744621,15.744686,
1.000000,0.800000,0.800000,1.000000,0.800000,1.000000,1.000000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.817473,0.817473,0.817473,0.817473,15.742490,15.742490,15.742490,15.742490,15.742490,15.742490,15.742490,15.742490,0.817533,0.817340,0.817340,0.817533,15.743132,15.741086,15.743132,15.741086,15.741086,15.743132,15.741086,15.743132,
1.000000,0.700000,0.700000,1.000000,0.700000,1.000000,1.000000,0.700000,1.000000,1.000000,1.000000,1.000000,1.000000,0.817262,0.817262,0.817262,0.817262,15.740260,15.740260,15.740260,15.740260,15.740260,15.740260,15.740260,15.740260,0.817510,0.816833,0.816833,0.817510,15.742882,15.735709,15.742882,15.735709,15.735709,15.742882,15.735709,15.742882,
1.000000,0.600000,0.600000,1.000000,0.600000,1.000000,1.000000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,0.817076,0.817076,0.817076,0.817076,15.738287,15.738287,15.738287,15.738287,15.738287,15.738287,15.738287,15.738287,0.817545,0.816264,0.816264,0.817545,15.743253,15.729675,15.743253,15.729675,15.729675,15.743253,15.729675,15.743253,
1.000000,0.500000,0.500000,1.000000,0.500000,1.000000,1.000000,0.500000,1.000000,1.000000,1.000000,1.000000,1.000000,0.816209,0.816209,0.816209,0.816209,15.729085,15.729085,15.729085,15.729085,15.729085,15.729085,15.729085,15.729085,0.816996,0.814747,0.814747,0.816996,15.737440,15.713569,15.737440,15.713569,15.713569,15.737440,15.713569,15.737440,
1.000000,0.400000,0.400000,1.000000,0.400000,1.000000,1.000000,0.400000,1.000000,1.000000,1.000000,1.000000,1.000000,0.816025,0.816025,0.816025,0.816025,15.727137,15.727137,15.727137,15.727137,15.727137,15.727137,15.727137,15.727137,0.817096,0.813677,0.813677,0.817096,15.738493,15.702186,15.738493,15.702186,15.702186,15.738493,15.702186,15.738493,
1.000000,0.300000,0.300000,1.000000,0.300000,1.000000,1.000000,0.300000,1.000000,1.000000,1.000000,1.000000,1.000000,0.815969,0.815969,0.815969,0.815969,15.726541,15.726541,15.726541,15.726541,15.726541,15.726541,15.726541,15.726541,0.817328,0.812028,0.812028,0.817328,15.740952,15.684628,15.740952,15.684628,15.684628,15.740952,15.684628,15.740952,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,1.000000,0.815575,0.815575,0.815575,0.815575,15.722360,15.722360,15.722360,15.722360,15.722360,15.722360,15.722360,15.722360,0.817240,0.808130,0.808130,0.817240,15.740022,15.642989,15.740022,15.642989,15.642989,15.740022,15.642989,15.740022,
1.000000,0.100000,0.100000,1.000000,0.100000,1.000000,1.000000,0.100000,1.000000,1.000000,1.000000,1.000000,1.000000,0.815415,0.815415,0.815415,0.815415,15.720659,15.720659,15.720659,15.720659,15.720659,15.720659,15.720659,15.720659,0.817380,0.797405,0.797405,0.817380,15.741505,15.527484,15.741505,15.527484,15.527484,15.741505,15.527484,15.741505,
1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.814934,0.814934,0.814934,0.814934,15.715557,15.715557,15.715557,15.715557,15.715557,15.715557,15.715557,15.715557,0.816536,0.446504,0.446504,0.816536,15.732557,10.803739,15.732557,10.803739,10.803739,15.732557,10.803739,15.732557,
