mu1 = 0.500000, mu2 = 0.500000,gamma1 = 0.000000, gamma2 =0.000000,multiplier m = 35.000000,rhoA = rhoB = 0.5,sigma =0.100000,data are below
cA11,cA12,cA21,cA22,cB11,cB12,cB21,cB22,theta11*,theta12*,theta21*,theta22*,FCa11,FCa12,FCa21,FCa22,FCb111,FCb112,FCb211,FCb212,FCb121,FCb122,FCb221,FCb222,FPa11,FPa12,FPa21,FPa22,FPb111,FPb112,FPb211,FPb212,FPb121,FPb122,FPb221,FPb222,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.700000,0.700000,0.650000,0.581582,0.581582,0.581582,0.581582,16.527822,16.527822,15.883001,15.883001,15.883001,15.883001,16.527822,16.527822,0.577872,0.585198,0.585198,0.577872,16.472007,16.581895,15.827498,15.936784,15.936784,15.827498,16.581895,16.472007,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.712500,0.712500,0.650000,0.584083,0.584083,0.584083,0.584083,16.565260,16.565260,15.766754,15.766754,15.766754,15.766754,16.565260,16.565260,0.579452,0.588663,0.588663,0.579452,16.495822,16.633423,15.697813,15.834454,15.834454,15.697813,16.633423,16.495822,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.725000,0.725000,0.650000,0.586540,0.586540,0.586540,0.586540,16.601886,16.601886,15.652512,15.652512,15.652512,15.652512,16.601886,16.601886,0.580972,0.592118,0.592118,0.580972,16.518677,16.684509,15.570035,15.734452,15.734452,15.570035,16.684509,16.518677,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.737500,0.737500,0.650000,0.588932,0.588932,0.588932,0.588932,16.637407,16.637407,15.539897,15.539897,15.539897,15.539897,16.637407,16.637407,0.582470,0.595484,0.595484,0.582470,16.541138,16.734002,15.444637,15.635545,15.635545,15.444637,16.734002,16.541138,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.750000,0.750000,0.650000,0.591276,0.591276,0.591276,0.591276,16.672091,16.672091,15.429089,15.429089,15.429089,15.429089,16.672091,16.672091,0.583941,0.598791,0.598791,0.583941,16.563137,16.782387,15.321468,15.538133,15.538133,15.321468,16.782387,16.563137,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.762500,0.762500,0.650000,0.593583,0.593583,0.593583,0.593583,16.706082,16.706082,15.320153,15.320153,15.320153,15.320153,16.706082,16.706082,0.585379,0.602050,0.602050,0.585379,16.584599,16.829800,15.200374,15.442271,15.442271,15.200374,16.829800,16.584599,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.775000,0.775000,0.650000,0.595834,0.595834,0.595834,0.595834,16.739139,16.739139,15.212774,15.212774,15.212774,15.212774,16.739139,16.739139,0.586788,0.605254,0.605254,0.586788,16.605582,16.876181,15.081338,15.347823,15.347823,15.081338,16.876181,16.605582,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.787500,0.787500,0.650000,0.598048,0.598048,0.598048,0.598048,16.771540,16.771540,15.107154,15.107154,15.107154,15.107154,16.771540,16.771540,0.588165,0.608411,0.608411,0.588165,16.626040,16.921646,14.964240,15.254831,15.254831,14.964240,16.921646,16.626040,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.800000,0.800000,0.650000,0.600218,0.600218,0.600218,0.600218,16.803180,16.803180,15.003120,15.003120,15.003120,15.003120,16.803180,16.803180,0.589511,0.611521,0.611521,0.589511,16.645983,16.966220,14.849021,15.163249,15.163249,14.849021,16.966220,16.645983,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.812500,0.812500,0.650000,0.602336,0.602336,0.602336,0.602336,16.833943,16.833943,14.900492,14.900492,14.900492,14.900492,16.833943,16.833943,0.590829,0.614580,0.614580,0.590829,16.665477,17.009842,14.735679,15.072951,15.072951,14.735679,17.009842,16.665477,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.825000,0.825000,0.650000,0.604420,0.604420,0.604420,0.604420,16.864123,16.864123,14.799494,14.799494,14.799494,14.799494,16.864123,16.864123,0.592113,0.617601,0.617601,0.592113,16.684432,17.052719,14.624063,14.984077,14.984077,14.624063,17.052719,16.684432,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.837500,0.837500,0.650000,0.606453,0.606453,0.606453,0.606453,16.893479,16.893479,14.699830,14.699830,14.699830,14.699830,16.893479,16.893479,0.593371,0.620573,0.620573,0.593371,16.702968,17.094697,14.514227,14.896416,14.896416,14.514227,17.094697,16.702968,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.850000,0.850000,0.650000,0.608457,0.608457,0.608457,0.608457,16.922304,16.922304,14.601727,14.601727,14.601727,14.601727,16.922304,16.922304,0.594601,0.623504,0.623504,0.594601,16.721050,17.135897,14.406078,14.810026,14.810026,14.406078,17.135897,16.721050,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.862500,0.862500,0.650000,0.610413,0.610413,0.610413,0.610413,16.950362,16.950362,14.504901,14.504901,14.504901,14.504901,16.950362,16.950362,0.595807,0.626387,0.626387,0.595807,16.738738,17.176249,14.299620,14.724785,14.724785,14.299620,17.176249,16.738738,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.875000,0.875000,0.650000,0.612342,0.612342,0.612342,0.612342,16.977947,16.977947,14.409582,14.409582,14.409582,14.409582,16.977947,16.977947,0.596982,0.629238,0.629238,0.596982,16.755952,17.215969,14.194719,14.640849,14.640849,14.194719,17.215969,16.755952,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.887500,0.887500,0.650000,0.614227,0.614227,0.614227,0.614227,17.004807,17.004807,14.315475,14.315475,14.315475,14.315475,17.004807,17.004807,0.598131,0.632050,0.632050,0.598131,16.772751,17.254987,14.091381,14.558097,14.558097,14.091381,17.254987,16.772751,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.900000,0.900000,0.650000,0.616082,0.616082,0.616082,0.616082,17.031182,17.031182,14.222762,14.222762,14.222762,14.222762,17.031182,17.031182,0.599258,0.634820,0.634820,0.599258,16.789190,17.293243,13.989607,14.476424,14.476424,13.989607,17.293243,16.789190,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.912500,0.912500,0.650000,0.617901,0.617901,0.617901,0.617901,17.056957,17.056957,14.131285,14.131285,14.131285,14.131285,17.056957,17.056957,0.600356,0.637562,0.637562,0.600356,16.805187,17.330942,13.889271,14.395980,14.395980,13.889271,17.330942,16.805187,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.925000,0.925000,0.650000,0.619675,0.619675,0.619675,0.619675,17.082024,17.082024,14.040894,14.040894,14.040894,14.040894,17.082024,17.082024,0.601433,0.640260,0.640260,0.601433,16.820835,17.367898,13.790417,14.316538,14.316538,13.790417,17.367898,16.820835,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.937500,0.937500,0.650000,0.621423,0.621423,0.621423,0.621423,17.106660,17.106660,13.951812,13.951812,13.951812,13.951812,17.106660,17.106660,0.602485,0.642922,0.642922,0.602485,16.836112,17.404197,13.692977,14.238140,14.238140,13.692977,17.404197,16.836112,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.950000,0.950000,0.650000,0.623137,0.623137,0.623137,0.623137,17.130755,17.130755,13.863890,13.863890,13.863890,13.863890,17.130755,17.130755,0.603513,0.645553,0.645553,0.603513,16.851002,17.439937,13.596892,14.160836,14.160836,13.596892,17.439937,16.851002,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.962500,0.962500,0.650000,0.624809,0.624809,0.624809,0.624809,17.154192,17.154192,13.776977,13.776977,13.776977,13.776977,17.154192,17.154192,0.604521,0.648141,0.648141,0.604521,16.865595,17.474934,13.502209,14.084410,14.084410,13.502209,17.474934,16.865595,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.975000,0.975000,0.650000,0.626458,0.626458,0.626458,0.626458,17.177244,17.177244,13.691293,13.691293,13.691293,13.691293,17.177244,17.177244,0.605507,0.650700,0.650700,0.605507,16.879832,17.509413,13.408829,14.009037,14.009037,13.408829,17.509413,16.879832,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,0.987500,0.987500,0.650000,0.628075,0.628075,0.628075,0.628075,17.199797,17.199797,13.606692,13.606692,13.606692,13.606692,17.199797,17.199797,0.606475,0.653216,0.653216,0.606475,16.893792,17.543192,13.316788,13.934508,13.934508,13.316788,17.543192,16.893792,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.000000,1.000000,0.650000,0.629652,0.629652,0.629652,0.629652,17.221734,17.221734,13.523027,13.523027,13.523027,13.523027,17.221734,17.221734,0.607423,0.655699,0.655699,0.607423,16.907446,17.576387,13.226023,13.860896,13.860896,13.226023,17.576387,16.907446,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.012500,1.012500,0.650000,0.631208,0.631208,0.631208,0.631208,17.243326,17.243326,13.440519,13.440519,13.440519,13.440519,17.243326,17.243326,0.608352,0.658149,0.658149,0.608352,16.920804,17.609021,13.136505,13.788189,13.788189,13.136505,17.609021,16.920804,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.025000,1.025000,0.650000,0.632735,0.632735,0.632735,0.632735,17.264455,17.264455,13.359023,13.359023,13.359023,13.359023,17.264455,17.264455,0.609263,0.660567,0.660567,0.609263,16.933874,17.641107,13.048206,13.716366,13.716366,13.048206,17.641107,16.933874,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.037500,1.037500,0.650000,0.634223,0.634223,0.634223,0.634223,17.285004,17.285004,13.278395,13.278395,13.278395,13.278395,17.285004,17.285004,0.610153,0.662962,0.662962,0.610153,16.946634,17.672763,12.961073,13.645507,13.645507,12.961073,17.672763,16.946634,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.050000,1.050000,0.650000,0.635692,0.635692,0.635692,0.635692,17.305242,17.305242,13.198858,13.198858,13.198858,13.198858,17.305242,17.305242,0.611027,0.665318,0.665318,0.611027,16.959150,17.703800,12.875135,13.575399,13.575399,12.875135,17.703800,16.959150,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.062500,1.062500,0.650000,0.637133,0.637133,0.637133,0.637133,17.325055,17.325055,13.120273,13.120273,13.120273,13.120273,17.325055,17.325055,0.611884,0.667644,0.667644,0.611884,16.971401,17.734333,12.790339,13.506123,13.506123,12.790339,17.734333,16.971401,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.075000,1.075000,0.650000,0.638538,0.638538,0.638538,0.638538,17.344328,17.344328,13.042503,13.042503,13.042503,13.042503,17.344328,17.344328,0.612724,0.669940,0.669940,0.612724,16.983394,17.764374,12.706662,13.437659,13.437659,12.706662,17.764374,16.983394,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.087500,1.087500,0.650000,0.639925,0.639925,0.639925,0.639925,17.363322,17.363322,12.965765,12.965765,12.965765,12.965765,17.363322,17.363322,0.613547,0.672208,0.672208,0.613547,16.995136,17.793937,12.624081,13.369996,13.369996,12.624081,17.793937,16.995136,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.100000,1.100000,0.650000,0.641288,0.641288,0.641288,0.641288,17.381925,17.381925,12.889924,12.889924,12.889924,12.889924,17.381925,17.381925,0.614355,0.674448,0.674448,0.614355,17.006635,17.823034,12.542574,13.303113,13.303113,12.542574,17.823034,17.006635,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.112500,1.112500,0.650000,0.642615,0.642615,0.642615,0.642615,17.400022,17.400022,12.814847,12.814847,12.814847,12.814847,17.400022,17.400022,0.615147,0.676660,0.676660,0.615147,17.017897,17.851674,12.462118,13.236996,13.236996,12.462118,17.851674,17.017897,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.125000,1.125000,0.650000,0.643927,0.643927,0.643927,0.643927,17.417870,17.417870,12.740749,12.740749,12.740749,12.740749,17.417870,17.417870,0.615923,0.678845,0.678845,0.615923,17.028929,17.879872,12.382693,13.171630,13.171630,12.382693,17.879872,17.028929,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.137500,1.137500,0.650000,0.645216,0.645216,0.645216,0.645216,17.435358,17.435358,12.667499,12.667499,12.667499,12.667499,17.435358,17.435358,0.616683,0.681012,0.681012,0.616683,17.039703,17.907744,12.304248,13.107102,13.107102,12.304248,17.907744,17.039703,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.150000,1.150000,0.650000,0.646481,0.646481,0.646481,0.646481,17.452494,17.452494,12.595082,12.595082,12.595082,12.595082,17.452494,17.452494,0.617428,0.683145,0.683145,0.617428,17.050267,17.935083,12.226800,13.043193,13.043193,12.226800,17.935083,17.050267,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.162500,1.162500,0.650000,0.647713,0.647713,0.647713,0.647713,17.469162,17.469162,12.523366,12.523366,12.523366,12.523366,17.469162,17.469162,0.618160,0.685251,0.685251,0.618160,17.060616,17.962007,12.150320,12.979990,12.979990,12.150320,17.962007,17.060616,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.175000,1.175000,0.650000,0.648933,0.648933,0.648933,0.648933,17.485620,17.485620,12.452567,12.452567,12.452567,12.452567,17.485620,17.485620,0.618877,0.687333,0.687333,0.618877,17.070756,17.988528,12.074790,12.917481,12.917481,12.074790,17.988528,17.070756,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.187500,1.187500,0.650000,0.650130,0.650130,0.650130,0.650130,17.501754,17.501754,12.382557,12.382557,12.382557,12.382557,17.501754,17.501754,0.619580,0.689390,0.689390,0.619580,17.080691,18.014653,12.000191,12.855652,12.855652,12.000191,18.014653,17.080691,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.200000,1.200000,0.650000,0.651297,0.651297,0.651297,0.651297,17.517447,17.517447,12.313207,12.313207,12.313207,12.313207,17.517447,17.517447,0.620270,0.691422,0.691422,0.620270,17.090426,18.040391,11.926504,12.794490,12.794490,11.926504,18.040391,17.090426,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.212500,1.212500,0.650000,0.652453,0.652453,0.652453,0.652453,17.532953,17.532953,12.244729,12.244729,12.244729,12.244729,17.532953,17.532953,0.620947,0.693431,0.693431,0.620947,17.099966,18.065752,11.853712,12.733983,12.733983,11.853712,18.065752,17.099966,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.225000,1.225000,0.650000,0.653587,0.653587,0.653587,0.653587,17.548157,17.548157,12.176998,12.176998,12.176998,12.176998,17.548157,17.548157,0.621611,0.695417,0.695417,0.621611,17.109315,18.090744,11.781797,12.674120,12.674120,11.781797,18.090744,17.109315,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.237500,1.237500,0.650000,0.654702,0.654702,0.654702,0.654702,17.563065,17.563065,12.109999,12.109999,12.109999,12.109999,17.563065,17.563065,0.622263,0.697380,0.697380,0.622263,17.118477,18.115376,11.710742,12.614887,12.614887,11.710742,18.115376,17.118477,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.250000,1.250000,0.650000,0.655787,0.655787,0.655787,0.655787,17.577559,17.577559,12.043607,12.043607,12.043607,12.043607,17.577559,17.577559,0.622902,0.699320,0.699320,0.622902,17.127455,18.139653,11.640530,12.556274,12.556274,11.640530,18.139653,17.127455,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.262500,1.262500,0.650000,0.656863,0.656863,0.656863,0.656863,17.591899,17.591899,11.978037,11.978037,11.978037,11.978037,17.591899,17.591899,0.623529,0.701238,0.701238,0.623529,17.136254,18.163587,11.571146,12.498271,12.498271,11.571146,18.163587,17.136254,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.275000,1.275000,0.650000,0.657919,0.657919,0.657919,0.657919,17.605961,17.605961,11.913159,11.913159,11.913159,11.913159,17.605961,17.605961,0.624144,0.703134,0.703134,0.624144,17.144877,18.187185,11.502573,12.440867,12.440867,11.502573,18.187185,17.144877,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.287500,1.287500,0.650000,0.658957,0.658957,0.658957,0.658957,17.619749,17.619749,11.848961,11.848961,11.848961,11.848961,17.619749,17.619749,0.624747,0.705010,0.705010,0.624747,17.153328,18.210455,11.434796,12.384052,12.384052,11.434796,18.210455,17.153328,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.300000,1.300000,0.650000,0.659968,0.659968,0.659968,0.659968,17.633165,17.633165,11.785336,11.785336,11.785336,11.785336,17.633165,17.633165,0.625340,0.706864,0.706864,0.625340,17.161622,18.233403,11.367813,12.327816,12.327816,11.367813,18.233403,17.161622,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.312500,1.312500,0.650000,0.660974,0.660974,0.660974,0.660974,17.646490,17.646490,11.722521,11.722521,11.722521,11.722521,17.646490,17.646490,0.625922,0.708699,0.708699,0.625922,17.169757,18.256042,11.301600,12.272154,12.272154,11.301600,18.256042,17.169757,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.325000,1.325000,0.650000,0.661937,0.661937,0.661937,0.661937,17.659225,17.659225,11.660052,11.660052,11.660052,11.660052,17.659225,17.659225,0.626493,0.710513,0.710513,0.626493,17.177736,18.278372,11.236147,12.217050,12.217050,11.236147,18.278372,17.177736,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.337500,1.337500,0.650000,0.662916,0.662916,0.662916,0.662916,17.672162,17.672162,11.598620,11.598620,11.598620,11.598620,17.672162,17.672162,0.627059,0.712309,0.712309,0.627059,17.185627,18.300409,11.171493,12.162505,12.162505,11.171493,18.300409,17.185627,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.350000,1.350000,0.650000,0.663889,0.663889,0.663889,0.663889,17.684988,17.684988,11.537930,11.537930,11.537930,11.537930,17.684988,17.684988,0.627615,0.714085,0.714085,0.627615,17.193388,18.322150,11.107588,12.108498,12.108498,11.107588,18.322150,17.193388,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.362500,1.362500,0.650000,0.664846,0.664846,0.664846,0.664846,17.697589,17.697589,11.477864,11.477864,11.477864,11.477864,17.697589,17.697589,0.628163,0.715841,0.715841,0.628163,17.201012,18.343599,11.044408,12.055019,12.055019,11.044408,18.343599,17.201012,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.375000,1.375000,0.650000,0.665788,0.665788,0.665788,0.665788,17.709987,17.709987,11.418428,11.418428,11.418428,11.418428,17.709987,17.709987,0.628701,0.717579,0.717579,0.628701,17.208503,18.364764,10.981942,12.002063,12.002063,10.981942,18.364764,17.208503,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.387500,1.387500,0.650000,0.667039,0.667039,0.667039,0.667039,17.726410,17.726410,11.363316,11.363316,11.363316,11.363316,17.726410,17.726410,0.629231,0.719293,0.719293,0.629231,17.215875,18.385585,10.920187,11.949562,11.949562,10.920187,18.385585,17.215875,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.400000,1.400000,0.650000,0.667952,0.667952,0.667952,0.667952,17.738373,17.738373,11.305062,11.305062,11.305062,11.305062,17.738373,17.738373,0.629752,0.720994,0.720994,0.629752,17.223115,18.406197,10.859117,11.897622,11.897622,10.859117,18.406197,17.223115,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.412500,1.412500,0.650000,0.668845,0.668845,0.668845,0.668845,17.750063,17.750063,11.247335,11.247335,11.247335,11.247335,17.750063,17.750063,0.630265,0.722676,0.722676,0.630265,17.230235,18.426539,10.798728,11.846176,11.846176,10.798728,18.426539,17.230235,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.425000,1.425000,0.650000,0.669324,0.669324,0.669324,0.669324,17.756316,17.756316,11.185629,11.185629,11.185629,11.185629,17.756316,17.756316,0.630769,0.724346,0.724346,0.630769,17.237231,18.446668,10.739003,11.795263,11.795263,10.739003,18.446668,17.237231,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.437500,1.437500,0.650000,0.670179,0.670179,0.670179,0.670179,17.767494,17.767494,11.128960,11.128960,11.128960,11.128960,17.767494,17.767494,0.631266,0.725993,0.725993,0.631266,17.244123,18.466480,10.679946,11.744778,11.744778,10.679946,18.466480,17.244123,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.450000,1.450000,0.650000,0.671013,0.671013,0.671013,0.671013,17.778362,17.778362,11.072749,11.072749,11.072749,11.072749,17.778362,17.778362,0.631756,0.727622,0.727622,0.631756,17.250907,18.486033,10.621538,11.694759,11.694759,10.621538,18.486033,17.250907,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.462500,1.462500,0.650000,0.671842,0.671842,0.671842,0.671842,17.789173,17.789173,11.017202,11.017202,11.017202,11.017202,17.789173,17.789173,0.632238,0.729234,0.729234,0.632238,17.257583,18.505333,10.563769,11.645200,11.645200,10.563769,18.505333,17.257583,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.475000,1.475000,0.650000,0.672658,0.672658,0.672658,0.672658,17.799782,17.799782,10.962183,10.962183,10.962183,10.962183,17.799782,17.799782,0.632713,0.730828,0.730828,0.632713,17.264155,18.524382,10.506628,11.596094,11.596094,10.506628,18.524382,17.264155,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.487500,1.487500,0.650000,0.673673,0.673673,0.673673,0.673673,17.812978,17.812978,10.910075,10.910075,10.910075,10.910075,17.812978,17.812978,0.633181,0.732399,0.732399,0.633181,17.270629,18.543103,10.450108,11.547358,11.547358,10.450108,18.543103,17.270629,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.650000,1.500000,1.500000,0.650000,0.674448,0.674448,0.674448,0.674448,17.823031,17.823031,10.855940,10.855940,10.855940,10.855940,17.823031,17.823031,0.633642,0.733960,0.733960,0.633642,17.276995,18.561660,10.394189,11.499128,11.499128,10.394189,18.561660,17.276995,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.500000,0.500000,0.662500,0.535403,0.535403,0.535403,0.535403,15.643254,15.643254,18.098365,18.098365,18.098365,18.098365,15.643254,15.643254,0.549255,0.522717,0.522717,0.549255,15.864528,15.436065,18.321496,17.888710,17.888710,18.321496,15.436065,15.864528,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.512500,0.512500,0.662500,0.538979,0.538979,0.538979,0.538979,15.700870,15.700870,17.940697,17.940697,17.940697,17.940697,15.700870,15.700870,0.551594,0.527302,0.527302,0.551594,15.901389,15.511469,18.142929,17.749126,17.749126,18.142929,15.511469,15.901389,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.525000,0.525000,0.662500,0.542463,0.542463,0.542463,0.542463,15.756669,15.756669,17.786287,17.786287,17.786287,17.786287,15.756669,15.756669,0.553876,0.531801,0.531801,0.553876,15.937227,15.584873,17.968386,17.612616,17.612616,17.968386,15.584873,15.937227,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.537500,0.537500,0.662500,0.545868,0.545868,0.545868,0.545868,15.810893,15.810893,17.635169,17.635169,17.635169,17.635169,15.810893,15.810893,0.556104,0.536215,0.536215,0.556104,15.972072,15.656363,17.797696,17.479049,17.479049,17.797696,15.656363,15.972072,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.550000,0.550000,0.662500,0.549199,0.549199,0.549199,0.549199,15.863642,15.863642,17.487243,17.487243,17.487243,17.487243,15.863642,15.863642,0.558273,0.540551,0.540551,0.558273,16.005887,15.726083,17.630633,17.348368,17.348368,17.630633,15.726083,16.005887,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.562500,0.562500,0.662500,0.552763,0.552763,0.552763,0.552763,15.919773,15.919773,17.347218,17.347218,17.347218,17.347218,15.919773,15.919773,0.560883,0.544914,0.544914,0.560883,16.046412,15.795736,17.474812,17.222098,17.222098,17.474812,15.795736,16.046412,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.575000,0.575000,0.662500,0.555966,0.555966,0.555966,0.555966,15.969918,15.969918,17.205471,17.205471,17.205471,17.205471,15.969918,15.969918,0.562952,0.549143,0.549143,0.562952,16.078404,15.862758,17.314713,17.097468,17.097468,17.314713,15.862758,16.078404,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.587500,0.587500,0.662500,0.559088,0.559088,0.559088,0.559088,16.018552,16.018552,17.066350,17.066350,17.066350,17.066350,16.018552,16.018552,0.564965,0.553284,0.553284,0.564965,16.109445,15.927946,17.157814,16.975117,16.975117,17.157814,15.927946,16.109445,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.600000,0.600000,0.662500,0.562150,0.562150,0.562150,0.562150,16.066012,16.066012,16.930036,16.930036,16.930036,16.930036,16.066012,16.066012,0.566939,0.557346,0.557346,0.566939,16.139765,15.991456,17.004194,16.855040,16.855040,17.004194,15.991456,16.139765,
1.000000,0.200000,0.200000,1.000000,0.200000,1.000000,1.000000,0.200000,0.662500,0.612500,0.612500,0.662500,0.565164,0.565164,0.565164,0.565164,16.112502,16.112502,16.796590,16.796590,16.796590,16.796590,16.112502,16.112502,0.568948,0.561316,0.561316,0.568948,16.170545,16.053119,16.854897,16.736920,16.736920,16.854897,16.053119,16.170545,
